Time(sec),TempRes(Ohm),SampVolt(V),heat_current(A),coil_current_order(A), sample_current_order(A)
20.203,35.87,-2.3583e-06,0.1,1,0.5
20.25,35.87,-9.6881e-07,0.1,1,0.5
20.297,35.87,3.4734e-06,0.1,1,0.5
20.359,35.87,3.4016e-06,0.1,1,0.5
20.406,35.87,2.4148e-06,0.1,1,0.5
20.453,35.87,1.8159e-06,0.1,1,0.5
20.5,35.87,3.3899e-06,0.1,1,0.5
20.562,35.87,2.3867e-06,0.1,1,0.5
20.609,35.87,2.9536e-06,0.1,1,0.5
20.656,35.87,2.7044e-06,0.1,1,0.5
20.719,35.87,2.285e-07,0.1,1,0.5
20.765,35.87,2.1003e-06,0.1,1,0.5
20.812,35.87,2.2834e-06,0.1,1,0.5
20.859,35.87,2.1757e-06,0.1,1,0.5
20.922,35.87,2.7469e-06,0.1,1,0.5
20.969,35.87,2.5682e-06,0.1,1,0.5
21.015,35.87,2.3129e-06,0.1,1,0.5
21.062,35.87,2.1327e-06,0.1,1,0.5
21.125,35.87,2.5246e-06,0.1,1,0.5
21.172,35.87,1.8025e-06,0.1,1,0.5
21.219,35.87,2.2242e-06,0.1,1,0.5
21.265,35.87,2.6926e-06,0.1,1,0.5
21.328,35.87,1.9851e-06,0.1,1,0.5
21.375,35.87,2.1763e-06,0.1,1,0.5
21.422,35.87,1.8302e-06,0.1,1,0.5
21.469,35.87,1.6812e-06,0.1,1,0.5
21.531,35.87,2.3071e-06,0.1,1,0.5
21.578,35.87,2.4866e-06,0.1,1,0.5
21.625,35.87,2.1573e-06,0.1,1,0.5
21.687,35.87,1.9577e-06,0.1,1,0.5
21.734,35.87,2.0336e-06,0.1,1,0.5
21.781,35.87,2.4143e-06,0.1,1,0.5
21.828,35.87,2.2106e-06,0.1,1,0.5
21.89,35.87,1.2705e-06,0.1,1,0.5
21.937,35.87,2.4363e-06,0.1,1,0.5
21.984,35.87,2.2829e-06,0.1,1,0.5
22.031,35.87,2.2564e-06,0.1,1,0.5
22.094,35.87,2.6605e-06,0.1,1,0.5
22.14,35.87,1.9929e-06,0.1,1,0.5
22.187,35.87,2.2641e-06,0.1,1,0.5
22.25,35.87,2.3205e-06,0.1,1,0.5
22.297,35.87,1.4573e-06,0.1,1,0.5
22.344,35.87,2.2475e-06,0.1,1,0.5
22.39,35.87,2.3162e-06,0.1,1,0.5
22.453,35.87,1.9726e-06,0.1,1,0.5
22.5,35.87,2.4918e-06,0.1,1,0.5
22.547,35.87,1.8964e-06,0.1,1,0.5
22.594,35.87,2.0722e-06,0.1,1,0.5
22.656,35.87,2.0137e-06,0.1,1,0.5
22.703,35.87,2.2097e-06,0.1,1,0.5
22.75,35.87,2.2954e-06,0.1,1,0.5
22.797,35.87,2.7401e-06,0.1,1,0.5
22.859,35.87,2.0834e-06,0.1,1,0.5
22.906,35.87,2.0933e-06,0.1,1,0.5
22.953,35.87,2.0991e-06,0.1,1,0.5
23.015,35.87,2.4685e-06,0.1,1,0.5
23.062,35.87,2.4871e-06,0.1,1,0.5
23.109,35.87,2.1397e-06,0.1,1,0.5
23.156,35.87,2.4066e-06,0.1,1,0.5
23.219,35.87,1.8551e-06,0.1,1,0.5
23.265,35.87,1.5767e-06,0.1,1,0.5
23.312,35.87,2.2477e-06,0.1,1,0.5
23.359,35.87,1.5099e-06,0.1,1,0.5
23.422,35.87,2.3476e-06,0.1,1,0.5
23.469,35.87,1.8842e-06,0.1,1,0.5
23.515,35.87,1.6941e-06,0.1,1,0.5
23.562,35.87,1.4721e-06,0.1,1,0.5
23.625,35.87,2.4434e-06,0.1,1,0.5
23.672,35.87,2.194e-06,0.1,1,0.5
23.719,35.87,2.4814e-06,0.1,1,0.5
23.765,35.87,2.5092e-06,0.1,1,0.5
23.828,35.87,1.6127e-06,0.1,1,0.5
23.875,35.87,2.4293e-06,0.1,1,0.5
23.922,35.87,1.8143e-06,0.1,1,0.5
23.984,35.87,1.9785e-06,0.1,1,0.5
24.031,35.87,2.0527e-06,0.1,1,0.5
24.078,35.87,1.6657e-06,0.1,1,0.5
24.125,35.87,1.7514e-06,0.1,1,0.5
24.187,35.87,1.7671e-06,0.1,1,0.5
24.234,35.87,2.5004e-06,0.1,1,0.5
24.281,35.87,1.9238e-06,0.1,1,0.5
24.328,35.87,1.8166e-06,0.1,1,0.5
24.39,35.87,2.0201e-06,0.1,1,0.5
24.437,35.87,2.6251e-06,0.1,1,0.5
24.484,35.87,2.6408e-06,0.1,1,0.5
24.531,35.87,2.3512e-06,0.1,1,0.5
24.594,35.87,1.802e-06,0.1,1,0.5
24.64,35.87,2.6626e-06,0.1,1,0.5
24.687,35.87,2.2059e-06,0.1,1,0.5
24.75,35.87,2.5157e-06,0.1,1,0.5
24.797,35.87,2.2258e-06,0.1,1,0.5
