Time(sec),TempRes(Ohm),SampVolt(V),heat_current(A),coil_current_order(A), sample_current_order(A)
220.16,33.92,-6.9608e-07,0.1,1,0.5
220.16,33.92,-2.977e-05,0.1,1,0.5
220.16,33.92,-1.0197e-06,0.1,1,0.5
220.16,33.92,-1.9397e-06,0.1,1,0.5
220.16,33.92,-1.4199e-06,0.1,1,0.5
220.16,33.92,-1.378e-06,0.1,1,0.5
220.16,33.92,-5.1821e-07,0.1,1,0.5
220.16,33.92,-1.5888e-06,0.1,1,0.5
220.16,33.92,-1.3152e-06,0.1,1,0.5
220.16,33.92,-2.9501e-07,0.1,1,0.5
220.16,33.92,-9.336e-07,0.1,1,0.5
220.16,33.92,-9.9648e-07,0.1,1,0.5
220.16,33.92,-5.339e-07,0.1,1,0.5
220.16,33.92,-1.0455e-06,0.1,1,0.5
220.16,33.92,-1.463e-06,0.1,1,0.5
220.16,33.92,-1.2403e-06,0.1,1,0.5
220.16,33.92,-1.3328e-06,0.1,1,0.5
220.16,33.92,-1.3654e-06,0.1,1,0.5
220.16,33.92,-1.6017e-06,0.1,1,0.5
220.16,33.92,-1.2835e-06,0.1,1,0.5
220.16,33.92,-1.2549e-06,0.1,1,0.5
220.16,33.92,-1.5567e-06,0.1,1,0.5
220.16,33.92,-9.2211e-07,0.1,1,0.5
220.16,33.92,-1.3399e-06,0.1,1,0.5
220.16,33.92,-1.2596e-06,0.1,1,0.5
220.16,33.92,-3.0723e-07,0.1,1,0.5
220.16,33.92,-1.9483e-06,0.1,1,0.5
220.16,33.92,-1.2732e-06,0.1,1,0.5
220.16,33.92,-1.524e-06,0.1,1,0.5
220.16,33.92,-1.3211e-06,0.1,1,0.5
220.16,33.92,-1.0836e-06,0.1,1,0.5
220.16,33.92,-1.1772e-06,0.1,1,0.5
220.16,33.92,-1.207e-06,0.1,1,0.5
220.16,33.92,-5.3366e-07,0.1,1,0.5
220.16,33.92,-1.445e-06,0.1,1,0.5
220.16,33.92,-9.6993e-07,0.1,1,0.5
220.16,33.92,-8.8901e-07,0.1,1,0.5
220.16,33.92,-1.3358e-06,0.1,1,0.5
220.16,33.92,-1.2627e-06,0.1,1,0.5
220.16,33.92,-1.2257e-06,0.1,1,0.5
220.16,33.92,-7.3622e-07,0.1,1,0.5
220.16,33.92,-1.8e-06,0.1,1,0.5
220.16,33.92,-9.4842e-07,0.1,1,0.5
220.16,33.92,-1.6421e-06,0.1,1,0.5
220.16,33.92,-1.3511e-06,0.1,1,0.5
220.16,33.92,-1.1347e-06,0.1,1,0.5
220.16,33.92,-1.2056e-06,0.1,1,0.5
220.16,33.92,-1.5691e-06,0.1,1,0.5
220.16,33.92,-1.5827e-06,0.1,1,0.5
220.16,33.92,-1.1671e-06,0.1,1,0.5
220.16,33.92,-4.8535e-07,0.1,1,0.5
220.16,33.92,-7.0644e-07,0.1,1,0.5
220.16,33.92,-9.5424e-07,0.1,1,0.5
220.16,33.92,-6.4024e-07,0.1,1,0.5
220.16,33.92,-1.5442e-06,0.1,1,0.5
220.16,33.92,-1.5159e-06,0.1,1,0.5
220.16,33.92,-1.8991e-06,0.1,1,0.5
220.16,33.92,-1.2533e-06,0.1,1,0.5
220.16,33.92,-1.046e-06,0.1,1,0.5
220.16,33.92,-1.2849e-06,0.1,1,0.5
220.16,33.92,-1.6954e-06,0.1,1,0.5
220.16,33.92,-9.8993e-07,0.1,1,0.5
220.16,33.92,-7.9846e-07,0.1,1,0.5
220.16,33.92,-1.238e-06,0.1,1,0.5
220.16,33.92,-9.1062e-07,0.1,1,0.5
220.16,33.92,-1.1448e-06,0.1,1,0.5
220.16,33.92,-1.2058e-06,0.1,1,0.5
220.16,33.92,-1.2481e-06,0.1,1,0.5
220.16,33.92,-9.2681e-07,0.1,1,0.5
220.16,33.92,-1.0669e-06,0.1,1,0.5
220.16,33.92,-2.1403e-06,0.1,1,0.5
220.16,33.92,-1.2593e-06,0.1,1,0.5
220.16,33.92,-1.6273e-06,0.1,1,0.5
220.16,33.92,-1.2678e-06,0.1,1,0.5
220.16,33.92,-1.4883e-06,0.1,1,0.5
220.16,33.92,-1.6959e-06,0.1,1,0.5
220.16,33.92,-1.4581e-06,0.1,1,0.5
220.16,33.92,-1.6813e-06,0.1,1,0.5
220.16,33.92,-1.4271e-06,0.1,1,0.5
220.16,33.92,-1.2758e-06,0.1,1,0.5
220.16,33.92,-1.2762e-06,0.1,1,0.5
220.16,33.92,-1.3866e-06,0.1,1,0.5
220.16,33.92,-1.8308e-06,0.1,1,0.5
220.16,33.92,-1.8108e-06,0.1,1,0.5
220.16,33.92,-1.5311e-06,0.1,1,0.5
220.16,33.92,-1.7418e-06,0.1,1,0.5
220.16,33.92,-8.7395e-07,0.1,1,0.5
220.16,33.92,-1.0833e-06,0.1,1,0.5
220.16,33.92,-1.1744e-06,0.1,1,0.5
220.16,33.92,-1.2262e-06,0.1,1,0.5
220.16,33.92,-7.1187e-07,0.1,1,0.5
220.16,33.92,-1.6555e-06,0.1,1,0.5
220.16,33.92,-1.1514e-06,0.1,1,0.5
220.16,33.92,-1.1608e-06,0.1,1,0.5
220.16,33.92,-9.5893e-07,0.1,1,0.5
220.16,33.92,-4.7977e-07,0.1,1,0.5
220.16,33.92,-1.8594e-06,0.1,1,0.5
220.16,33.92,-1.5196e-06,0.1,1,0.5
220.16,33.92,-8.9419e-07,0.1,1,0.5
220.16,33.92,-1.4515e-06,0.1,1,0.5
220.16,33.92,-1.5126e-06,0.1,1,0.5
220.16,33.92,-1.1939e-06,0.1,1,0.5
220.16,33.92,-1.2664e-06,0.1,1,0.5
220.16,33.92,-1.5191e-06,0.1,1,0.5
220.16,33.92,-9.7795e-07,0.1,1,0.5
220.16,33.92,-2.1027e-06,0.1,1,0.5
220.16,33.92,-7.2967e-07,0.1,1,0.5
220.16,33.92,-1.7864e-06,0.1,1,0.5
220.16,33.92,-2.0568e-06,0.1,1,0.5
220.16,33.92,-1.8404e-06,0.1,1,0.5
220.16,33.92,-1.3767e-06,0.1,1,0.5
220.16,33.92,-1.62e-06,0.1,1,0.5
220.16,33.92,-1.3788e-06,0.1,1,0.5
220.16,33.92,-1.4917e-06,0.1,1,0.5
220.16,33.92,-1.0418e-06,0.1,1,0.5
220.16,33.92,-1.9019e-06,0.1,1,0.5
220.16,33.92,-1.807e-06,0.1,1,0.5
220.16,33.92,-1.2427e-06,0.1,1,0.5
220.16,33.92,-1.6015e-06,0.1,1,0.5
220.16,33.92,-1.6088e-06,0.1,1,0.5
220.16,33.92,-1.5144e-06,0.1,1,0.5
220.16,33.92,-1.244e-06,0.1,1,0.5
220.16,33.92,-1.0685e-06,0.1,1,0.5
220.16,33.92,-6.6722e-08,0.1,1,0.5
220.16,33.92,-2.6827e-06,0.1,1,0.5
220.16,33.92,-2.0183e-06,0.1,1,0.5
220.16,33.92,-2.0098e-06,0.1,1,0.5
220.16,33.92,-1.8664e-06,0.1,1,0.5
220.16,33.92,-1.5083e-06,0.1,1,0.5
220.16,33.92,-1.4985e-06,0.1,1,0.5
220.16,33.92,-1.4539e-06,0.1,1,0.5
220.16,33.92,-1.6717e-06,0.1,1,0.5
220.16,33.92,-1.6275e-06,0.1,1,0.5
220.16,33.92,-7.8106e-07,0.1,1,0.5
220.16,33.92,-1.705e-06,0.1,1,0.5
220.16,33.92,-1.6169e-06,0.1,1,0.5
220.16,33.92,-1.1566e-06,0.1,1,0.5
220.16,33.92,-1.5536e-06,0.1,1,0.5
220.16,33.92,-8.4232e-07,0.1,1,0.5
220.16,33.92,-2.1689e-06,0.1,1,0.5
220.16,33.92,-1.2596e-06,0.1,1,0.5
220.16,33.92,-8.6344e-07,0.1,1,0.5
220.16,33.92,-1.7188e-06,0.1,1,0.5
220.16,33.92,-1.0794e-06,0.1,1,0.5
220.16,33.92,-1.0195e-06,0.1,1,0.5
220.16,33.92,-1.5358e-06,0.1,1,0.5
220.16,33.92,-1.5848e-06,0.1,1,0.5
220.16,33.92,-1.4536e-06,0.1,1,0.5
220.16,33.92,-2.1546e-06,0.1,1,0.5
220.16,33.92,-1.2758e-06,0.1,1,0.5
220.16,33.92,-1.6993e-06,0.1,1,0.5
220.16,33.92,-1.7376e-06,0.1,1,0.5
220.16,33.92,-1.5785e-06,0.1,1,0.5
220.16,33.92,-1.8036e-06,0.1,1,0.5
220.16,33.92,-2.0054e-06,0.1,1,0.5
220.16,33.92,-1.0875e-06,0.1,1,0.5
220.16,33.92,-2.1298e-06,0.1,1,0.5
220.16,33.92,-1.6059e-06,0.1,1,0.5
220.16,33.92,-1.8852e-06,0.1,1,0.5
220.16,33.92,-1.2915e-06,0.1,1,0.5
220.16,33.92,-1.1183e-06,0.1,1,0.5
220.16,33.92,-1.8443e-06,0.1,1,0.5
220.16,33.92,-1.8923e-06,0.1,1,0.5
220.16,33.92,-1.7198e-06,0.1,1,0.5
220.16,33.92,-1.9385e-06,0.1,1,0.5
220.16,33.92,-2.0021e-06,0.1,1,0.5
220.16,33.92,-1.8819e-06,0.1,1,0.5
220.16,33.92,-1.7402e-06,0.1,1,0.5
220.16,33.92,-2.0187e-06,0.1,1,0.5
220.16,33.92,-1.2966e-06,0.1,1,0.5
220.16,33.92,-1.426e-06,0.1,1,0.5
220.16,33.92,-1.2966e-06,0.1,1,0.5
220.16,33.92,-1.9903e-06,0.1,1,0.5
220.16,33.92,-1.6419e-06,0.1,1,0.5
220.16,33.92,-1.6212e-06,0.1,1,0.5
220.16,33.92,-1.4987e-06,0.1,1,0.5
220.16,33.92,-1.6335e-06,0.1,1,0.5
220.16,33.92,-1.5107e-06,0.1,1,0.5
220.16,33.92,-8.9297e-07,0.1,1,0.5
220.16,33.92,-1.766e-06,0.1,1,0.5
220.16,33.92,-1.3173e-06,0.1,1,0.5
220.16,33.92,-1.5147e-06,0.1,1,0.5
220.16,33.92,-1.3769e-06,0.1,1,0.5
220.16,33.92,-1.9744e-06,0.1,1,0.5
220.16,33.92,-1.6745e-06,0.1,1,0.5
220.16,33.92,-1.7019e-06,0.1,1,0.5
220.16,33.92,-1.8463e-06,0.1,1,0.5
220.16,33.92,-2.0959e-06,0.1,1,0.5
220.16,33.92,-2.0183e-06,0.1,1,0.5
220.16,33.92,-1.6315e-06,0.1,1,0.5
220.16,33.92,-1.7484e-06,0.1,1,0.5
220.16,33.92,-1.6172e-06,0.1,1,0.5
220.16,33.92,-1.353e-06,0.1,1,0.5
220.16,33.92,-2.1239e-06,0.1,1,0.5
220.16,33.92,-1.6395e-06,0.1,1,0.5
220.16,33.92,-1.5374e-06,0.1,1,0.5
220.16,33.92,-1.6407e-06,0.1,1,0.5
220.16,33.92,-1.4022e-06,0.1,1,0.5
220.16,33.92,-1.1587e-06,0.1,1,0.5
220.16,33.92,-1.1591e-06,0.1,1,0.5
220.16,33.92,-1.0528e-06,0.1,1,0.5
220.16,33.92,-1.1793e-06,0.1,1,0.5
220.16,33.92,-1.5562e-06,0.1,1,0.5
220.16,33.92,-2.8444e-06,0.1,1,0.5
220.16,33.92,-2.1307e-06,0.1,1,0.5
220.16,33.92,-1.4069e-06,0.1,1,0.5
220.16,33.92,-2.2872e-06,0.1,1,0.5
220.16,33.92,-1.3464e-06,0.1,1,0.5
220.16,33.92,-1.8584e-06,0.1,1,0.5
220.16,33.92,-1.0577e-06,0.1,1,0.5
220.16,33.92,-1.5438e-06,0.1,1,0.5
220.16,33.92,-1.9585e-06,0.1,1,0.5
220.16,33.92,-1.4442e-06,0.1,1,0.5
220.16,33.92,-1.7665e-06,0.1,1,0.5
220.16,33.92,-1.5011e-06,0.1,1,0.5
220.16,33.92,-1.0669e-06,0.1,1,0.5
220.16,33.92,-1.8151e-06,0.1,1,0.5
220.16,33.92,-1.2919e-06,0.1,1,0.5
220.16,33.92,-9.3619e-07,0.1,1,0.5
220.16,33.92,-2.0002e-06,0.1,1,0.5
220.16,33.92,-1.5558e-06,0.1,1,0.5
220.16,33.92,-1.1706e-06,0.1,1,0.5
220.16,33.92,-2.1429e-06,0.1,1,0.5
220.16,33.92,-1.8033e-06,0.1,1,0.5
220.16,33.92,-1.7256e-06,0.1,1,0.5
