Time(sec),TempRes(Ohm),SampVolt(V),heat_current(A),coil_current_order(A), sample_current_order(A)
150.39,46.61,3.5966e-05,0.167,0,0.2
150.45,46.61,-0.001272,0.167,0,0.30526
150.5,46.61,-0.0015475,0.167,0,0.41053
150.56,46.61,-0.0023842,0.167,0,0.51579
150.61,46.61,-0.0027337,0.167,0,0.62105
150.66,46.61,-0.0032232,0.167,0,0.72632
150.72,46.61,-0.0040618,0.167,0,0.83158
150.77,46.61,-0.004102,0.167,0,0.93684
150.83,46.61,-0.0049039,0.167,0,1.0421
150.88,46.61,-0.0057454,0.167,0,1.1474
151.16,46.61,-0.0082849,0.167,0,1.2526
151.2,46.61,-0.0091333,0.167,0,1.3579
151.25,46.61,-0.0095803,0.167,0,1.4632
151.31,46.61,-0.0099885,0.167,0,1.5684
151.36,46.61,-0.010842,0.167,0,1.6737
151.42,46.61,-0.01132,0.167,0,1.7789
151.47,46.61,-0.011705,0.167,0,1.8842
151.53,46.61,-0.012564,0.167,0,1.9895
151.77,46.61,-0.015182,0.167,0,2.0947
151.83,46.61,-0.016054,0.167,0,2.2
152.03,46.61,-0.01786,0.167,0,0.21
152.08,46.61,-0.017885,0.167,0,0.31526
152.14,46.61,-0.017911,0.167,0,0.42053
152.55,46.61,-0.0033872,0.167,0,0.52579
152.61,46.61,-0.0042448,0.167,0,0.63105
152.66,46.61,-0.0042449,0.167,0,0.73632
152.72,46.61,-0.005104,0.167,0,0.84158
152.77,46.61,-0.0059133,0.167,0,0.94684
152.81,46.61,-0.0059628,0.167,0,1.0521
152.88,46.61,-0.0068232,0.167,0,1.1574
152.92,46.61,-0.0072854,0.167,0,1.2626
152.98,46.61,-0.0076857,0.167,0,1.3679
153.03,46.61,-0.0085472,0.167,0,1.4732
153.28,46.61,-0.01115,0.167,0,1.5784
153.34,46.61,-0.012018,0.167,0,1.6837
153.39,46.61,-0.012423,0.167,0,1.7889
153.45,46.61,-0.012898,0.167,0,1.8942
153.5,46.61,-0.013771,0.167,0,1.9995
153.55,46.61,-0.014219,0.167,0,2.1047
153.61,46.61,-0.01466,0.167,0,2.21
153.81,46.61,-0.017331,0.167,0,0.22
153.88,46.61,-0.018221,0.167,0,0.32526
153.92,46.61,-0.018247,0.167,0,0.43053
154.45,46.61,-0.0035259,0.167,0,0.53579
154.52,46.61,-0.0043937,0.167,0,0.64105
154.56,46.61,-0.0043954,0.167,0,0.74632
154.61,46.61,-0.0052664,0.167,0,0.85158
154.67,46.61,-0.0058853,0.167,0,0.95684
154.72,46.61,-0.0061387,0.167,0,1.0621
154.78,46.61,-0.0070109,0.167,0,1.1674
154.83,46.61,-0.0076839,0.167,0,1.2726
154.88,46.61,-0.0078837,0.167,0,1.3779
154.94,46.61,-0.0087575,0.167,0,1.4832
155.19,46.61,-0.011391,0.167,0,1.5884
155.23,46.61,-0.01227,0.167,0,1.6937
155.3,46.61,-0.012847,0.167,0,1.7989
155.34,46.61,-0.013158,0.167,0,1.9042
155.41,46.61,-0.014044,0.167,0,2.0095
155.45,46.61,-0.014682,0.167,0,2.1147
155.52,46.61,-0.014941,0.167,0,2.22
155.72,46.61,-0.017638,0.167,0,0.23
155.77,46.61,-0.018453,0.167,0,0.33526
155.83,46.61,-0.018561,0.167,0,0.44053
156.36,46.61,-0.0036548,0.167,0,0.54579
156.41,46.61,-0.0045354,0.167,0,0.65105
156.47,46.61,-0.0045382,0.167,0,0.75632
156.52,46.61,-0.0054169,0.167,0,0.86158
156.58,46.61,-0.0062125,0.167,0,0.96684
156.63,46.61,-0.0062979,0.167,0,1.0721
156.67,46.61,-0.0071787,0.167,0,1.1774
156.73,46.61,-0.0075728,0.167,0,1.2826
156.78,46.61,-0.0080615,0.167,0,1.3879
156.84,46.61,-0.0089447,0.167,0,1.4932
157.09,46.61,-0.011604,0.167,0,1.5984
157.14,46.61,-0.012491,0.167,0,1.7037
157.2,46.61,-0.012685,0.167,0,1.8089
157.25,46.61,-0.013387,0.167,0,1.9142
157.3,46.61,-0.014279,0.167,0,2.0195
157.36,46.61,-0.014874,0.167,0,2.1247
157.41,46.61,-0.015183,0.167,0,2.23
157.61,46.61,-0.0179,0.167,0,0.24
157.67,46.61,-0.018353,0.167,0,0.34526
157.72,46.61,-0.018829,0.167,0,0.45053
158.27,46.61,-0.0037759,0.167,0,0.55579
158.31,46.61,-0.0046642,0.167,0,0.66105
158.36,46.61,-0.0046641,0.167,0,0.76632
158.42,46.61,-0.0055543,0.167,0,0.87158
158.47,46.61,-0.006303,0.167,0,0.97684
158.53,46.61,-0.0064421,0.167,0,1.0821
158.58,46.61,-0.0073316,0.167,0,1.1874
158.64,46.61,-0.0077237,0.167,0,1.2926
158.69,46.61,-0.0082224,0.167,0,1.3979
158.73,46.61,-0.0091136,0.167,0,1.5032
158.98,46.61,-0.011795,0.167,0,1.6084
159.05,46.61,-0.01269,0.167,0,1.7137
159.09,46.61,-0.012896,0.167,0,1.8189
159.16,46.61,-0.013591,0.167,0,1.9242
159.2,46.61,-0.014491,0.167,0,2.0295
159.27,46.61,-0.01514,0.167,0,2.1347
159.31,46.61,-0.015403,0.167,0,2.24
159.52,46.61,-0.01814,0.167,0,0.25
159.56,46.61,-0.018737,0.167,0,0.35526
159.63,46.61,-0.019074,0.167,0,0.46053
160.16,46.61,-0.0038935,0.167,0,0.56579
160.22,46.61,-0.00479,0.167,0,0.67105
160.27,46.61,-0.0047891,0.167,0,0.77632
160.33,46.61,-0.0056853,0.167,0,0.88158
160.38,46.61,-0.0065748,0.167,0,0.98684
160.44,46.61,-0.006581,0.167,0,1.0921
160.48,46.61,-0.0074769,0.167,0,1.1974
160.53,46.61,-0.0080312,0.167,0,1.3026
160.59,46.61,-0.0083733,0.167,0,1.4079
160.64,46.61,-0.0092709,0.167,0,1.5132
160.89,46.61,-0.01197,0.167,0,1.6184
160.95,46.61,-0.012871,0.167,0,1.7237
161,46.61,-0.013232,0.167,0,1.8289
161.06,46.61,-0.013778,0.167,0,1.9342
161.11,46.61,-0.014684,0.167,0,2.0395
161.16,46.61,-0.015089,0.167,0,2.1447
161.22,46.61,-0.0156,0.167,0,2.25
161.42,46.61,-0.018356,0.167,0,0.26
161.47,46.61,-0.018868,0.167,0,0.36526
161.53,46.61,-0.019294,0.167,0,0.47053
162.06,46.61,-0.0040058,0.167,0,0.57579
162.11,46.61,-0.0049065,0.167,0,0.68105
162.17,46.61,-0.0049074,0.167,0,0.78632
162.22,46.61,-0.0058104,0.167,0,0.89158
162.28,46.61,-0.0064556,0.167,0,0.99684
162.33,46.61,-0.0067102,0.167,0,1.1021
162.39,46.61,-0.0076127,0.167,0,1.2074
162.44,46.61,-0.0083068,0.167,0,1.3126
162.48,46.61,-0.0085147,0.167,0,1.4179
162.55,46.61,-0.0094191,0.167,0,1.5232
162.8,46.61,-0.012135,0.167,0,1.6284
162.84,46.61,-0.013043,0.167,0,1.7337
162.91,46.61,-0.013633,0.167,0,1.8389
162.95,46.61,-0.013955,0.167,0,1.9442
163.02,46.61,-0.014866,0.167,0,2.0495
163.06,46.61,-0.015484,0.167,0,2.1547
163.13,46.61,-0.015788,0.167,0,2.26
163.33,46.61,-0.018561,0.167,0,0.27
163.39,46.61,-0.019486,0.167,0,0.37526
163.44,46.61,-0.019506,0.167,0,0.48053
163.97,46.61,-0.004119,0.167,0,0.58579
164.02,46.61,-0.0050258,0.167,0,0.69105
164.08,46.61,-0.0050711,0.167,0,0.79632
164.13,46.61,-0.0059335,0.167,0,0.90158
164.19,46.61,-0.0067352,0.167,0,1.0068
164.27,46.61,-0.007658,0.167,0,1.1121
164.31,46.61,-0.0077468,0.167,0,1.2174
164.38,46.61,-0.0086541,0.167,0,1.3226
164.42,46.61,-0.0095506,0.167,0,1.4279
164.48,46.61,-0.0095619,0.167,0,1.5332
164.53,46.61,-0.01047,0.167,0,1.6384
164.58,46.61,-0.011375,0.167,0,1.7437
164.84,46.61,-0.014121,0.167,0,1.8489
164.91,46.61,-0.015038,0.167,0,1.9542
164.95,46.61,-0.015431,0.167,0,2.0595
165.02,46.61,-0.015964,0.167,0,2.1647
165.06,46.61,-0.016886,0.167,0,2.27
165.27,46.61,-0.018966,0.167,0,0.28
165.33,46.61,-0.019694,0.167,0,0.38526
165.38,46.61,-0.019712,0.167,0,0.49053
165.86,46.61,-0.0042293,0.167,0,0.59579
165.92,46.61,-0.0051398,0.167,0,0.70105
165.97,46.61,-0.0051397,0.167,0,0.80632
166.02,46.61,-0.0060538,0.167,0,0.91158
166.08,46.61,-0.0067156,0.167,0,1.0168
166.13,46.61,-0.0069658,0.167,0,1.1221
166.19,46.61,-0.0078781,0.167,0,1.2274
166.23,46.61,-0.0085813,0.167,0,1.3326
166.3,46.61,-0.0087895,0.167,0,1.4379
166.34,46.61,-0.0097033,0.167,0,1.5432
166.59,46.61,-0.012448,0.167,0,1.6484
166.64,46.61,-0.013365,0.167,0,1.7537
166.7,46.61,-0.013623,0.167,0,1.8589
166.75,46.61,-0.014287,0.167,0,1.9642
166.8,46.61,-0.015207,0.167,0,2.0695
166.86,46.61,-0.015514,0.167,0,2.1747
166.91,46.61,-0.016138,0.167,0,2.28
167.11,46.61,-0.018933,0.167,0,0.29
167.16,46.61,-0.019378,0.167,0,0.39526
167.22,46.61,-0.019885,0.167,0,0.50053
167.77,46.61,-0.0043406,0.167,0,0.60579
167.81,46.61,-0.0052545,0.167,0,0.71105
167.88,46.61,-0.0052561,0.167,0,0.81632
167.92,46.61,-0.0061745,0.167,0,0.92158
167.97,46.61,-0.0070885,0.167,0,1.0268
168.03,46.61,-0.0070895,0.167,0,1.1321
168.08,46.61,-0.0080066,0.167,0,1.2374
168.14,46.61,-0.008665,0.167,0,1.3426
168.19,46.61,-0.0089225,0.167,0,1.4479
168.25,46.61,-0.0098401,0.167,0,1.5532
168.48,46.61,-0.012599,0.167,0,1.6584
168.55,46.61,-0.01352,0.167,0,1.7637
168.59,46.61,-0.013711,0.167,0,1.8689
168.64,46.61,-0.014445,0.167,0,1.9742
168.7,46.61,-0.01537,0.167,0,2.0795
168.75,46.61,-0.015985,0.167,0,2.1847
168.81,46.61,-0.016306,0.167,0,2.29
169.39,46.69,-0.020184,0.167,0.16667,0.2
169.44,46.69,-0.020136,0.167,0.16667,0.30526
169.5,46.69,-0.0017359,0.167,0.16667,0.41053
169.55,46.69,-0.002657,0.167,0.16667,0.51579
169.61,46.69,-0.0026699,0.167,0.16667,0.62105
169.66,46.69,-0.0035801,0.167,0.16667,0.72632
169.72,46.69,-0.0044134,0.167,0.16667,0.83158
169.77,46.69,-0.0045024,0.167,0.16667,0.93684
169.81,46.69,-0.0054267,0.167,0.16667,1.0421
170.08,46.69,-0.0081911,0.167,0.16667,1.1474
170.14,46.69,-0.009114,0.167,0.16667,1.2526
170.19,46.69,-0.0093655,0.167,0.16667,1.3579
170.23,46.69,-0.010035,0.167,0.16667,1.4632
170.3,46.69,-0.010959,0.167,0.16667,1.5684
170.34,46.69,-0.011623,0.167,0.16667,1.6737
170.41,46.69,-0.011883,0.167,0.16667,1.7789
170.45,46.69,-0.012808,0.167,0.16667,1.8842
170.7,46.69,-0.015597,0.167,0.16667,1.9895
170.75,46.69,-0.01653,0.167,0.16667,2.0947
170.81,46.69,-0.016869,0.167,0.16667,2.2
171.02,46.69,-0.019365,0.167,0.16667,0.21
171.06,46.69,-0.019379,0.167,0.16667,0.31526
171.13,46.69,-0.019392,0.167,0.16667,0.42053
171.56,46.69,-0.0036784,0.167,0.16667,0.52579
171.61,46.69,-0.004604,0.167,0.16667,0.63105
171.67,46.69,-0.0046029,0.167,0.16667,0.73632
171.72,46.69,-0.00553,0.167,0.16667,0.84158
171.77,46.69,-0.0063363,0.167,0.16667,0.94684
171.83,46.69,-0.0064526,0.167,0.16667,1.0521
171.88,46.69,-0.0073782,0.167,0.16667,1.1574
171.94,46.69,-0.0078046,0.167,0.16667,1.2626
171.98,46.69,-0.0083012,0.167,0.16667,1.3679
172.05,46.69,-0.0092261,0.167,0.16667,1.4732
172.3,46.69,-0.012003,0.167,0.16667,1.5784
172.34,46.69,-0.01293,0.167,0.16667,1.6837
172.41,46.69,-0.013241,0.167,0.16667,1.7889
172.45,46.69,-0.013861,0.167,0.16667,1.8942
172.5,46.69,-0.014791,0.167,0.16667,1.9995
172.56,46.69,-0.015553,0.167,0.16667,2.1047
172.61,46.69,-0.015729,0.167,0.16667,2.21
172.81,46.69,-0.018548,0.167,0.16667,0.22
172.88,46.69,-0.019276,0.167,0.16667,0.32526
172.92,46.69,-0.019506,0.167,0.16667,0.43053
173.45,46.69,-0.0037758,0.167,0.16667,0.53579
173.52,46.69,-0.004706,0.167,0.16667,0.64105
173.56,46.69,-0.004704,0.167,0.16667,0.74632
173.63,46.69,-0.005633,0.167,0.16667,0.85158
173.67,46.69,-0.0065476,0.167,0.16667,0.95684
173.73,46.69,-0.0065597,0.167,0.16667,1.0621
173.78,46.69,-0.0074864,0.167,0.16667,1.1674
173.83,46.69,-0.0080538,0.167,0.16667,1.2726
173.89,46.69,-0.0084131,0.167,0.16667,1.3779
173.94,46.69,-0.0093393,0.167,0.16667,1.4832
174.19,46.69,-0.012125,0.167,0.16667,1.5884
174.25,46.69,-0.013055,0.167,0.16667,1.6937
174.3,46.69,-0.013439,0.167,0.16667,1.7989
174.36,46.69,-0.013989,0.167,0.16667,1.9042
174.41,46.69,-0.014922,0.167,0.16667,2.0095
174.45,46.69,-0.015337,0.167,0.16667,2.1147
174.52,46.69,-0.015864,0.167,0.16667,2.22
174.72,46.69,-0.018693,0.167,0.16667,0.23
174.77,46.69,-0.019601,0.167,0.16667,0.33526
174.83,46.69,-0.019653,0.167,0.16667,0.44053
175.36,46.69,-0.0038766,0.167,0.16667,0.54579
175.42,46.69,-0.0048033,0.167,0.16667,0.65105
175.47,46.69,-0.0048074,0.167,0.16667,0.75632
175.53,46.69,-0.0057391,0.167,0.16667,0.86158
175.58,46.69,-0.0064897,0.167,0.16667,0.96684
175.63,46.69,-0.0066681,0.167,0.16667,1.0721
175.69,46.69,-0.0075979,0.167,0.16667,1.1774
175.73,46.69,-0.0083927,0.167,0.16667,1.2826
175.8,46.69,-0.0085268,0.167,0.16667,1.3879
175.84,46.69,-0.0094562,0.167,0.16667,1.4932
176.09,46.69,-0.012251,0.167,0.16667,1.5984
176.16,46.69,-0.013182,0.167,0.16667,1.7037
176.2,46.69,-0.013909,0.167,0.16667,1.8089
176.27,46.69,-0.014119,0.167,0.16667,1.9142
176.31,46.69,-0.015055,0.167,0.16667,2.0195
176.36,46.69,-0.015845,0.167,0.16667,2.1247
176.42,46.69,-0.015998,0.167,0.16667,2.23
176.63,46.69,-0.018836,0.167,0.16667,0.24
176.67,46.69,-0.019712,0.167,0.16667,0.34526
176.73,46.69,-0.019801,0.167,0.16667,0.45053
177.27,46.69,-0.0039784,0.167,0.16667,0.55579
177.33,46.69,-0.0049113,0.167,0.16667,0.66105
177.38,46.69,-0.0049098,0.167,0.16667,0.76632
177.42,46.69,-0.0058443,0.167,0.16667,0.87158
177.48,46.69,-0.0067687,0.167,0.16667,0.97684
177.55,46.69,-0.0067763,0.167,0.16667,1.0821
177.59,46.69,-0.0077086,0.167,0.16667,1.1874
177.64,46.69,-0.0085569,0.167,0.16667,1.2926
177.7,46.69,-0.0086401,0.167,0.16667,1.3979
177.75,46.69,-0.009573,0.167,0.16667,1.5032
178,46.69,-0.012376,0.167,0.16667,1.6084
178.05,46.69,-0.013312,0.167,0.16667,1.7137
178.11,46.69,-0.01374,0.167,0.16667,1.8189
178.16,46.69,-0.014251,0.167,0.16667,1.9242
178.22,46.69,-0.015189,0.167,0.16667,2.0295
178.27,46.69,-0.015666,0.167,0.16667,2.1347
178.33,46.69,-0.016136,0.167,0.16667,2.24
178.53,46.69,-0.018983,0.167,0.16667,0.25
178.58,46.69,-0.019825,0.167,0.16667,0.35526
178.64,46.69,-0.01995,0.167,0.16667,0.46053
179.17,46.69,-0.00408,0.167,0.16667,0.56579
179.22,46.69,-0.0050166,0.167,0.16667,0.67105
179.28,46.69,-0.0050434,0.167,0.16667,0.77632
179.33,46.69,-0.005953,0.167,0.16667,0.88158
179.39,46.69,-0.0068029,0.167,0.16667,0.98684
179.44,46.69,-0.0068867,0.167,0.16667,1.0921
179.5,46.69,-0.0078234,0.167,0.16667,1.1974
179.55,46.69,-0.0083074,0.167,0.16667,1.3026
179.59,46.69,-0.0087554,0.167,0.16667,1.4079
179.66,46.69,-0.0096922,0.167,0.16667,1.5132
179.91,46.69,-0.012502,0.167,0.16667,1.6184
179.95,46.69,-0.01344,0.167,0.16667,1.7237
180.02,46.69,-0.013731,0.167,0.16667,1.8289
180.06,46.69,-0.014383,0.167,0.16667,1.9342
180.13,46.69,-0.015325,0.167,0.16667,2.0395
180.17,46.69,-0.016205,0.167,0.16667,2.1447
180.23,46.69,-0.016274,0.167,0.16667,2.25
180.44,46.69,-0.019131,0.167,0.16667,0.26
180.48,46.69,-0.020084,0.167,0.16667,0.36526
180.55,46.69,-0.020099,0.167,0.16667,0.47053
181.08,46.69,-0.0041803,0.167,0.16667,0.57579
181.13,46.69,-0.0051175,0.167,0.16667,0.68105
181.19,46.69,-0.0051189,0.167,0.16667,0.78632
181.23,46.69,-0.006058,0.167,0.16667,0.89158
181.28,46.69,-0.0069951,0.167,0.16667,0.99684
181.34,46.69,-0.0069958,0.167,0.16667,1.1021
181.39,46.69,-0.0079331,0.167,0.16667,1.2074
181.45,46.69,-0.0086596,0.167,0.16667,1.3126
181.5,46.69,-0.0088706,0.167,0.16667,1.4179
181.56,46.69,-0.0098114,0.167,0.16667,1.5232
181.81,46.69,-0.01263,0.167,0.16667,1.6284
181.86,46.69,-0.013571,0.167,0.16667,1.7337
181.91,46.69,-0.014062,0.167,0.16667,1.8389
181.97,46.69,-0.014516,0.167,0.16667,1.9442
182.02,46.69,-0.01546,0.167,0.16667,2.0495
182.08,46.69,-0.015964,0.167,0.16667,2.1547
182.13,46.69,-0.016412,0.167,0.16667,2.26
182.33,46.69,-0.019275,0.167,0.16667,0.27
182.39,46.69,-0.019742,0.167,0.16667,0.37526
182.44,46.69,-0.020247,0.167,0.16667,0.48053
182.97,46.69,-0.004283,0.167,0.16667,0.58579
183.03,46.69,-0.0052226,0.167,0.16667,0.69105
183.08,46.69,-0.0052238,0.167,0.16667,0.79632
183.14,46.69,-0.0061665,0.167,0.16667,0.90158
183.19,46.69,-0.0071049,0.167,0.16667,1.0068
183.25,46.69,-0.0071058,0.167,0.16667,1.1121
183.3,46.69,-0.0080478,0.167,0.16667,1.2174
183.34,46.69,-0.0087528,0.167,0.16667,1.3226
183.41,46.69,-0.0089869,0.167,0.16667,1.4279
183.45,46.69,-0.0099283,0.167,0.16667,1.5332
183.7,46.69,-0.012755,0.167,0.16667,1.6384
183.75,46.69,-0.013699,0.167,0.16667,1.7437
183.81,46.69,-0.013952,0.167,0.16667,1.8489
183.86,46.69,-0.014645,0.167,0.16667,1.9542
183.92,46.69,-0.015593,0.167,0.16667,2.0595
183.97,46.69,-0.016273,0.167,0.16667,2.1647
184.03,46.69,-0.016548,0.167,0.16667,2.27
184.23,46.69,-0.019421,0.167,0.16667,0.28
184.3,46.69,-0.020378,0.167,0.16667,0.38526
184.34,46.69,-0.020395,0.167,0.16667,0.49053
184.88,46.69,-0.0043851,0.167,0.16667,0.59579
184.92,46.69,-0.0053303,0.167,0.16667,0.70105
184.98,46.69,-0.0053281,0.167,0.16667,0.80632
185.03,46.69,-0.0062741,0.167,0.16667,0.91158
185.08,46.69,-0.0071658,0.167,0.16667,1.0168
185.14,46.69,-0.0072178,0.167,0.16667,1.1221
185.19,46.69,-0.0081617,0.167,0.16667,1.2274
185.25,46.69,-0.0086637,0.167,0.16667,1.3326
185.3,46.69,-0.0091036,0.167,0.16667,1.4379
185.36,46.69,-0.010048,0.167,0.16667,1.5432
185.59,46.69,-0.012883,0.167,0.16667,1.6484
185.66,46.69,-0.013829,0.167,0.16667,1.7537
185.7,46.69,-0.014448,0.167,0.16667,1.8589
185.77,46.69,-0.01478,0.167,0.16667,1.9642
185.81,46.69,-0.01573,0.167,0.16667,2.0695
185.88,46.69,-0.016349,0.167,0.16667,2.1747
185.92,46.69,-0.016687,0.167,0.16667,2.28
186.13,46.69,-0.019566,0.167,0.16667,0.29
186.17,46.69,-0.020154,0.167,0.16667,0.39526
186.23,46.69,-0.020544,0.167,0.16667,0.50053
186.77,46.69,-0.004489,0.167,0.16667,0.60579
186.83,46.69,-0.0054364,0.167,0.16667,0.71105
186.88,46.69,-0.0054349,0.167,0.16667,0.81632
186.94,46.69,-0.0063834,0.167,0.16667,0.92158
186.98,46.69,-0.0073142,0.167,0.16667,1.0268
187.05,46.69,-0.0073288,0.167,0.16667,1.1321
187.09,46.69,-0.0082747,0.167,0.16667,1.2374
187.14,46.69,-0.0092113,0.167,0.16667,1.3426
187.2,46.69,-0.0092199,0.167,0.16667,1.4479
