Time(sec),TempRes(Ohm),SampVolt(V),heat_current(A),coil_current_order(A), sample_current_order(A)
210.47,41.74,1.0754e-05,0.142,0.8,0.2
210.52,41.74,9.8337e-06,0.142,0.8,0.30526
210.58,41.74,-0.00027567,0.142,0.8,0.41053
210.63,41.74,-0.00045053,0.142,0.8,0.51579
210.69,41.74,-0.00045092,0.142,0.8,0.62105
210.73,41.74,-0.00063402,0.142,0.8,0.72632
210.78,41.74,-0.00078551,0.142,0.8,0.83158
210.84,41.74,-0.00082393,0.142,0.8,0.93684
210.89,41.74,-0.0010205,0.142,0.8,1.0421
211.16,41.74,-0.0016411,0.142,0.8,1.1474
211.22,41.74,-0.0018551,0.142,0.8,1.2526
211.27,41.74,-0.0019736,0.142,0.8,1.3579
211.33,41.74,-0.0020736,0.142,0.8,1.4632
211.38,41.74,-0.0022955,0.142,0.8,1.5684
211.42,41.74,-0.0024115,0.142,0.8,1.6737
211.48,41.74,-0.0025202,0.142,0.8,1.7789
211.53,41.74,-0.0027478,0.142,0.8,1.8842
211.78,41.74,-0.0034501,0.142,0.8,1.9895
211.84,41.74,-0.0036875,0.142,0.8,2.0947
211.89,41.74,-0.0038409,0.142,0.8,2.2
212.09,41.74,-0.0044242,0.142,0.8,0.21
212.16,41.74,-0.0044282,0.142,0.8,0.31526
212.2,41.74,-0.004433,0.142,0.8,0.42053
212.64,41.74,-0.00066856,0.142,0.8,0.52579
212.69,41.74,-0.0008625,0.142,0.8,0.63105
212.75,41.74,-0.0008631,0.142,0.8,0.73632
212.8,41.74,-0.0010622,0.142,0.8,0.84158
212.86,41.74,-0.0012671,0.142,0.8,0.94684
212.91,41.74,-0.0012685,0.142,0.8,1.0521
212.97,41.74,-0.0014768,0.142,0.8,1.1574
213.01,41.74,-0.0016537,0.142,0.8,1.2626
213.06,41.74,-0.0016916,0.142,0.8,1.3679
213.13,41.74,-0.0019077,0.142,0.8,1.4732
213.38,41.74,-0.0025808,0.142,0.8,1.5784
213.42,41.74,-0.0028104,0.142,0.8,1.6837
213.48,41.74,-0.0029183,0.142,0.8,1.7889
213.53,41.74,-0.0030436,0.142,0.8,1.8942
213.58,41.74,-0.0032788,0.142,0.8,1.9995
213.64,41.74,-0.0033991,0.142,0.8,2.1047
213.69,41.74,-0.0035187,0.142,0.8,2.21
213.89,41.74,-0.0042483,0.142,0.8,0.22
213.94,41.74,-0.0043345,0.142,0.8,0.32526
214,41.74,-0.0044995,0.142,0.8,0.43053
214.55,41.74,-0.00069801,0.142,0.8,0.53579
214.59,41.74,-0.0008948,0.142,0.8,0.64105
214.66,41.74,-0.0008951,0.142,0.8,0.74632
214.7,41.74,-0.0010978,0.142,0.8,0.85158
214.75,41.74,-0.0012733,0.142,0.8,0.95684
214.81,41.74,-0.0013061,0.142,0.8,1.0621
214.86,41.74,-0.0015174,0.142,0.8,1.1674
214.92,41.74,-0.0016085,0.142,0.8,1.2726
214.97,41.74,-0.0017342,0.142,0.8,1.3779
215.03,41.74,-0.0019541,0.142,0.8,1.4832
215.28,41.74,-0.0026326,0.142,0.8,1.5884
215.33,41.74,-0.0028641,0.142,0.8,1.6937
215.39,41.74,-0.0030149,0.142,0.8,1.7989
215.44,41.74,-0.0030997,0.142,0.8,1.9042
215.48,41.74,-0.0033372,0.142,0.8,2.0095
215.55,41.74,-0.0035294,0.142,0.8,2.1147
215.59,41.74,-0.003578,0.142,0.8,2.22
215.8,41.74,-0.0043127,0.142,0.8,0.23
215.84,41.74,-0.0044417,0.142,0.8,0.33526
215.91,41.74,-0.0045665,0.142,0.8,0.44053
216.44,41.74,-0.00072722,0.142,0.8,0.54579
216.5,41.74,-0.00092755,0.142,0.8,0.65105
216.55,41.74,-0.00092661,0.142,0.8,0.75632
216.61,41.74,-0.0011319,0.142,0.8,0.86158
216.66,41.74,-0.0013175,0.142,0.8,0.96684
216.7,41.74,-0.0013425,0.142,0.8,1.0721
216.76,41.74,-0.0015562,0.142,0.8,1.1774
216.81,41.74,-0.0016581,0.142,0.8,1.2826
216.88,41.74,-0.001775,0.142,0.8,1.3879
216.92,41.74,-0.0019961,0.142,0.8,1.4932
217.17,41.74,-0.0026803,0.142,0.8,1.5984
217.23,41.74,-0.0029135,0.142,0.8,1.7037
217.28,41.74,-0.003013,0.142,0.8,1.8089
217.34,41.74,-0.0031502,0.142,0.8,1.9142
217.39,41.74,-0.0033895,0.142,0.8,2.0195
217.45,41.74,-0.0035003,0.142,0.8,2.1247
217.5,41.74,-0.0036317,0.142,0.8,2.23
217.7,41.74,-0.0043722,0.142,0.8,0.24
217.75,41.74,-0.0046182,0.142,0.8,0.34526
217.81,41.74,-0.0046267,0.142,0.8,0.45053
218.34,41.74,-0.00075428,0.142,0.8,0.55579
218.41,41.74,-0.00095559,0.142,0.8,0.66105
218.45,41.74,-0.00095623,0.142,0.8,0.76632
218.5,41.74,-0.0011641,0.142,0.8,0.87158
218.56,41.74,-0.0013747,0.142,0.8,0.97684
218.61,41.74,-0.0013764,0.142,0.8,1.0821
218.67,41.74,-0.0015925,0.142,0.8,1.1874
218.72,41.74,-0.0017513,0.142,0.8,1.2926
218.78,41.74,-0.001812,0.142,0.8,1.3979
218.83,41.74,-0.0020361,0.142,0.8,1.5032
219.08,41.74,-0.0027254,0.142,0.8,1.6084
219.13,41.74,-0.0029609,0.142,0.8,1.7137
219.19,41.74,-0.0030806,0.142,0.8,1.8189
219.23,41.74,-0.0031998,0.142,0.8,1.9242
219.3,41.74,-0.0034387,0.142,0.8,2.0295
219.34,41.74,-0.0035717,0.142,0.8,2.1347
219.41,41.74,-0.0036826,0.142,0.8,2.24
219.61,41.74,-0.0044279,0.142,0.8,0.25
219.66,41.74,-0.0046505,0.142,0.8,0.35526
219.72,41.74,-0.0046841,0.142,0.8,0.46053
220.25,41.74,-0.00078136,0.142,0.8,0.56579
220.3,41.74,-0.00098514,0.142,0.8,0.67105
220.36,41.74,-0.00098549,0.142,0.8,0.77632
220.41,41.74,-0.0011955,0.142,0.8,0.88158
220.47,41.74,-0.0013867,0.142,0.8,0.98684
220.51,41.74,-0.0014092,0.142,0.8,1.0921
220.58,41.74,-0.0016267,0.142,0.8,1.1974
220.63,41.74,-0.0017372,0.142,0.8,1.3026
220.67,41.74,-0.0018487,0.142,0.8,1.4079
220.73,41.74,-0.002074,0.142,0.8,1.5132
220.98,41.74,-0.0027684,0.142,0.8,1.6184
221.03,41.74,-0.0030049,0.142,0.8,1.7237
221.09,41.74,-0.0030655,0.142,0.8,1.8289
221.14,41.74,-0.0032442,0.142,0.8,1.9342
221.2,41.74,-0.0034857,0.142,0.8,2.0395
221.25,41.74,-0.0036585,0.142,0.8,2.1447
221.3,41.74,-0.0037312,0.142,0.8,2.25
221.51,41.74,-0.0044806,0.142,0.8,0.26
221.56,41.74,-0.0047329,0.142,0.8,0.36526
221.63,41.74,-0.0047369,0.142,0.8,0.47053
222.16,41.74,-0.00080859,0.142,0.8,0.57579
222.2,41.74,-0.001015,0.142,0.8,0.68105
222.26,41.74,-0.001014,0.142,0.8,0.78632
222.31,41.74,-0.0012257,0.142,0.8,0.89158
