Time(sec),TempRes(Ohm),SampVolt(V),SampCurr(A),CoilCurr(A)
0.297,108.4,-1.4827e-05,0.03,0
2.11,108.4,-1.542e-05,0.03,0
2.891,108.4,-1.4559e-05,0.03,0
3.672,108.4,-1.4542e-05,0.03,0
4.453,108.4,-1.4646e-05,0.03,0
5.25,108.4,-1.4801e-05,0.03,0
6.125,108.4,-1.479e-05,0.03,0
6.907,108.4,-1.4457e-05,0.03,0
7.735,108.4,-1.4921e-05,0.03,0
8.532,108.4,-1.4234e-05,0.03,0
9.328,108.4,-1.4791e-05,0.03,0
10.188,108.4,-1.4815e-05,0.03,0
10.985,108.4,-1.4571e-05,0.03,0
11.782,108.4,-1.3969e-05,0.03,0
12.61,108.4,-1.5306e-05,0.03,0
13.391,108.4,-1.4631e-05,0.03,0
14.235,108.4,-1.4321e-05,0.03,0
15.016,108.4,-1.5329e-05,0.03,0
15.844,108.4,-1.49e-05,0.03,0
16.719,108.4,-1.5465e-05,0.03,0
17.516,108.4,-1.5516e-05,0.03,0
18.344,108.4,-1.5315e-05,0.03,0
19.172,108.4,-1.4934e-05,0.03,0
19.953,108.4,-1.4784e-05,0.03,0
20.75,108.4,-1.5153e-05,0.03,0
21.578,108.4,-1.4286e-05,0.03,0
22.375,108.4,-1.4813e-05,0.03,0
23.25,108.4,-1.4663e-05,0.03,0
24,108.4,-1.378e-05,0.03,0
24.828,108.4,-1.2835e-05,0.03,0
25.625,108.4,-1.4201e-05,0.03,0
26.453,108.4,-1.3153e-05,0.03,0
27.282,108.4,-1.3433e-05,0.03,0
28.11,108.4,-1.3201e-05,0.03,0
28.907,108.4,-1.2563e-05,0.03,0
29.766,108.4,-1.3185e-05,0.03,0
30.563,108.4,-1.3097e-05,0.03,0
31.391,108.4,-1.2803e-05,0.03,0
32.219,108.4,-1.2612e-05,0.03,0
33.094,108.4,-1.1695e-05,0.03,0
33.875,108.4,-1.2815e-05,0.03,0
34.719,108.4,-1.2261e-05,0.03,0
35.5,108.4,-1.2096e-05,0.03,0
36.297,108.4,-1.1768e-05,0.03,0
37.125,108.4,-1.1278e-05,0.03,0
37.953,108.4,-1.1306e-05,0.03,0
38.828,108.4,-1.1356e-05,0.03,0
39.61,108.3,-1.1251e-05,0.03,0
40.453,108.3,-1.0402e-05,0.03,0
41.235,108.3,-1.0364e-05,0.03,0
42.063,108.3,-9.9605e-06,0.03,0
42.891,108.3,-9.5904e-06,0.03,0
43.688,108.3,-1.0195e-05,0.03,0
44.407,108.2,-9.7256e-06,0.03,0
45.157,108.2,-1.0104e-05,0.03,0
45.953,108.2,-8.8939e-06,0.03,0
46.782,108.2,-9.5512e-06,0.03,0
47.563,108.2,-9.2177e-06,0.03,0
48.36,108.2,-8.8268e-06,0.03,0
49.188,108.2,-9.0615e-06,0.03,0
50.016,108.1,-7.9826e-06,0.03,0
50.813,108.1,-8.386e-06,0.03,0
51.641,108.1,-6.8829e-06,0.03,0
52.438,108.1,-7.2305e-06,0.03,0
53.297,108,-6.2857e-06,0.03,0
54.094,108,-6.4844e-06,0.03,0
54.891,108,-6.6307e-06,0.03,0
55.719,108,-5.5915e-06,0.03,0
56.5,107.9,-5.2885e-06,0.03,0
57.25,107.9,-5.4361e-06,0.03,0
58,107.9,-5.5706e-06,0.03,0
58.797,107.9,-5.2528e-06,0.03,0
59.625,107.8,-5.7013e-06,0.03,0
60.422,107.8,-4.5429e-06,0.03,0
61.25,107.8,-5.2076e-06,0.03,0
62.078,107.8,-5.266e-06,0.03,0
62.875,107.7,-4.7091e-06,0.03,0
63.657,107.7,-5.0736e-06,0.03,0
