Time(sec),TempRes(Ohm),SampVolt(V),SampCurr(A),CoilCurr(A)
77.156,88.32,-0.0088285,0.5,0
78.031,88.16,-0.0088181,0.5,0
78.828,87.98,-0.0088082,0.5,0
79.609,87.82,-0.0087986,0.5,0
80.438,87.65,-0.0087893,0.5,0
81.281,87.47,-0.0087797,0.5,0
82.063,87.31,-0.0087692,0.5,0
82.891,87.12,-0.0087591,0.5,0
83.688,86.95,-0.0087484,0.5,0
84.516,86.78,-0.0087376,0.5,0
85.313,86.61,-0.008728,0.5,0
86.141,86.43,-0.0087177,0.5,0
86.938,86.25,-0.0087068,0.5,0
87.766,86.09,-0.0086963,0.5,0
88.547,85.91,-0.008686,0.5,0
89.375,85.74,-0.0086751,0.5,0
90.172,85.56,-0.0086641,0.5,0
90.969,85.37,-0.0086538,0.5,0
91.797,85.19,-0.0086425,0.5,0
92.594,85.01,-0.0086318,0.5,0
93.375,84.85,-0.008621,0.5,0
94.203,84.66,-0.0086095,0.5,0
95.047,84.49,-0.0085993,0.5,0
95.828,84.31,-0.0085881,0.5,0
96.625,84.14,-0.0085759,0.5,0
97.453,83.96,-0.0085652,0.5,0
98.281,83.77,-0.0085536,0.5,0
99.078,83.61,-0.0085433,0.5,0
99.906,83.42,-0.0085314,0.5,0
100.7,83.25,-0.00852,0.5,0
101.53,83.07,-0.0085089,0.5,0
102.31,82.9,-0.0084969,0.5,0
103.11,82.71,-0.0084854,0.5,0
103.94,82.54,-0.0084744,0.5,0
104.77,82.36,-0.0084624,0.5,0
105.59,82.17,-0.0084521,0.5,0
106.39,82,-0.0084396,0.5,0
107.19,81.82,-0.0084282,0.5,0
108,81.64,-0.0084165,0.5,0
108.8,81.47,-0.0084045,0.5,0
109.59,81.28,-0.0083928,0.5,0
110.42,81.11,-0.0083811,0.5,0
111.25,80.93,-0.0083698,0.5,0
112.05,80.77,-0.0083579,0.5,0
112.88,80.58,-0.0083452,0.5,0
113.66,80.4,-0.0083337,0.5,0
114.5,80.23,-0.0083213,0.5,0
115.33,80.05,-0.0083095,0.5,0
116.08,79.88,-0.0082987,0.5,0
116.91,79.69,-0.0082874,0.5,0
117.73,79.53,-0.0082741,0.5,0
118.56,79.35,-0.0082623,0.5,0
119.36,79.18,-0.0082506,0.5,0
120.16,79.02,-0.0082388,0.5,0
120.98,78.81,-0.0082259,0.5,0
121.81,78.64,-0.0082149,0.5,0
122.59,78.46,-0.0082022,0.5,0
123.39,78.3,-0.0081902,0.5,0
124.22,78.12,-0.0081781,0.5,0
125.05,77.95,-0.0081668,0.5,0
125.88,77.78,-0.0081535,0.5,0
126.67,77.6,-0.0081419,0.5,0
127.47,77.44,-0.0081301,0.5,0
128.3,77.26,-0.0081181,0.5,0
129.13,77.08,-0.0081066,0.5,0
129.92,76.91,-0.0080942,0.5,0
130.7,76.76,-0.008082,0.5,0
131.53,76.58,-0.00807,0.5,0
132.38,76.4,-0.0080575,0.5,0
133.16,76.24,-0.0080447,0.5,0
133.98,76.07,-0.0080332,0.5,0
134.81,75.9,-0.0080208,0.5,0
135.61,75.73,-0.0080091,0.5,0
136.44,75.55,-0.0079962,0.5,0
137.27,75.38,-0.0079849,0.5,0
138.06,75.22,-0.0079721,0.5,0
138.86,75.05,-0.00796,0.5,0
139.69,74.88,-0.0079488,0.5,0
140.47,74.72,-0.0079359,0.5,0
141.31,74.55,-0.0079247,0.5,0
142.09,74.4,-0.0079126,0.5,0
142.92,74.22,-0.0079009,0.5,0
143.72,74.05,-0.0078886,0.5,0
144.55,73.89,-0.0078771,0.5,0
145.34,73.73,-0.007864,0.5,0
146.17,73.56,-0.0078518,0.5,0
147,73.4,-0.0078396,0.5,0
147.8,73.23,-0.0078271,0.5,0
148.58,73.08,-0.0078163,0.5,0
149.42,72.91,-0.0078031,0.5,0
150.25,72.75,-0.0077909,0.5,0
151.03,72.59,-0.0077796,0.5,0
151.83,72.41,-0.0077677,0.5,0
152.66,72.25,-0.0077551,0.5,0
153.48,72.09,-0.0077437,0.5,0
154.28,71.94,-0.0077313,0.5,0
155.11,71.77,-0.00772,0.5,0
155.91,71.6,-0.0077071,0.5,0
156.73,71.45,-0.0076957,0.5,0
157.56,71.29,-0.0076842,0.5,0
158.36,71.14,-0.0076707,0.5,0
159.14,70.98,-0.0076601,0.5,0
159.97,70.83,-0.0076478,0.5,0
160.77,70.66,-0.0076355,0.5,0
161.59,70.5,-0.0076241,0.5,0
162.39,70.35,-0.0076126,0.5,0
163.22,70.18,-0.0076,0.5,0
164.05,70.04,-0.0075886,0.5,0
164.84,69.88,-0.0075772,0.5,0
165.63,69.72,-0.0075656,0.5,0
166.45,69.57,-0.0075537,0.5,0
167.25,69.42,-0.0075423,0.5,0
168.08,69.26,-0.0075305,0.5,0
168.88,69.1,-0.0075189,0.5,0
169.7,68.94,-0.0075065,0.5,0
170.53,68.8,-0.0074949,0.5,0
171.31,68.64,-0.0074832,0.5,0
172.11,68.49,-0.0074721,0.5,0
172.94,68.33,-0.00746,0.5,0
173.77,68.18,-0.0074487,0.5,0
174.59,68.03,-0.0074376,0.5,0
175.39,67.89,-0.0074262,0.5,0
176.19,67.73,-0.0074146,0.5,0
177.02,67.59,-0.0074023,0.5,0
177.84,71.7,-0.0073916,0.5,0
178.56,67.32,-0.0073826,0.5,0
179.27,67.17,-0.0073708,0.5,0
180.06,67.03,-0.0073593,0.5,0
180.89,66.88,-0.0073479,0.5,0
181.69,66.74,-0.0073364,0.5,0
182.52,66.59,-0.0073252,0.5,0
183.31,66.44,-0.0073141,0.5,0
184.17,66.29,-0.0073018,0.5,0
184.97,66.15,-0.0072915,0.5,0
185.77,66.01,-0.00728,0.5,0
186.59,65.84,-0.0072683,0.5,0
187.42,65.7,-0.0072581,0.5,0
188.2,65.55,-0.0072468,0.5,0
189.05,65.41,-0.007236,0.5,0
189.83,65.26,-0.0072245,0.5,0
190.66,65.13,-0.0072137,0.5,0
191.48,64.98,-0.0072017,0.5,0
192.28,64.84,-0.0071913,0.5,0
193.08,64.7,-0.0071799,0.5,0
193.86,64.56,-0.0071686,0.5,0
194.73,64.42,-0.0071578,0.5,0
195.53,64.28,-0.0071471,0.5,0
196.36,64.13,-0.0071359,0.5,0
197.14,63.99,-0.0071254,0.5,0
197.98,63.86,-0.0071161,0.5,0
198.77,63.71,-0.0071041,0.5,0
199.56,67.6,-0.0070942,0.5,0
200.31,63.47,-0.007085,0.5,0
201.03,63.34,-0.0070743,0.5,0
201.86,63.2,-0.0070637,0.5,0
202.69,63.07,-0.0070528,0.5,0
203.48,62.92,-0.0070425,0.5,0
204.27,62.79,-0.0070313,0.5,0
205.09,62.66,-0.007021,0.5,0
205.89,62.5,-0.0070101,0.5,0
206.69,62.37,-0.0070002,0.5,0
207.52,62.24,-0.0069895,0.5,0
208.34,62.11,-0.0069788,0.5,0
209.14,61.97,-0.006969,0.5,0
209.92,61.84,-0.006958,0.5,0
210.75,61.71,-0.0069471,0.5,0
211.59,61.57,-0.0069376,0.5,0
212.42,61.45,-0.0069266,0.5,0
213.2,61.31,-0.0069163,0.5,0
214,61.18,-0.0069064,0.5,0
214.83,61.05,-0.0068961,0.5,0
215.66,60.92,-0.0068855,0.5,0
216.45,60.79,-0.0068755,0.5,0
217.25,60.65,-0.0068652,0.5,0
218.08,60.53,-0.0068553,0.5,0
218.91,60.4,-0.0068456,0.5,0
219.69,60.28,-0.0068348,0.5,0
220.53,60.14,-0.0068257,0.5,0
221.31,60.01,-0.0068149,0.5,0
222.14,59.89,-0.0068049,0.5,0
222.97,59.77,-0.0067949,0.5,0
223.77,59.63,-0.006785,0.5,0
224.56,59.51,-0.0067759,0.5,0
225.39,59.39,-0.0067648,0.5,0
226.22,59.25,-0.0067561,0.5,0
227.02,59.11,-0.0067455,0.5,0
227.84,58.99,-0.0067357,0.5,0
228.67,58.87,-0.0067257,0.5,0
229.45,58.75,-0.006716,0.5,0
230.28,58.62,-0.0067067,0.5,0
231.08,58.49,-0.0066968,0.5,0
231.88,58.38,-0.006687,0.5,0
232.7,58.25,-0.0066773,0.5,0
233.53,58.14,-0.0066682,0.5,0
234.33,58.01,-0.0066578,0.5,0
235.16,57.89,-0.0066487,0.5,0
235.98,57.77,-0.0066393,0.5,0
236.73,57.64,-0.0066295,0.5,0
237.56,57.53,-0.0066203,0.5,0
238.39,57.41,-0.0066097,0.5,0
239.19,57.28,-0.0066002,0.5,0
240.02,57.16,-0.0065914,0.5,0
240.81,57.05,-0.006583,0.5,0
241.64,56.93,-0.0065733,0.5,0
242.42,56.81,-0.0065639,0.5,0
243.27,56.7,-0.0065535,0.5,0
244.05,56.57,-0.0065449,0.5,0
244.88,56.46,-0.0065362,0.5,0
245.72,56.35,-0.006526,0.5,0
246.5,56.23,-0.0065171,0.5,0
247.3,56.11,-0.0065075,0.5,0
248.13,55.99,-0.0064992,0.5,0
248.95,55.87,-0.0064894,0.5,0
249.75,55.75,-0.0064806,0.5,0
250.53,55.64,-0.0064705,0.5,0
251.36,55.53,-0.0064618,0.5,0
252.16,55.41,-0.0064526,0.5,0
253.03,55.3,-0.0064433,0.5,0
253.81,55.18,-0.0064344,0.5,0
254.66,55.07,-0.0064255,0.5,0
255.44,54.96,-0.0064172,0.5,0
256.27,54.85,-0.0064072,0.5,0
257.09,54.73,-0.0063984,0.5,0
257.89,54.62,-0.0063895,0.5,0
258.69,54.52,-0.006381,0.5,0
259.47,54.4,-0.0063714,0.5,0
260.34,54.29,-0.0063627,0.5,0
261.17,54.17,-0.006354,0.5,0
261.97,54.07,-0.0063453,0.5,0
262.75,53.96,-0.0063364,0.5,0
263.59,53.85,-0.006327,0.5,0
264.42,53.74,-0.0063191,0.5,0
265.25,53.63,-0.0063097,0.5,0
266.05,53.53,-0.0063012,0.5,0
266.88,53.42,-0.0062923,0.5,0
267.66,53.3,-0.0062836,0.5,0
268.48,53.2,-0.0062739,0.5,0
269.28,53.09,-0.0062662,0.5,0
270.08,52.98,-0.0062572,0.5,0
270.91,52.88,-0.0062486,0.5,0
271.73,52.78,-0.0062404,0.5,0
272.45,52.66,-0.0062326,0.5,0
273.2,52.56,-0.0062245,0.5,0
274,52.46,-0.0062154,0.5,0
274.83,52.35,-0.0062063,0.5,0
275.66,52.25,-0.0061982,0.5,0
276.44,52.15,-0.0061892,0.5,0
277.23,52.05,-0.0061817,0.5,0
278.06,51.94,-0.0061725,0.5,0
278.89,51.84,-0.0061641,0.5,0
279.72,51.73,-0.0061561,0.5,0
280.52,51.63,-0.0061464,0.5,0
281.34,51.53,-0.006139,0.5,0
282.17,51.43,-0.0061296,0.5,0
282.97,51.33,-0.0061207,0.5,0
283.77,51.23,-0.0061125,0.5,0
284.59,51.12,-0.006104,0.5,0
285.42,51.02,-0.0060962,0.5,0
286.22,50.92,-0.0060879,0.5,0
287.05,50.82,-0.0060785,0.5,0
287.83,50.72,-0.0060705,0.5,0
288.67,50.62,-0.0060624,0.5,0
289.45,50.52,-0.006054,0.5,0
290.28,50.43,-0.0060455,0.5,0
291.08,50.32,-0.0060372,0.5,0
291.91,50.22,-0.0060295,0.5,0
292.73,50.14,-0.0060207,0.5,0
293.48,50.04,-0.006012,0.5,0
294.31,49.94,-0.0060036,0.5,0
295.14,49.87,-0.005996,0.5,0
295.86,49.77,-0.0059888,0.5,0
296.58,49.67,-0.0059805,0.5,0
297.36,49.58,-0.0059721,0.5,0
298.19,49.48,-0.0059632,0.5,0
298.98,49.38,-0.0059553,0.5,0
299.78,49.28,-0.0059471,0.5,0
300.61,49.19,-0.005939,0.5,0
301.44,49.09,-0.0059306,0.5,0
302.23,49,-0.0059227,0.5,0
303.02,48.92,-0.0059138,0.5,0
303.84,48.82,-0.0059055,0.5,0
304.69,48.73,-0.005897,0.5,0
305.47,48.63,-0.0058891,0.5,0
306.27,48.53,-0.0058806,0.5,0
307.06,48.45,-0.0058722,0.5,0
307.92,48.35,-0.0058637,0.5,0
308.72,48.27,-0.0058557,0.5,0
309.5,48.17,-0.0058469,0.5,0
310.34,48.08,-0.0058386,0.5,0
311.17,48,-0.0058304,0.5,0
311.95,47.91,-0.005822,0.5,0
312.78,47.81,-0.0058129,0.5,0
313.58,50.65,-0.0058066,0.5,0
314.3,47.65,-0.0057986,0.5,0
315.05,47.56,-0.0057907,0.5,0
315.84,47.49,-0.0057827,0.5,0
316.55,47.41,-0.0057753,0.5,0
317.27,47.32,-0.0057675,0.5,0
318.09,47.23,-0.0057581,0.5,0
318.92,47.14,-0.0057501,0.5,0
319.67,47.04,-0.0057421,0.5,0
320.5,46.95,-0.0057329,0.5,0
321.34,46.87,-0.005724,0.5,0
322.17,46.79,-0.0057153,0.5,0
322.95,46.7,-0.0057079,0.5,0
323.75,46.62,-0.0056993,0.5,0
324.58,46.53,-0.0056903,0.5,0
325.41,46.45,-0.0056818,0.5,0
326.2,46.37,-0.0056732,0.5,0
326.98,46.28,-0.0056649,0.5,0
327.83,46.17,-0.0056548,0.5,0
328.66,46.09,-0.0056458,0.5,0
329.44,46,-0.0056379,0.5,0
330.23,45.92,-0.0056293,0.5,0
331.06,45.85,-0.0056202,0.5,0
331.89,45.76,-0.0056114,0.5,0
332.69,45.67,-0.0056025,0.5,0
333.52,45.59,-0.0055939,0.5,0
334.31,45.51,-0.0055848,0.5,0
335.14,45.43,-0.0055757,0.5,0
335.94,45.34,-0.0055669,0.5,0
336.77,45.26,-0.0055584,0.5,0
337.55,45.18,-0.0055481,0.5,0
338.39,45.1,-0.0055385,0.5,0
339.22,45.02,-0.0055309,0.5,0
340,44.94,-0.0055222,0.5,0
340.83,44.88,-0.0055119,0.5,0
341.67,44.8,-0.0055022,0.5,0
342.45,44.73,-0.0054936,0.5,0
343.28,44.65,-0.0054833,0.5,0
344.08,44.56,-0.0054749,0.5,0
344.91,44.48,-0.0054645,0.5,0
345.73,44.41,-0.0054543,0.5,0
346.53,44.33,-0.0054448,0.5,0
347.36,44.24,-0.0054353,0.5,0
348.19,44.16,-0.0054251,0.5,0
348.97,44.08,-0.0054152,0.5,0
349.81,44.02,-0.0054054,0.5,0
350.59,43.93,-0.0053952,0.5,0
