Time(sec),TempRes(Ohm),SampVolt(V),SampCurr(A),CoilCurr(A),HeatingCurr(A),SampCurr_order(A)0.547,22.5,2.1853e-06,-0.0036758,7,0,0
0.813,22.5,1.8511e-06,-0.0036924,7,0,0.5
1.063,22.5,1.8492e-06,-0.0036267,7,0,0
1.344,22.5,-1.3352e-06,0.53091,7,0,0.53409
1.625,22.5,2.1299e-06,-0.0036337,7,0,0
1.906,22.5,-1.8099e-07,0.56497,7,0,0.56818
2.188,22.5,1.4984e-06,-0.0036284,7,0,0
2.469,22.5,4.8196e-07,0.599,7,0,0.60227
2.75,22.5,1.0851e-06,-0.0036171,7,0,0
3.031,22.5,3.4545e-07,0.63323,7,0,0.63636
3.313,22.5,2.231e-06,-0.0036097,7,0,0
3.594,22.5,3.4843e-07,0.66728,7,0,0.67045
3.875,22.5,1.5214e-06,-0.0036217,7,0,0
4.156,22.5,2.9543e-07,0.70129,7,0,0.70455
4.438,22.5,1.8492e-06,-0.0036163,7,0,0
4.719,22.5,-1.5773e-06,0.7353,7,0,0.73864
5,22.5,7.9879e-07,-0.003614,7,0,0
5.281,22.5,-3.0199e-06,0.76956,7,0,0.77273
5.563,22.5,1.1745e-06,-0.0036044,7,0,0
5.844,22.5,-3.8442e-09,0.80348,7,0,0.80682
6.125,22.5,8.8093e-07,-0.0036008,7,0,0
6.406,22.5,-2.4759e-06,0.83752,7,0,0.84091
6.688,22.5,1.8281e-06,-0.003584,7,0,0
6.969,22.5,-3.3143e-07,0.87177,7,0,0.875
7.25,22.5,1.8002e-06,-0.0036057,7,0,0
7.531,22.5,-7.5377e-08,0.90572,7,0,0.90909
7.813,22.5,1.1595e-06,-0.0035936,7,0,0
8.094,22.5,-1.609e-06,0.9398,7,0,0.94318
8.375,22.5,6.2351e-07,-0.0036033,7,0,0
8.656,22.5,-7.5993e-07,0.97404,7,0,0.97727
8.938,22.5,1.0011e-06,-0.0035808,7,0,0
9.219,22.5,-2.9093e-06,1.0079,7,0,1.0114
9.5,22.5,9.5627e-07,-0.0035859,7,0,0
9.781,22.5,-2.183e-06,1.0421,7,0,1.0455
10.063,22.5,8.4573e-07,-0.0035922,7,0,0
10.344,22.5,-4.0531e-07,1.076,7,0,1.0795
10.625,22.5,9.154e-07,-0.0035824,7,0,0
10.906,22.5,-3.0497e-06,1.1102,7,0,1.1136
11.188,22.5,4.7824e-07,-0.0035942,7,0,0
11.469,22.5,-1.1732e-06,1.1443,7,0,1.1477
11.75,22.5,1.2041e-06,-0.0035988,7,0,0
12.031,22.5,-7.4067e-07,1.1783,7,0,1.1818
12.313,22.5,5.268e-07,-0.0035967,7,0,0
12.594,22.5,-1.547e-06,1.2122,7,0,1.2159
12.875,22.5,5.1555e-07,-0.0035986,7,0,0
13.156,22.5,-3.0598e-06,1.2463,7,0,1.25
13.453,22.5,4.0759e-07,-0.0035661,7,0,0
13.735,22.5,-1.3169e-06,1.2804,7,0,1.2841
14.031,22.5,2.6419e-07,-0.0036134,7,0,0
14.313,22.5,-1.9251e-06,1.3145,7,0,1.3182
14.61,22.5,1.6884e-08,-0.0035992,7,0,0
14.891,22.5,1.0484e-07,1.3486,7,0,1.3523
15.188,22.5,-2.2558e-07,-0.0035709,7,0,0
15.485,22.5,-7.792e-07,1.3826,7,0,1.3864
15.766,22.5,1.8743e-08,-0.0035847,7,0,0
16.063,22.5,-2.0575e-06,1.4168,7,0,1.4205
16.344,22.5,2.3764e-07,-0.003565,7,0,0
16.625,22.5,-2.8533e-06,1.4508,7,0,1.4545
16.906,22.5,-4.7703e-08,-0.0035725,7,0,0
17.188,22.5,-2.7242e-06,1.4848,7,0,1.4886
17.469,22.5,2.8296e-07,-0.0035814,7,0,0
17.75,22.5,-2.1964e-06,1.5188,7,0,1.5227
18.031,22.5,1.6117e-07,-0.0035838,7,0,0
18.313,22.5,-1.1676e-06,1.553,7,0,1.5568
18.594,22.5,-1.8592e-07,-0.0035471,7,0,0
18.875,22.5,-6.3628e-07,1.5871,7,0,1.5909
19.156,22.5,-6.9065e-07,-0.0035477,7,0,0
19.438,22.5,-1.7527e-06,1.621,7,0,1.625
19.719,22.5,-4.478e-07,-0.0035366,7,0,0
20,22.5,-4.0531e-07,1.6552,7,0,1.6591
20.281,22.5,-1.979e-07,-0.0035499,7,0,0
20.563,22.5,-1.1026e-06,1.6892,7,0,1.6932
20.844,22.5,-6.1208e-07,-0.0035642,7,0,0
21.125,22.5,-5.912e-07,1.7232,7,0,1.7273
21.406,22.5,-8.6813e-07,-0.0035635,7,0,0
21.688,22.5,-1.559e-07,1.7574,7,0,1.7614
21.969,22.5,-9.2422e-07,-0.0035606,7,0,0
22.25,22.5,6.282e-07,1.7914,7,0,1.7955
22.531,22.5,-1.5048e-06,-0.003574,7,0,0
22.813,22.5,-2.3137e-06,1.8254,7,0,1.8295
23.094,22.5,-9.7326e-07,-0.0035728,7,0,0
23.375,22.5,-8.9209e-07,1.8597,7,0,1.8636
23.656,22.5,-9.6225e-07,-0.0035784,7,0,0
23.938,22.5,1.5129e-07,1.8937,7,0,1.8977
24.235,22.5,-1.6036e-06,-0.003538,7,0,0
24.516,22.5,7.2345e-07,1.9277,7,0,1.9318
24.813,22.5,-1.5654e-06,-0.0035729,7,0,0
25.094,22.5,2.9074e-07,1.9617,7,0,1.9659
25.375,22.5,-1.3201e-06,-0.0035029,7,0,0
25.656,22.5,8.5301e-07,1.9959,7,0,2
