Time(sec),TempRes(Ohm),SampVolt(V),SampCurr(A),CoilCurr(A)
323.06,52.8,0.00026349,0.03,0
323.92,52.8,0.00026347,0.03,0
324.64,52.7,0.00026261,0.03,0
325.44,52.5,0.00026216,0.03,0
326.27,52.4,0.00026095,0.03,0
327.02,52.3,0.00026061,0.03,0
327.84,52.2,0.00026004,0.03,0
328.56,52.1,0.00026007,0.03,0
329.27,52,0.00025997,0.03,0
329.98,51.9,0.00025937,0.03,0
330.78,51.7,0.00025842,0.03,0
331.48,51.7,0.00025866,0.03,0
332.25,51.6,0.00025792,0.03,0
332.95,51.4,0.00025757,0.03,0
333.67,51.4,0.00025704,0.03,0
334.39,51.3,0.00025734,0.03,0
335.17,51.2,0.00025607,0.03,0
335.89,51.6,0.00025549,0.03,0
336.67,50.9,0.00025493,0.03,0
337.52,50.8,0.00025539,0.03,0
338.22,50.7,0.00025475,0.03,0
338.94,50.7,0.00025379,0.03,0
339.66,50.6,0.0002544,0.03,0
340.41,50.4,0.00025335,0.03,0
341.19,50.4,0.00025253,0.03,0
341.91,50.3,0.00025258,0.03,0
342.66,50.2,0.00025206,0.03,0
343.48,50.1,0.00025016,0.03,0
344.28,49.8,0.00025191,0.03,0
345.03,49.7,0.00025094,0.03,0
345.86,49.7,0.00025016,0.03,0
346.69,49.6,0.00025067,0.03,0
347.48,50.1,0.00024947,0.03,0
348.2,49.3,0.00024868,0.03,0
348.95,49.2,0.00024908,0.03,0
349.78,49.2,0.00024853,0.03,0
350.5,49.1,0.00024801,0.03,0
351.28,49,0.00024731,0.03,0
352.11,48.8,0.00024666,0.03,0
352.83,48.7,0.00024631,0.03,0
353.55,48.6,0.00024423,0.03,0
354.25,48.5,0.00024539,0.03,0
355.09,48.4,0.00024487,0.03,0
355.92,48.3,0.00024427,0.03,0
356.63,48.2,0.00024361,0.03,0
357.42,48.6,0.0002437,0.03,0
358.17,48.1,0.00024274,0.03,0
358.89,48,0.00024153,0.03,0
359.72,47.8,0.0002406,0.03,0
360.59,48.1,0.00024085,0.03,0
361.45,47.6,0.00023995,0.03,0
362.17,47.6,0.00024017,0.03,0
362.92,47.5,0.00023864,0.03,0
363.64,47.4,0.00023825,0.03,0
364.42,47.3,0.00023844,0.03,0
365.14,47.2,0.00023705,0.03,0
365.94,47.1,0.00023701,0.03,0
366.72,47.1,0.00023678,0.03,0
367.44,47,0.00023607,0.03,0
368.19,46.9,0.00023486,0.03,0
368.97,46.8,0.00023439,0.03,0
369.69,46.7,0.00023269,0.03,0
370.44,46.6,0.00023346,0.03,0
371.27,46.5,0.00023245,0.03,0
372.09,46.5,0.00023193,0.03,0
372.81,46.3,0.00023167,0.03,0
373.56,46.2,0.00023099,0.03,0
374.39,46.1,0.00023017,0.03,0
375.22,46.1,0.00022999,0.03,0
375.94,46,0.00022872,0.03,0
376.69,45.9,0.0002277,0.03,0
377.48,45.7,0.00022756,0.03,0
378.31,45.7,0.00022621,0.03,0
379.03,45.6,0.00022566,0.03,0
379.81,45.5,0.00022448,0.03,0
380.53,45.4,0.0002232,0.03,0
381.25,45.4,0.00022338,0.03,0
382.08,45.2,0.00022285,0.03,0
382.91,45.2,0.00022156,0.03,0
383.63,45.3,0.00022003,0.03,0
384.41,45.2,0.00021971,0.03,0
385.13,45,0.00021887,0.03,0
385.95,44.7,0.00021785,0.03,0
386.75,44.7,0.00021633,0.03,0
387.5,44.6,0.0002153,0.03,0
388.22,44.6,0.00021356,0.03,0
388.97,44.6,0.00021166,0.03,0
389.67,44.5,0.00021082,0.03,0
390.39,44.4,0.00021014,0.03,0
391.14,44.3,0.00020855,0.03,0
391.89,44.2,0.00020735,0.03,0
392.69,44.2,0.00020562,0.03,0
393.44,44.1,0.00020417,0.03,0
394.19,44,0.00020264,0.03,0
394.94,43.9,0.00020053,0.03,0
395.7,43.9,0.00019921,0.03,0
396.53,43.7,0.00019598,0.03,0
397.28,43.6,0.00019452,0.03,0
398.03,43.6,0.00019196,0.03,0
398.75,43.5,0.00019071,0.03,0
399.5,43.5,0.00018951,0.03,0
400.25,43.4,0.00018626,0.03,0
400.97,43.2,0.00018269,0.03,0
401.8,43.2,0.00018086,0.03,0
402.5,43.1,0.00017878,0.03,0
403.27,43,0.00017572,0.03,0
404.13,43,0.00017218,0.03,0
404.84,42.9,0.00017046,0.03,0
405.55,42.7,0.00016721,0.03,0
406.31,42.7,0.00016361,0.03,0
407.06,42.6,0.00016114,0.03,0
407.77,42.6,0.00015744,0.03,0
408.48,42.5,0.00015423,0.03,0
409.2,42.4,0.00014961,0.03,0
410.06,42.3,0.000146,0.03,0
410.83,42.2,0.00014168,0.03,0
411.53,42.2,0.00013772,0.03,0
412.25,42.1,0.0001338,0.03,0
413.08,42,0.00012944,0.03,0
413.88,42,0.00012464,0.03,0
414.73,41.9,0.00012002,0.03,0
415.53,41.9,0.00011583,0.03,0
416.28,41.6,0.00011171,0.03,0
417,41.5,0.00010622,0.03,0
417.86,41.5,0.00010066,0.03,0
418.69,41.4,9.6201e-05,0.03,0
419.41,41.4,9.1372e-05,0.03,0
420.2,41.2,8.6566e-05,0.03,0
420.91,41.3,8.2182e-05,0.03,0
421.63,41.1,7.8594e-05,0.03,0
422.34,41.1,7.3953e-05,0.03,0
423.09,41.1,6.9098e-05,0.03,0
423.92,41,6.4014e-05,0.03,0
424.64,40.9,5.9691e-05,0.03,0
425.47,40.9,5.4227e-05,0.03,0
426.25,40.8,5.0739e-05,0.03,0
427,40.6,4.6872e-05,0.03,0
427.72,40.6,4.0798e-05,0.03,0
428.55,40.5,3.819e-05,0.03,0
429.27,40.5,3.4703e-05,0.03,0
429.97,40.4,3.1518e-05,0.03,0
430.8,40.4,2.8182e-05,0.03,0
431.52,40.3,2.4699e-05,0.03,0
432.23,40.3,2.2105e-05,0.03,0
432.98,40.1,1.9755e-05,0.03,0
433.7,40,1.6977e-05,0.03,0
434.53,40,1.4274e-05,0.03,0
435.36,39.9,1.1434e-05,0.03,0
436.19,39.9,9.9317e-06,0.03,0
436.98,39.8,8.178e-06,0.03,0
437.81,39.5,7.1471e-06,0.03,0
438.52,39.6,5.3168e-06,0.03,0
439.28,39.6,4.5208e-06,0.03,0
439.98,39.5,3.0303e-06,0.03,0
440.78,39.5,1.3913e-06,0.03,0
441.48,39.4,1.2737e-06,0.03,0
442.2,39.3,1.3266e-06,0.03,0
442.92,39.2,2.8321e-07,0.03,0
443.7,39.1,-2.9056e-07,0.03,0
444.55,39.1,-6.6841e-07,0.03,0
445.25,39,-1.5517e-07,0.03,0
446.08,39,-6.7779e-07,0.03,0
446.8,38.9,-1.0645e-06,0.03,0
447.59,38.9,-7.9191e-07,0.03,0
448.38,38.8,-1.594e-06,0.03,0
449.09,38.8,-1.1772e-06,0.03,0
449.84,38.6,-8.1391e-07,0.03,0
450.67,38.5,-8.6765e-07,0.03,0
451.5,38.5,-2.6855e-07,0.03,0
452.22,38.2,-1.6419e-06,0.03,0
453.02,38.4,-1.7026e-06,0.03,0
453.84,38.3,-1.039e-06,0.03,0
454.67,38.3,-1.2523e-06,0.03,0
455.5,38.2,-1.7582e-06,0.03,0
456.22,38.1,-1.7355e-06,0.03,0
456.97,37.8,-1.3558e-06,0.03,0
457.69,38,-1.0277e-06,0.03,0
458.55,38,-1.005e-06,0.03,0
459.27,38,-6.621e-07,0.03,0
460.06,37.9,-1.2312e-06,0.03,0
460.92,37.8,-1.1197e-06,0.03,0
461.75,37.8,-6.3838e-07,0.03,0
462.63,37.7,-2.3756e-07,0.03,0
463.42,37.6,-8.7728e-07,0.03,0
464.25,37.5,-1.6683e-06,0.03,0
465,37.2,-1.6148e-06,0.03,0
465.72,37.1,-1.2089e-06,0.03,0
466.42,37.4,-8.2095e-07,0.03,0
467.22,37.3,-5.3698e-07,0.03,0
467.94,37.3,-3.2253e-07,0.03,0
468.64,37.2,-5.314e-07,0.03,0
469.47,37.1,-1.2028e-06,0.03,0
470.19,37,-1.6909e-06,0.03,0
470.94,37,-8.7963e-07,0.03,0
471.66,36.9,-1.2711e-06,0.03,0
472.48,36.9,-4.5039e-07,0.03,0
473.2,36.9,-2.6547e-07,0.03,0
473.91,36.8,-9.667e-07,0.03,0
474.63,36.8,-9.1062e-07,0.03,0
475.38,36.7,-1.1235e-06,0.03,0
476.2,36.7,-3.1525e-07,0.03,0
476.92,36.5,-1.379e-06,0.03,0
477.72,36.5,-6.858e-08,0.03,0
478.42,36,3.258e-08,0.03,0
479.22,36.4,-1.437e-06,0.03,0
480.08,36.4,-1.5358e-06,0.03,0
480.84,36.3,-3.6243e-07,0.03,0
481.55,36.2,-7.1138e-07,0.03,0
482.27,36.2,-1.385e-07,0.03,0
483.09,36.1,-7.6883e-07,0.03,0
483.81,36.1,-1.0178e-06,0.03,0
484.56,36,-4.72e-07,0.03,0
485.34,36,-1.3318e-06,0.03,0
486.19,35.9,-8.5009e-08,0.03,0
487.05,35.9,-1.0181e-06,0.03,0
487.8,35.8,-2.1174e-07,0.03,0
488.55,35.8,-4.7596e-07,0.03,0
489.38,35.7,-1.2122e-06,0.03,0
490.09,35.5,-2.6191e-07,0.03,0
490.92,35.5,-1.0134e-06,0.03,0
491.64,35.5,-5.0049e-08,0.03,0
492.39,35.4,-4.1519e-07,0.03,0
493.22,35.4,-7.1041e-07,0.03,0
494.09,35.3,-6.5506e-07,0.03,0
494.84,35.3,4.2475e-07,0.03,0
495.59,35.2,-4.7782e-07,0.03,0
496.39,35.2,2.8629e-07,0.03,0
497.22,35.2,-1.0082e-06,0.03,0
497.92,35.2,-9.9673e-07,0.03,0
498.69,35,-8.3083e-07,0.03,0
499.44,35,-7.6673e-07,0.03,0
500.19,34.4,-5.6773e-07,0.03,0
500.94,35,-1.8852e-07,0.03,0
501.66,34.9,-3.7084e-07,0.03,0
502.44,34.9,-2.2768e-07,0.03,0
503.16,34.9,-3.5084e-07,0.03,0
503.88,34.8,5.3946e-08,0.03,0
504.7,34.7,-1.0267e-06,0.03,0
505.56,34.7,-8.3948e-07,0.03,0
506.41,34.5,-4.0741e-07,0.03,0
507.11,34.5,-1.3454e-07,0.03,0
507.86,34.5,-6.1751e-07,0.03,0
508.63,34.4,-5.1116e-07,0.03,0
509.33,34.4,3.8178e-07,0.03,0
510.16,34.3,-2.6807e-07,0.03,0
510.88,34.3,2.175e-07,0.03,0
511.7,34.3,-1.4246e-07,0.03,0
512.42,34.2,-1.1835e-07,0.03,0
513.17,34.2,-3.4996e-07,0.03,0
513.89,34.2,9.8048e-08,0.03,0
514.67,34.1,2.7099e-07,0.03,0
515.47,34,2.1089e-08,0.03,0
516.3,34,-2.0583e-07,0.03,0
517.02,33.9,-2.3262e-07,0.03,0
517.8,33.9,1.0719e-07,0.03,0
518.67,33.8,-4.0345e-07,0.03,0
519.39,33.8,1.8674e-07,0.03,0
520.09,33.8,6.4018e-07,0.03,0
520.81,33.7,-5.297e-07,0.03,0
521.61,33.7,8.7081e-07,0.03,0
522.44,33.7,1.2127e-07,0.03,0
523.14,33.4,-1.0589e-07,0.03,0
523.86,33.3,-3.4762e-07,0.03,0
524.61,33.3,-6.8825e-08,0.03,0
525.36,33.3,-5.6602e-08,0.03,0
526.19,33.2,-4.7176e-07,0.03,0
526.98,33.1,2.9939e-07,0.03,0
527.7,33.1,-1.9321e-07,0.03,0
528.53,33.1,-5.5155e-07,0.03,0
529.36,33.1,5.4249e-07,0.03,0
530.08,33,4.3649e-07,0.03,0
