	Temp	25.000000	
RESSIST	TEMP	REAL TEMP	CURRENT	VOLTAGE
448.973441E-6	25.000000E+0	25.000000	2.470000E-3	+1.10896440E-06
433.104996E-6	25.000000E+0	25.000000	2.480000E-3	+1.07410039E-06
438.833145E-6	25.000000E+0	25.000000	2.490000E-3	+1.09269453E-06
451.104264E-6	25.000000E+0	25.000000	2.500000E-3	+1.12776066E-06
435.094900E-6	25.000000E+0	25.000000	2.510000E-3	+1.09208820E-06
445.131381E-6	25.000000E+0	25.000000	2.520000E-3	+1.12173108E-06
437.460443E-6	25.000000E+0	25.000000	2.530000E-3	+1.10677492E-06
439.438209E-6	25.000000E+0	25.000000	2.540000E-3	+1.11617305E-06
417.939816E-6	25.000000E+0	25.000000	2.550000E-3	+1.06574653E-06
428.820707E-6	25.000000E+0	25.000000	2.560000E-3	+1.09778101E-06
439.066428E-6	25.000000E+0	25.000000	2.570000E-3	+1.12840072E-06
427.024093E-6	25.000000E+0	25.000000	2.580000E-3	+1.10172216E-06
430.915826E-6	25.000000E+0	25.000000	2.590000E-3	+1.11607199E-06
435.205165E-6	25.000000E+0	25.000000	2.600000E-3	+1.13153343E-06
427.768663E-6	25.000000E+0	25.000000	2.610000E-3	+1.11647621E-06
414.332050E-6	25.000000E+0	25.000000	2.620000E-3	+1.08554997E-06
404.918144E-6	25.000000E+0	25.000000	2.630000E-3	+1.06493472E-06
418.427799E-6	25.000000E+0	25.000000	2.640000E-3	+1.10464939E-06
422.797732E-6	25.000000E+0	25.000000	2.650000E-3	+1.12041399E-06
433.175323E-6	25.000000E+0	25.000000	2.660000E-3	+1.15224636E-06
429.357738E-6	25.000000E+0	25.000000	2.670000E-3	+1.14638516E-06
425.681765E-6	25.000000E+0	25.000000	2.680000E-3	+1.14082713E-06
417.600219E-6	25.000000E+0	25.000000	2.690000E-3	+1.12334459E-06
415.267567E-6	25.000000E+0	25.000000	2.700000E-3	+1.12122243E-06
423.020354E-6	25.000000E+0	25.000000	2.710000E-3	+1.14638516E-06
418.140945E-6	25.000000E+0	25.000000	2.720000E-3	+1.13734337E-06
419.200451E-6	25.000000E+0	25.000000	2.730000E-3	+1.14441723E-06
411.548204E-6	25.000000E+0	25.000000	2.740000E-3	+1.12764208E-06
411.264327E-6	25.000000E+0	25.000000	2.750000E-3	+1.13097690E-06
414.167938E-6	25.000000E+0	25.000000	2.760000E-3	+1.14310351E-06
410.264939E-6	25.000000E+0	25.000000	2.770000E-3	+1.13643388E-06
415.623108E-6	25.000000E+0	25.000000	2.780000E-3	+1.15543224E-06
403.412161E-6	25.000000E+0	25.000000	2.790000E-3	+1.12551993E-06
406.843704E-6	25.000000E+0	25.000000	2.800000E-3	+1.13916237E-06
406.294925E-6	25.000000E+0	25.000000	2.810000E-3	+1.14168874E-06
399.009401E-6	25.000000E+0	25.000000	2.820000E-3	+1.12520651E-06
409.883205E-6	25.000000E+0	25.000000	2.830000E-3	+1.15996947E-06
398.263278E-6	25.000000E+0	25.000000	2.840000E-3	+1.13106771E-06
400.021618E-6	25.000000E+0	25.000000	2.850000E-3	+1.14006161E-06
405.972402E-6	25.000000E+0	25.000000	2.860000E-3	+1.16108107E-06
384.839798E-6	25.000000E+0	25.000000	2.870000E-3	+1.10449022E-06
405.995326E-6	25.000000E+0	25.000000	2.880000E-3	+1.16926654E-06
406.094083E-6	25.000000E+0	25.000000	2.890000E-3	+1.17361190E-06
