	Temp	25.000000	
Time	TEMP	REAL TEMP	CURRENT	VOLTAGE
150.316597E+0	25.000000E+0	25.000000	3.530000E-3	+2.16488108E-07
150.744622E+0	25.000000E+0	25.000000	3.540000E-3	+2.22487587E-07
151.171646E+0	25.000000E+0	25.000000	3.550000E-3	+1.65997884E-07
151.595671E+0	25.000000E+0	25.000000	3.560000E-3	+2.01468162E-07
152.020695E+0	25.000000E+0	25.000000	3.570000E-3	+2.09754666E-07
152.449719E+0	25.000000E+0	25.000000	3.580000E-3	+2.10259941E-07
152.876744E+0	25.000000E+0	25.000000	3.590000E-3	+1.73273838E-07
153.302768E+0	25.000000E+0	25.000000	3.600000E-3	+2.01063943E-07
153.728793E+0	25.000000E+0	25.000000	3.610000E-3	+2.33199409E-07
154.154817E+0	25.000000E+0	25.000000	3.620000E-3	+2.50985076E-07
154.580842E+0	25.000000E+0	25.000000	3.630000E-3	+2.21780202E-07
155.008866E+0	25.000000E+0	25.000000	3.640000E-3	+2.60676260E-07
155.433890E+0	25.000000E+0	25.000000	3.650000E-3	+2.55219295E-07
155.858914E+0	25.000000E+0	25.000000	3.660000E-3	+2.77148212E-07
156.282938E+0	25.000000E+0	25.000000	3.670000E-3	+2.48347560E-07
156.709963E+0	25.000000E+0	25.000000	3.680000E-3	+2.54916130E-07
157.135987E+0	25.000000E+0	25.000000	3.690000E-3	+2.75430278E-07
157.562012E+0	25.000000E+0	25.000000	3.700000E-3	+2.65425841E-07
157.989036E+0	25.000000E+0	25.000000	3.710000E-3	+2.49358109E-07
158.415061E+0	25.000000E+0	25.000000	3.720000E-3	+2.57543558E-07
158.841085E+0	25.000000E+0	25.000000	3.730000E-3	+2.94933877E-07
159.266109E+0	25.000000E+0	25.000000	3.740000E-3	+2.62333877E-07
159.692133E+0	25.000000E+0	25.000000	3.750000E-3	+2.65466580E-07
160.117158E+0	25.000000E+0	25.000000	3.760000E-3	+2.86182845E-07
160.542182E+0	25.000000E+0	25.000000	3.770000E-3	+2.99825264E-07
160.969207E+0	25.000000E+0	25.000000	3.780000E-3	+2.08673697E-07
161.395231E+0	25.000000E+0	25.000000	3.790000E-3	+2.72540427E-07
161.818255E+0	25.000000E+0	25.000000	3.800000E-3	+3.16499331E-07
162.241280E+0	25.000000E+0	25.000000	3.810000E-3	+3.03463242E-07
162.668304E+0	25.000000E+0	25.000000	3.820000E-3	+2.60514888E-07
163.093328E+0	25.000000E+0	25.000000	3.830000E-3	+3.11547638E-07
163.518353E+0	25.000000E+0	25.000000	3.840000E-3	+3.15373877E-07
163.943377E+0	25.000000E+0	25.000000	3.850000E-3	+3.05066273E-07
164.368401E+0	25.000000E+0	25.000000	3.860000E-3	+3.15980207E-07
164.794425E+0	25.000000E+0	25.000000	3.870000E-3	+3.13959108E-07
165.220450E+0	25.000000E+0	25.000000	3.880000E-3	+3.38616513E-07
165.646474E+0	25.000000E+0	25.000000	3.890000E-3	+3.08300031E-07
166.071498E+0	25.000000E+0	25.000000	3.900000E-3	+3.25075151E-07
166.497523E+0	25.000000E+0	25.000000	3.910000E-3	+3.48924117E-07
166.923547E+0	25.000000E+0	25.000000	3.920000E-3	+3.63273919E-07
167.350572E+0	25.000000E+0	25.000000	3.930000E-3	+3.34574316E-07
167.776596E+0	25.000000E+0	25.000000	3.940000E-3	+3.41935156E-07
168.202621E+0	25.000000E+0	25.000000	3.950000E-3	+3.48301616E-07
168.629644E+0	25.000000E+0	25.000000	3.960000E-3	+3.36073970E-07
169.056669E+0	25.000000E+0	25.000000	3.970000E-3	+3.34760256E-07
169.483694E+0	25.000000E+0	25.000000	3.980000E-3	+3.78314929E-07
169.909718E+0	25.000000E+0	25.000000	3.990000E-3	+3.61337702E-07
170.334742E+0	25.000000E+0	25.000000	4.000000E-3	+3.46987902E-07
170.759767E+0	25.000000E+0	25.000000	4.010000E-3	+3.34052872E-07
171.184791E+0	25.000000E+0	25.000000	4.020000E-3	+3.80639192E-07
171.609816E+0	25.000000E+0	25.000000	4.030000E-3	+3.13740831E-07
172.036840E+0	25.000000E+0	25.000000	4.040000E-3	+3.74997696E-07
172.462864E+0	25.000000E+0	25.000000	4.050000E-3	+3.27400819E-07
172.888889E+0	25.000000E+0	25.000000	4.060000E-3	+3.40942181E-07
173.313912E+0	25.000000E+0	25.000000	4.070000E-3	+4.09558486E-07
173.742938E+0	25.000000E+0	25.000000	4.080000E-3	+4.06526838E-07
174.168962E+0	25.000000E+0	25.000000	4.090000E-3	+3.56201477E-07
174.596986E+0	25.000000E+0	25.000000	4.100000E-3	+4.18148156E-07
175.019010E+0	25.000000E+0	25.000000	4.110000E-3	+4.11175365E-07
175.445035E+0	25.000000E+0	25.000000	4.120000E-3	+4.32599012E-07
175.870059E+0	25.000000E+0	25.000000	4.130000E-3	+3.90964377E-07
176.295084E+0	25.000000E+0	25.000000	4.140000E-3	+4.18518310E-07
176.722108E+0	25.000000E+0	25.000000	4.150000E-3	+4.05987501E-07
177.147132E+0	25.000000E+0	25.000000	4.160000E-3	+4.19124639E-07
177.573157E+0	25.000000E+0	25.000000	4.170000E-3	+3.69102458E-07
177.999181E+0	25.000000E+0	25.000000	4.180000E-3	+3.69910897E-07
178.424205E+0	25.000000E+0	25.000000	4.190000E-3	+4.30442790E-07
178.850229E+0	25.000000E+0	25.000000	4.200000E-3	+3.46668268E-07
179.276254E+0	25.000000E+0	25.000000	4.210000E-3	+4.05280117E-07
179.701278E+0	25.000000E+0	25.000000	4.220000E-3	+4.40245116E-07
180.128303E+0	25.000000E+0	25.000000	4.230000E-3	+4.56312847E-07
180.552327E+0	25.000000E+0	25.000000	4.240000E-3	+4.63271953E-07
180.978351E+0	25.000000E+0	25.000000	4.250000E-3	+4.84291373E-07
181.404376E+0	25.000000E+0	25.000000	4.260000E-3	+4.75701706E-07
181.829400E+0	25.000000E+0	25.000000	4.270000E-3	+4.79946012E-07
182.258424E+0	25.000000E+0	25.000000	4.280000E-3	+4.82977659E-07
182.683449E+0	25.000000E+0	25.000000	4.290000E-3	+4.78733353E-07
183.109473E+0	25.000000E+0	25.000000	4.300000E-3	+4.71558455E-07
183.533497E+0	25.000000E+0	25.000000	4.310000E-3	+4.37604009E-07
183.959521E+0	25.000000E+0	25.000000	4.320000E-3	+4.81360780E-07
184.385546E+0	25.000000E+0	25.000000	4.330000E-3	+5.01167541E-07
184.812570E+0	25.000000E+0	25.000000	4.340000E-3	+4.90036495E-07
185.236595E+0	25.000000E+0	25.000000	4.350000E-3	+4.70027628E-07
185.662619E+0	25.000000E+0	25.000000	4.360000E-3	+5.13683339E-07
186.088644E+0	25.000000E+0	25.000000	4.370000E-3	+4.92562867E-07
186.515668E+0	25.000000E+0	25.000000	4.380000E-3	+5.21464565E-07
186.941692E+0	25.000000E+0	25.000000	4.390000E-3	+4.69724463E-07
187.365716E+0	25.000000E+0	25.000000	4.400000E-3	+5.41877652E-07
187.790740E+0	25.000000E+0	25.000000	4.410000E-3	+5.32883767E-07
188.217765E+0	25.000000E+0	25.000000	4.420000E-3	+5.32681657E-07
188.641789E+0	25.000000E+0	25.000000	4.430000E-3	+5.17826589E-07
189.067814E+0	25.000000E+0	25.000000	4.440000E-3	+4.81042875E-07
189.491838E+0	25.000000E+0	25.000000	4.450000E-3	+5.01860182E-07
189.915862E+0	25.000000E+0	25.000000	4.460000E-3	+5.08832969E-07
190.340887E+0	25.000000E+0	25.000000	4.470000E-3	+5.24294366E-07
190.767911E+0	25.000000E+0	25.000000	4.480000E-3	+5.14593097E-07
191.191936E+0	25.000000E+0	25.000000	4.490000E-3	+5.41675807E-07
191.616960E+0	25.000000E+0	25.000000	4.500000E-3	+5.25405970E-07
192.040984E+0	25.000000E+0	25.000000	4.510000E-3	+5.47132771E-07
192.466008E+0	25.000000E+0	25.000000	4.520000E-3	+5.38239941E-07
192.892033E+0	25.000000E+0	25.000000	4.530000E-3	+5.81592487E-07
193.319057E+0	25.000000E+0	25.000000	4.540000E-3	+5.55697256E-07
193.744081E+0	25.000000E+0	25.000000	4.550000E-3	+5.45995989E-07
194.169106E+0	25.000000E+0	25.000000	4.560000E-3	+5.57617298E-07
194.594130E+0	25.000000E+0	25.000000	4.570000E-3	+5.11132061E-07
195.022154E+0	25.000000E+0	25.000000	4.580000E-3	+5.17296407E-07
195.447179E+0	25.000000E+0	25.000000	4.590000E-3	+5.60143670E-07
195.873203E+0	25.000000E+0	25.000000	4.600000E-3	+5.52867720E-07
196.299227E+0	25.000000E+0	25.000000	4.610000E-3	+5.19822779E-07
196.723252E+0	25.000000E+0	25.000000	4.620000E-3	+5.64590084E-07
197.149276E+0	25.000000E+0	25.000000	4.630000E-3	+5.61154219E-07
197.577301E+0	25.000000E+0	25.000000	4.640000E-3	+5.78262002E-07
198.002325E+0	25.000000E+0	25.000000	4.650000E-3	+4.93274839E-07
198.428349E+0	25.000000E+0	25.000000	4.660000E-3	+5.79171496E-07
198.853374E+0	25.000000E+0	25.000000	4.670000E-3	+5.75735630E-07
199.282398E+0	25.000000E+0	25.000000	4.680000E-3	+5.70581831E-07
199.707422E+0	25.000000E+0	25.000000	4.690000E-3	+6.06052097E-07
200.133447E+0	25.000000E+0	25.000000	4.700000E-3	+5.69571282E-07
200.557471E+0	25.000000E+0	25.000000	4.710000E-3	+5.98068761E-07
200.982495E+0	25.000000E+0	25.000000	4.720000E-3	+5.77049344E-07
201.409520E+0	25.000000E+0	25.000000	4.730000E-3	+5.35010509E-07
201.836544E+0	25.000000E+0	25.000000	4.740000E-3	+5.49261355E-07
202.261569E+0	25.000000E+0	25.000000	4.750000E-3	+6.19393450E-07
202.688593E+0	25.000000E+0	25.000000	4.760000E-3	+6.17574462E-07
203.114617E+0	25.000000E+0	25.000000	4.770000E-3	+6.07165808E-07
203.542642E+0	25.000000E+0	25.000000	4.780000E-3	+6.23738811E-07
203.967666E+0	25.000000E+0	25.000000	4.790000E-3	+6.10601675E-07
204.393690E+0	25.000000E+0	25.000000	4.800000E-3	+6.19393450E-07
204.818715E+0	25.000000E+0	25.000000	4.810000E-3	+5.69169169E-07
205.245739E+0	25.000000E+0	25.000000	4.820000E-3	+5.61994271E-07
205.672764E+0	25.000000E+0	25.000000	4.830000E-3	+6.26669403E-07
206.099788E+0	25.000000E+0	25.000000	4.840000E-3	+6.58598977E-07
206.524812E+0	25.000000E+0	25.000000	4.850000E-3	+6.37882724E-07
206.949837E+0	25.000000E+0	25.000000	4.860000E-3	+6.24442424E-07
207.375861E+0	25.000000E+0	25.000000	4.870000E-3	+6.48796652E-07
207.803885E+0	25.000000E+0	25.000000	4.880000E-3	+6.54051507E-07
208.229910E+0	25.000000E+0	25.000000	4.890000E-3	+6.57588428E-07
208.655934E+0	25.000000E+0	25.000000	4.900000E-3	+6.32021541E-07
209.081959E+0	25.000000E+0	25.000000	4.910000E-3	+6.80831052E-07
209.507983E+0	25.000000E+0	25.000000	4.920000E-3	+6.69613960E-07
209.933007E+0	25.000000E+0	25.000000	4.930000E-3	+6.67087587E-07
210.360032E+0	25.000000E+0	25.000000	4.940000E-3	+6.69343479E-07
210.785056E+0	25.000000E+0	25.000000	4.950000E-3	+6.79448971E-07
211.211080E+0	25.000000E+0	25.000000	4.960000E-3	+6.96224087E-07
211.637105E+0	25.000000E+0	25.000000	4.970000E-3	+6.68636094E-07
212.066129E+0	25.000000E+0	25.000000	4.980000E-3	+6.84198552E-07
212.492154E+0	25.000000E+0	25.000000	4.990000E-3	+6.94101934E-07
	Temp	25.500000	
Time	TEMP	REAL TEMP	CURRENT	VOLTAGE
695.093757E+0	25.500000E+0	25.500000	0.000000E+0	-9.69541150E-08
695.527782E+0	25.500000E+0	25.500000	10.000000E-6	-6.90629329E-08
695.953806E+0	25.500000E+0	25.500000	20.000000E-6	-9.99070868E-08
696.378830E+0	25.500000E+0	25.500000	30.000000E-6	-9.47532824E-08
696.805855E+0	25.500000E+0	25.500000	40.000000E-6	-8.78815433E-08
697.230879E+0	25.500000E+0	25.500000	50.000000E-6	-1.31638353E-07
697.659904E+0	25.500000E+0	25.500000	60.000000E-6	-9.37427326E-08
698.085928E+0	25.500000E+0	25.500000	70.000000E-6	-8.66688834E-08
698.511952E+0	25.500000E+0	25.500000	80.000000E-6	-7.55528347E-08
698.937977E+0	25.500000E+0	25.500000	90.000000E-6	-9.61680523E-08
699.364001E+0	25.500000E+0	25.500000	100.000000E-6	-1.41036467E-07
699.789025E+0	25.500000E+0	25.500000	110.000000E-6	-1.11629465E-07
700.215050E+0	25.500000E+0	25.500000	120.000000E-6	-5.67653450E-08
700.642074E+0	25.500000E+0	25.500000	130.000000E-6	-1.04160131E-07
701.068099E+0	25.500000E+0	25.500000	140.000000E-6	-7.86942757E-08
701.494123E+0	25.500000E+0	25.500000	150.000000E-6	-7.10140972E-08
701.922147E+0	25.500000E+0	25.500000	160.000000E-6	-7.68752860E-08
702.346172E+0	25.500000E+0	25.500000	170.000000E-6	-1.25785897E-07
702.772196E+0	25.500000E+0	25.500000	180.000000E-6	-8.13217052E-08
703.198221E+0	25.500000E+0	25.500000	190.000000E-6	-6.03022693E-08
703.624245E+0	25.500000E+0	25.500000	200.000000E-6	-6.89929976E-08
704.050269E+0	25.500000E+0	25.500000	210.000000E-6	-1.06484395E-07
704.477293E+0	25.500000E+0	25.500000	220.000000E-6	-6.80081307E-08
704.903318E+0	25.500000E+0	25.500000	230.000000E-6	-6.30564378E-08
705.329342E+0	25.500000E+0	25.500000	240.000000E-6	-8.01347257E-08
705.755367E+0	25.500000E+0	25.500000	250.000000E-6	-8.76127926E-08
706.183391E+0	25.500000E+0	25.500000	260.000000E-6	-6.09342837E-08
706.608416E+0	25.500000E+0	25.500000	270.000000E-6	-4.94140185E-08
707.034440E+0	25.500000E+0	25.500000	280.000000E-6	-4.57760400E-08
707.462464E+0	25.500000E+0	25.500000	290.000000E-6	-8.18526600E-08
707.887489E+0	25.500000E+0	25.500000	300.000000E-6	-4.68876445E-08
708.312513E+0	25.500000E+0	25.500000	310.000000E-6	-5.73973601E-08
708.738537E+0	25.500000E+0	25.500000	320.000000E-6	-4.87228251E-08
709.162561E+0	25.500000E+0	25.500000	330.000000E-6	-5.24618580E-08
709.588586E+0	25.500000E+0	25.500000	340.000000E-6	-6.99443633E-08
710.013610E+0	25.500000E+0	25.500000	350.000000E-6	-7.07528028E-08
710.440635E+0	25.500000E+0	25.500000	360.000000E-6	-5.32702976E-08
710.865659E+0	25.500000E+0	25.500000	370.000000E-6	-1.05515703E-07
711.291683E+0	25.500000E+0	25.500000	380.000000E-6	-5.98388689E-08
711.717708E+0	25.500000E+0	25.500000	390.000000E-6	-5.42808470E-08
712.144732E+0	25.500000E+0	25.500000	400.000000E-6	-5.28660778E-08
712.569757E+0	25.500000E+0	25.500000	410.000000E-6	-5.05418141E-08
712.997781E+0	25.500000E+0	25.500000	420.000000E-6	-5.60445053E-08
713.421805E+0	25.500000E+0	25.500000	430.000000E-6	-7.65586508E-08
713.847829E+0	25.500000E+0	25.500000	440.000000E-6	-6.47352270E-08
714.273854E+0	25.500000E+0	25.500000	450.000000E-6	-5.44276268E-08
714.701878E+0	25.500000E+0	25.500000	460.000000E-6	-1.10513098E-07
715.127903E+0	25.500000E+0	25.500000	470.000000E-6	-6.11983054E-08
715.553927E+0	25.500000E+0	25.500000	480.000000E-6	-4.74548385E-08
715.979951E+0	25.500000E+0	25.500000	490.000000E-6	-8.07019018E-08
716.405976E+0	25.500000E+0	25.500000	500.000000E-6	-4.50295208E-08
716.833000E+0	25.500000E+0	25.500000	510.000000E-6	-8.73715255E-08
717.259025E+0	25.500000E+0	25.500000	520.000000E-6	-3.73425557E-08
717.684049E+0	25.500000E+0	25.500000	530.000000E-6	-4.76501565E-08
718.110074E+0	25.500000E+0	25.500000	540.000000E-6	-6.62442598E-08
718.535098E+0	25.500000E+0	25.500000	550.000000E-6	-6.94780170E-08
718.963122E+0	25.500000E+0	25.500000	560.000000E-6	-2.54180763E-08
719.389147E+0	25.500000E+0	25.500000	570.000000E-6	-2.92581629E-08
719.815171E+0	25.500000E+0	25.500000	580.000000E-6	-2.89549982E-08
720.241195E+0	25.500000E+0	25.500000	590.000000E-6	-2.07695505E-08
720.668220E+0	25.500000E+0	25.500000	600.000000E-6	-2.17800996E-08
721.095244E+0	25.500000E+0	25.500000	610.000000E-6	-1.89505621E-08
721.523269E+0	25.500000E+0	25.500000	620.000000E-6	-1.66044999E-08
721.947293E+0	25.500000E+0	25.500000	630.000000E-6	-1.96361478E-08
722.372317E+0	25.500000E+0	25.500000	640.000000E-6	-4.47790844E-09
722.798341E+0	25.500000E+0	25.500000	650.000000E-6	-2.75997465E-09
723.226366E+0	25.500000E+0	25.500000	660.000000E-6	-1.32696872E-08
723.653390E+0	25.500000E+0	25.500000	670.000000E-6	+1.88855208E-09
724.078414E+0	25.500000E+0	25.500000	680.000000E-6	+5.93074923E-09
724.504439E+0	25.500000E+0	25.500000	690.000000E-6	-5.48845772E-09
724.930463E+0	25.500000E+0	25.500000	700.000000E-6	-1.56950055E-08
725.357488E+0	25.500000E+0	25.500000	710.000000E-6	-1.76150492E-08
725.783512E+0	25.500000E+0	25.500000	720.000000E-6	+1.62254351E-08
726.209537E+0	25.500000E+0	25.500000	730.000000E-6	+3.29040568E-09
726.634561E+0	25.500000E+0	25.500000	740.000000E-6	+2.71393662E-08
727.061585E+0	25.500000E+0	25.500000	750.000000E-6	+2.38045539E-08
727.488610E+0	25.500000E+0	25.500000	760.000000E-6	+1.74380941E-08
727.914634E+0	25.500000E+0	25.500000	770.000000E-6	+3.48195399E-08
728.340659E+0	25.500000E+0	25.500000	780.000000E-6	-2.77288937E-09
728.767683E+0	25.500000E+0	25.500000	790.000000E-6	-9.53900856E-10
729.191707E+0	25.500000E+0	25.500000	800.000000E-6	+5.99822144E-08
729.615731E+0	25.500000E+0	25.500000	810.000000E-6	+5.01798874E-08
730.043756E+0	25.500000E+0	25.500000	820.000000E-6	+4.95801965E-08
730.470780E+0	25.500000E+0	25.500000	830.000000E-6	+3.34114088E-08
730.896805E+0	25.500000E+0	25.500000	840.000000E-6	+5.62130492E-09
731.322829E+0	25.500000E+0	25.500000	850.000000E-6	+4.80643727E-08
731.750854E+0	25.500000E+0	25.500000	860.000000E-6	+5.61487666E-08
732.176878E+0	25.500000E+0	25.500000	870.000000E-6	+4.42242856E-08
732.603902E+0	25.500000E+0	25.500000	880.000000E-6	+7.82797948E-08
733.030927E+0	25.500000E+0	25.490000	890.000000E-6	+9.04063856E-08
733.456951E+0	25.500000E+0	25.490000	900.000000E-6	+8.71726280E-08
733.882976E+0	25.500000E+0	25.490000	910.000000E-6	+4.24052970E-08
734.310000E+0	25.500000E+0	25.490000	920.000000E-6	+5.79801588E-08
734.736024E+0	25.500000E+0	25.490000	930.000000E-6	+9.57747041E-08
735.162049E+0	25.500000E+0	25.490000	940.000000E-6	+7.75848160E-08
735.587073E+0	25.500000E+0	25.490000	950.000000E-6	+1.08406571E-07
736.015098E+0	25.500000E+0	25.490000	960.000000E-6	+1.05374923E-07
736.441122E+0	25.500000E+0	25.490000	970.000000E-6	+1.00019011E-07
736.867146E+0	25.500000E+0	25.490000	980.000000E-6	+1.22756372E-07
737.293170E+0	25.500000E+0	25.490000	990.000000E-6	+1.18006790E-07
737.719195E+0	25.500000E+0	25.490000	1.000000E-3	+1.05779143E-07
738.145219E+0	25.500000E+0	25.490000	1.010000E-3	+1.15177251E-07
738.572244E+0	25.500000E+0	25.490000	1.020000E-3	+1.36780178E-07
738.999268E+0	25.500000E+0	25.490000	1.030000E-3	+1.14042823E-07
739.426292E+0	25.500000E+0	25.490000	1.040000E-3	+1.06867924E-07
739.853317E+0	25.500000E+0	25.490000	1.050000E-3	+1.25866248E-07
740.283341E+0	25.500000E+0	25.490000	1.060000E-3	+6.65470131E-08
740.708366E+0	25.500000E+0	25.490000	1.070000E-3	+1.56789052E-07
741.134390E+0	25.500000E+0	25.490000	1.080000E-3	+1.46885670E-07
741.559414E+0	25.500000E+0	25.490000	1.090000E-3	+1.46683560E-07
741.985439E+0	25.500000E+0	25.490000	1.100000E-3	+1.60730193E-07
742.408463E+0	25.500000E+0	25.490000	1.110000E-3	+1.58911205E-07
742.835487E+0	25.500000E+0	25.490000	1.120000E-3	+1.22753991E-07
743.264512E+0	25.500000E+0	25.490000	1.130000E-3	+1.58628492E-07
743.687536E+0	25.500000E+0	25.490000	1.140000E-3	+1.62468579E-07
744.114561E+0	25.500000E+0	25.490000	1.150000E-3	+1.71462468E-07
744.544585E+0	25.500000E+0	25.490000	1.160000E-3	+1.52868361E-07
744.968609E+0	25.500000E+0	25.490000	1.170000E-3	+1.72068798E-07
745.393634E+0	25.500000E+0	25.490000	1.180000E-3	+1.78536313E-07
745.818658E+0	25.500000E+0	25.490000	1.190000E-3	+1.26998298E-07
746.245683E+0	25.500000E+0	25.490000	1.200000E-3	+2.02284222E-07
746.671707E+0	25.500000E+0	25.490000	1.210000E-3	+1.93189278E-07
747.097732E+0	25.500000E+0	25.490000	1.220000E-3	+2.17843567E-07
747.523756E+0	25.500000E+0	25.490000	1.230000E-3	+2.07738074E-07
747.949780E+0	25.500000E+0	25.490000	1.240000E-3	+2.17439347E-07
748.376805E+0	25.500000E+0	25.490000	1.250000E-3	+2.22997368E-07
748.803829E+0	25.500000E+0	25.490000	1.260000E-3	+2.10668667E-07
749.228853E+0	25.500000E+0	25.490000	1.270000E-3	+2.16327743E-07
749.655878E+0	25.500000E+0	25.490000	1.280000E-3	+2.23300533E-07
750.080902E+0	25.500000E+0	25.490000	1.290000E-3	+2.24816357E-07
750.504926E+0	25.500000E+0	25.490000	1.300000E-3	+2.31991257E-07
750.932950E+0	25.500000E+0	25.490000	1.310000E-3	+2.26736401E-07
751.358975E+0	25.500000E+0	25.490000	1.320000E-3	+1.92663614E-07
751.783999E+0	25.500000E+0	25.490000	1.330000E-3	+2.64614713E-07
752.210024E+0	25.500000E+0	25.490000	1.340000E-3	+2.01051172E-07
752.635048E+0	25.500000E+0	25.490000	1.350000E-3	+2.08933456E-07
753.061073E+0	25.500000E+0	25.490000	1.360000E-3	+2.38946765E-07
753.487097E+0	25.500000E+0	25.490000	1.370000E-3	+2.51376520E-07
753.912121E+0	25.500000E+0	25.490000	1.380000E-3	+2.62997835E-07
754.337145E+0	25.500000E+0	25.490000	1.390000E-3	+2.45010060E-07
754.764170E+0	25.500000E+0	25.490000	1.400000E-3	+2.76337083E-07
755.190194E+0	25.500000E+0	25.490000	1.410000E-3	+2.72598052E-07
755.618218E+0	25.500000E+0	25.490000	1.420000E-3	+1.98821764E-07
756.043243E+0	25.500000E+0	25.490000	1.430000E-3	+2.83202613E-07
756.469267E+0	25.500000E+0	25.490000	1.440000E-3	+3.15742293E-07
756.894292E+0	25.500000E+0	25.490000	1.450000E-3	+2.79665691E-07
757.322316E+0	25.500000E+0	25.490000	1.460000E-3	+1.91242646E-07
757.747341E+0	25.500000E+0	25.490000	1.470000E-3	+2.92297554E-07
758.174365E+0	25.500000E+0	25.490000	1.480000E-3	+3.03918869E-07
758.599390E+0	25.500000E+0	25.490000	1.490000E-3	+3.12710646E-07
759.023414E+0	25.500000E+0	25.490000	1.500000E-3	+2.63901125E-07
759.448438E+0	25.500000E+0	25.490000	1.510000E-3	+3.05232583E-07
759.873462E+0	25.500000E+0	25.490000	1.520000E-3	+3.03889306E-07
760.300487E+0	25.500000E+0	25.490000	1.530000E-3	+3.11064202E-07
760.727511E+0	25.500000E+0	25.490000	1.540000E-3	+2.84688878E-07
761.153535E+0	25.500000E+0	25.490000	1.550000E-3	+2.26582320E-07
761.579560E+0	25.500000E+0	25.490000	1.560000E-3	+2.89438457E-07
762.005584E+0	25.500000E+0	25.490000	1.570000E-3	+3.33801551E-07
762.430608E+0	25.500000E+0	25.490000	1.580000E-3	+3.16723276E-07
762.853632E+0	25.500000E+0	25.490000	1.590000E-3	+3.82105785E-07
763.279657E+0	25.500000E+0	25.490000	1.600000E-3	+3.57044174E-07
763.704681E+0	25.500000E+0	25.490000	1.610000E-3	+3.35418429E-07
764.129705E+0	25.500000E+0	25.490000	1.620000E-3	+3.56958323E-07
764.553730E+0	25.500000E+0	25.490000	1.630000E-3	+3.45741229E-07
764.980754E+0	25.500000E+0	25.490000	1.640000E-3	+3.62112122E-07
765.404778E+0	25.500000E+0	25.490000	1.650000E-3	+3.52309797E-07
765.831803E+0	25.500000E+0	25.490000	1.660000E-3	+3.40385320E-07
766.256827E+0	25.500000E+0	25.490000	1.670000E-3	+3.68882800E-07
766.682851E+0	25.500000E+0	25.490000	1.680000E-3	+3.86870572E-07
767.108876E+0	25.500000E+0	25.490000	1.690000E-3	+3.88790615E-07
767.533900E+0	25.500000E+0	25.490000	1.700000E-3	+3.92630701E-07
767.959925E+0	25.500000E+0	25.490000	1.710000E-3	+4.08294210E-07
768.387949E+0	25.500000E+0	25.490000	1.720000E-3	+3.84538173E-07
768.812973E+0	25.500000E+0	25.490000	1.730000E-3	+4.01010120E-07
769.239998E+0	25.500000E+0	25.490000	1.740000E-3	+4.05557590E-07
769.664022E+0	25.500000E+0	25.490000	1.750000E-3	+4.38703593E-07
770.093047E+0	25.500000E+0	25.490000	1.760000E-3	+4.01414339E-07
770.518071E+0	25.500000E+0	25.490000	1.770000E-3	+3.74028464E-07
770.943095E+0	25.500000E+0	25.490000	1.780000E-3	+3.72108421E-07
771.370120E+0	25.500000E+0	25.490000	1.790000E-3	+4.33852959E-07
771.795144E+0	25.500000E+0	25.490000	1.800000E-3	+3.75140068E-07
772.221168E+0	25.500000E+0	25.490000	1.810000E-3	+3.86862435E-07
772.648192E+0	25.500000E+0	25.490000	1.820000E-3	+4.46412032E-07
773.071217E+0	25.500000E+0	25.490000	1.830000E-3	+4.46007813E-07
773.496242E+0	25.500000E+0	25.490000	1.840000E-3	+4.47624691E-07
773.922266E+0	25.500000E+0	25.490000	1.850000E-3	+4.43986714E-07
774.350290E+0	25.500000E+0	25.490000	1.860000E-3	+4.32567509E-07
774.774314E+0	25.500000E+0	25.490000	1.870000E-3	+4.02149980E-07
775.202339E+0	25.500000E+0	25.490000	1.880000E-3	+4.42167726E-07
775.626363E+0	25.500000E+0	25.490000	1.890000E-3	+4.43885659E-07
776.052387E+0	25.500000E+0	25.490000	1.900000E-3	+4.88450876E-07
776.475412E+0	25.500000E+0	25.490000	1.910000E-3	+4.48231021E-07
776.903436E+0	25.500000E+0	25.490000	1.920000E-3	+4.60578909E-07
777.329461E+0	25.500000E+0	25.490000	1.930000E-3	+4.97868179E-07
777.755485E+0	25.500000E+0	25.490000	1.940000E-3	+4.71290732E-07
778.180509E+0	25.500000E+0	25.490000	1.950000E-3	+4.77151918E-07
778.607533E+0	25.500000E+0	25.490000	1.960000E-3	+4.67854864E-07
779.032558E+0	25.500000E+0	25.490000	1.970000E-3	+4.99181893E-07
779.458582E+0	25.500000E+0	25.490000	1.980000E-3	+4.96857629E-07
779.884607E+0	25.500000E+0	25.490000	1.990000E-3	+4.51989240E-07
780.309631E+0	25.500000E+0	25.490000	2.000000E-3	+5.13430638E-07
780.736655E+0	25.500000E+0	25.490000	2.010000E-3	+5.23738241E-07
781.161680E+0	25.500000E+0	25.490000	2.020000E-3	+4.96490836E-07
781.585704E+0	25.500000E+0	25.490000	2.030000E-3	+5.36003327E-07
782.011728E+0	25.500000E+0	25.490000	2.040000E-3	+5.13670180E-07
782.438753E+0	25.500000E+0	25.490000	2.050000E-3	+5.29838974E-07
782.867777E+0	25.500000E+0	25.490000	2.060000E-3	+5.18925038E-07
783.294802E+0	25.500000E+0	25.490000	2.070000E-3	+5.32163238E-07
783.718826E+0	25.500000E+0	25.490000	2.080000E-3	+5.47927812E-07
