Time(sec),TempRes(Ohm),SampVolt(V),SampCurr(A),CoilCurr(A)
0.266,109.77,9.4826e-07,0.5,0
1.125,109.76,1.045e-06,0.5,0
1.875,109.76,9.0489e-07,0.5,0
2.672,109.76,2.0029e-06,0.5,0
3.5,109.76,2.7245e-07,0.5,0
4.328,109.75,1.2233e-06,0.5,0
5.125,109.75,9.7901e-07,0.5,0
5.906,109.75,1.3008e-06,0.5,0
6.734,109.75,1.0919e-06,0.5,0
7.547,109.75,2.6115e-06,0.5,0
8.359,109.75,1.0192e-06,0.5,0
9.188,109.75,5.6928e-07,0.5,0
9.984,109.75,1.0079e-06,0.5,0
10.781,109.75,5.6136e-07,0.5,0
11.609,109.75,-4.1802e-07,0.5,0
12.438,109.75,-5.6846e-08,0.5,0
13.234,109.74,5.7769e-07,0.5,0
14.016,109.74,1.0152e-06,0.5,0
14.813,109.74,3.6437e-07,0.5,0
15.672,109.74,4.8269e-07,0.5,0
16.469,109.73,1.1649e-06,0.5,0
17.266,109.73,1.5592e-06,0.5,0
18.094,109.72,4.1253e-07,0.5,0
18.922,109.72,1.0823e-06,0.5,0
19.719,109.71,7.8026e-07,0.5,0
20.5,109.7,9.7084e-07,0.5,0
21.297,109.69,1.4523e-07,0.5,0
22.172,109.68,2.2972e-07,0.5,0
22.953,109.67,1.9241e-07,0.5,0
23.75,109.67,-5.6094e-07,0.5,0
24.578,109.65,2.2033e-07,0.5,0
25.375,109.65,-6.858e-08,0.5,0
26.156,109.64,1.9662e-07,0.5,0
26.984,109.63,1.0347e-07,0.5,0
27.828,109.6,6.0263e-07,0.5,0
28.609,109.59,-3.7788e-07,0.5,0
29.438,109.58,1.8699e-07,0.5,0
30.266,109.57,4.4514e-07,0.5,0
31.063,109.56,1.5017e-07,0.5,0
31.859,109.55,2.1334e-08,0.5,0
32.688,109.53,-5.6021e-07,0.5,0
33.484,109.52,-5.5859e-07,0.5,0
34.313,109.49,-2.0446e-07,0.5,0
35.094,109.48,2.4615e-07,0.5,0
35.891,109.47,-4.2032e-08,0.5,0
36.719,109.45,-1.6666e-07,0.5,0
37.547,109.43,-4.7508e-07,0.5,0
38.328,109.42,-1.2366e-06,0.5,0
39.172,109.39,-3.6258e-07,0.5,0
39.953,109.37,-1.2317e-06,0.5,0
40.781,109.34,-7.991e-07,0.5,0
41.578,109.33,-6.0083e-07,0.5,0
42.406,109.29,-1.1925e-06,0.5,0
43.203,109.27,-8.0242e-07,0.5,0
44.031,109.24,-2.509e-06,0.5,0
44.828,109.22,-1.9716e-06,0.5,0
45.656,109.18,-1.8057e-06,0.5,0
46.438,109.16,-1.5715e-06,0.5,0
47.281,109.13,-1.8991e-06,0.5,0
48.109,109.09,-1.2713e-06,0.5,0
48.891,109.07,-2.7263e-06,0.5,0
49.688,109.04,-1.7895e-06,0.5,0
50.484,109.01,-2.5902e-06,0.5,0
51.344,108.97,-2.7528e-06,0.5,0
52.141,108.93,-2.3896e-06,0.5,0
52.938,108.89,-2.9448e-06,0.5,0
53.719,108.86,-2.6268e-06,0.5,0
54.547,108.84,-2.7878e-06,0.5,0
55.313,108.81,-2.8089e-06,0.5,0
56.063,108.76,-3.4693e-06,0.5,0
56.766,108.72,-3.7047e-06,0.5,0
57.594,108.68,-3.0938e-06,0.5,0
58.438,108.64,-3.4301e-06,0.5,0
59.266,108.6,-3.761e-06,0.5,0
60.047,108.56,-3.5385e-06,0.5,0
60.844,108.52,-3.0879e-06,0.5,0
61.641,108.46,-3.9349e-06,0.5,0
62.469,108.42,-4.527e-06,0.5,0
63.297,108.37,-4.1682e-06,0.5,0
64.094,108.33,-4.3024e-06,0.5,0
64.875,108.29,-4.9067e-06,0.5,0
65.75,108.24,-3.6709e-06,0.5,0
66.547,108.2,-4.385e-06,0.5,0
67.328,108.15,-4.4174e-06,0.5,0
68.156,108.11,-4.757e-06,0.5,0
68.953,108.06,-4.0675e-06,0.5,0
69.781,108.02,-4.1778e-06,0.5,0
70.609,107.98,-4.262e-06,0.5,0
71.406,107.93,-3.9269e-06,0.5,0
72.188,107.89,-4.3697e-06,0.5,0
73.031,107.84,-5.0013e-06,0.5,0
73.859,107.8,-3.9811e-06,0.5,0
74.641,107.74,-4.7077e-06,0.5,0
75.438,107.7,-4.8863e-06,0.5,0
76.313,107.64,-4.4261e-06,0.5,0
77.094,107.6,-5.1555e-06,0.5,0
77.891,107.55,-5.9231e-06,0.5,0
78.688,107.49,-5.4016e-06,0.5,0
79.516,107.44,-5.4525e-06,0.5,0
80.344,107.4,-5.5971e-06,0.5,0
81.141,107.34,-5.2345e-06,0.5,0
81.922,107.3,-5.5246e-06,0.5,0
82.75,107.24,-5.3404e-06,0.5,0
83.578,107.19,-5.2845e-06,0.5,0
84.375,107.14,-5.2676e-06,0.5,0
85.172,107.09,-5.0527e-06,0.5,0
85.953,107.03,-5.1979e-06,0.5,0
86.781,106.99,-6.2622e-06,0.5,0
87.625,106.93,-5.1517e-06,0.5,0
88.406,106.88,-5.7435e-06,0.5,0
89.234,106.82,-5.688e-06,0.5,0
90.031,106.76,-5.2068e-06,0.5,0
90.828,106.71,-6.1012e-06,0.5,0
91.688,106.67,-4.9839e-06,0.5,0
92.484,106.61,-5.3833e-06,0.5,0
93.281,106.56,-5.7224e-06,0.5,0
94.063,106.5,-5.4512e-06,0.5,0
94.891,106.45,-5.948e-06,0.5,0
95.734,106.4,-5.6257e-06,0.5,0
96.516,106.35,-6.3082e-06,0.5,0
97.297,106.3,-5.8611e-06,0.5,0
98.141,106.23,-5.3876e-06,0.5,0
98.969,106.18,-5.216e-06,0.5,0
99.75,106.13,-5.284e-06,0.5,0
100.55,106.08,-5.6661e-06,0.5,0
101.38,106.02,-5.6358e-06,0.5,0
102.2,105.97,-5.9026e-06,0.5,0
103,105.91,-5.9226e-06,0.5,0
103.8,105.86,-5.7588e-06,0.5,0
104.63,105.81,-6.1639e-06,0.5,0
105.45,105.76,-5.2676e-06,0.5,0
106.25,105.7,-6.6729e-06,0.5,0
107.03,105.65,-6.2446e-06,0.5,0
107.86,105.6,-5.7407e-06,0.5,0
108.69,105.54,-6.3087e-06,0.5,0
109.48,105.49,-6.8461e-06,0.5,0
110.28,105.44,-7.2459e-06,0.5,0
111.11,105.39,-6.947e-06,0.5,0
111.91,105.34,-6.3974e-06,0.5,0
112.73,105.28,-6.6114e-06,0.5,0
113.52,105.23,-6.8219e-06,0.5,0
114.34,105.15,-6.0777e-06,0.5,0
115.14,105.09,-6.8179e-06,0.5,0
115.94,105.04,-6.5504e-06,0.5,0
116.8,104.99,-6.9397e-06,0.5,0
117.59,104.94,-6.5501e-06,0.5,0
118.39,104.88,-6.6135e-06,0.5,0
119.17,104.84,-6.2906e-06,0.5,0
120.05,104.78,-6.6224e-06,0.5,0
120.84,104.73,-7.3495e-06,0.5,0
121.63,104.67,-7.0357e-06,0.5,0
122.42,104.62,-7.313e-06,0.5,0
123.25,104.57,-6.9303e-06,0.5,0
124.08,104.52,-7.4712e-06,0.5,0
124.88,104.46,-7.651e-06,0.5,0
125.66,104.41,-7.2138e-06,0.5,0
126.5,104.35,-6.9212e-06,0.5,0
127.33,104.28,-7.1038e-06,0.5,0
128.11,104.23,-7.8587e-06,0.5,0
128.91,104.17,-8.4038e-06,0.5,0
129.7,104.11,-8.6787e-06,0.5,0
130.53,104.04,-8.4064e-06,0.5,0
131.36,103.98,-8.608e-06,0.5,0
132.16,103.92,-8.2229e-06,0.5,0
132.94,103.85,-8.6604e-06,0.5,0
133.77,103.77,-9.37e-06,0.5,0
134.61,103.7,-9.9511e-06,0.5,0
135.39,103.62,-1.0378e-05,0.5,0
136.22,103.54,-1.0007e-05,0.5,0
137.02,103.46,-1.0122e-05,0.5,0
137.81,103.38,-1.1256e-05,0.5,0
138.64,103.3,-1.3104e-05,0.5,0
139.47,103.22,-1.379e-05,0.5,0
140.27,103.13,-1.4235e-05,0.5,0
141.05,103.04,-1.6246e-05,0.5,0
141.88,102.95,-1.6583e-05,0.5,0
142.67,102.87,-1.678e-05,0.5,0
143.5,102.77,-1.7505e-05,0.5,0
144.3,102.67,-1.8177e-05,0.5,0
145.16,102.57,-1.8339e-05,0.5,0
145.92,102.47,-1.8322e-05,0.5,0
146.75,102.37,-1.8946e-05,0.5,0
147.53,102.27,-1.9048e-05,0.5,0
148.36,102.16,-1.8925e-05,0.5,0
149.16,102.05,-1.941e-05,0.5,0
149.98,101.91,-1.9502e-05,0.5,0
150.78,101.8,-1.9846e-05,0.5,0
151.56,101.68,-2.0198e-05,0.5,0
152.41,101.57,-1.9934e-05,0.5,0
153.23,101.45,-2.0654e-05,0.5,0
154.02,101.34,-2.0627e-05,0.5,0
154.86,101.21,-2.0651e-05,0.5,0
155.64,101.08,-2.0819e-05,0.5,0
156.47,100.94,-2.0729e-05,0.5,0
157.27,100.78,-2.0516e-05,0.5,0
158.05,100.62,-2.0955e-05,0.5,0
158.88,100.45,-2.0454e-05,0.5,0
159.72,100.26,-2.1389e-05,0.5,0
160.5,100.08,-2.1053e-05,0.5,0
161.33,99.9,-2.1269e-05,0.5,0
162.13,99.71,-2.1327e-05,0.5,0
162.95,99.52,-2.1295e-05,0.5,0
163.75,99.31,-2.1528e-05,0.5,0
164.58,99.12,-2.1382e-05,0.5,0
165.38,98.92,-2.1677e-05,0.5,0
166.2,98.72,-2.1415e-05,0.5,0
167.03,98.51,-2.2374e-05,0.5,0
167.81,98.3,-2.1752e-05,0.5,0
168.61,98.1,-2.1529e-05,0.5,0
169.44,97.9,-2.2776e-05,0.5,0
170.27,97.69,-2.2538e-05,0.5,0
171.09,97.47,-2.2433e-05,0.5,0
171.89,97.27,-2.2078e-05,0.5,0
172.69,97.06,-2.1987e-05,0.5,0
173.52,96.85,-2.2259e-05,0.5,0
174.34,96.64,-2.2629e-05,0.5,0
175.14,96.43,-2.3036e-05,0.5,0
175.92,96.22,-2.268e-05,0.5,0
176.8,95.99,-2.381e-05,0.5,0
177.59,95.79,-2.3559e-05,0.5,0
178.38,95.57,-2.3473e-05,0.5,0
179.2,95.35,-2.3479e-05,0.5,0
180,95.14,-2.4325e-05,0.5,0
180.83,94.92,-2.4331e-05,0.5,0
181.66,94.71,-2.4324e-05,0.5,0
182.45,94.49,-2.5249e-05,0.5,0
183.25,94.28,-2.4366e-05,0.5,0
184.08,94.05,-2.402e-05,0.5,0
184.91,93.83,-2.4595e-05,0.5,0
185.7,93.61,-2.475e-05,0.5,0
186.48,93.4,-2.4961e-05,0.5,0
187.36,93.18,-2.4973e-05,0.5,0
188.14,92.96,-2.612e-05,0.5,0
188.94,92.74,-2.4785e-05,0.5,0
189.77,92.51,-2.5351e-05,0.5,0
190.56,92.3,-2.5766e-05,0.5,0
191.44,92.06,-2.5541e-05,0.5,0
192.22,91.84,-2.6202e-05,0.5,0
193.02,91.63,-2.546e-05,0.5,0
193.84,91.41,-2.5992e-05,0.5,0
194.67,91.18,-2.6723e-05,0.5,0
195.47,90.97,-2.6823e-05,0.5,0
196.3,90.75,-2.6725e-05,0.5,0
197.09,90.54,-2.6322e-05,0.5,0
197.88,90.31,-2.7095e-05,0.5,0
198.75,90.09,-2.6758e-05,0.5,0
199.55,89.88,-2.7029e-05,0.5,0
200.33,89.65,-2.7273e-05,0.5,0
201.16,89.43,-2.7185e-05,0.5,0
201.98,89.22,-2.7651e-05,0.5,0
202.78,89,-2.7566e-05,0.5,0
203.61,88.76,-2.7916e-05,0.5,0
204.41,88.56,-2.7847e-05,0.5,0
205.2,88.34,-2.7669e-05,0.5,0
206.03,88.11,-2.8421e-05,0.5,0
206.86,87.9,-2.9005e-05,0.5,0
207.64,87.68,-2.8209e-05,0.5,0
208.44,87.47,-2.9484e-05,0.5,0
209.31,87.26,-2.9596e-05,0.5,0
210.14,87.03,-2.8741e-05,0.5,0
210.92,86.82,-2.9183e-05,0.5,0
211.72,86.61,-2.9723e-05,0.5,0
212.55,86.4,-2.9837e-05,0.5,0
213.38,86.16,-2.9758e-05,0.5,0
214.25,85.95,-2.9381e-05,0.5,0
215.05,85.74,-3.0063e-05,0.5,0
215.88,85.51,-2.9749e-05,0.5,0
216.7,85.29,-3.0478e-05,0.5,0
217.48,85.09,-3.0635e-05,0.5,0
218.31,84.88,-3.0733e-05,0.5,0
219.11,84.66,-3.0466e-05,0.5,0
219.98,84.46,-3.056e-05,0.5,0
220.77,84.26,-3.0607e-05,0.5,0
221.56,84.04,-3.0626e-05,0.5,0
222.39,83.83,-3.066e-05,0.5,0
223.19,83.62,-3.0768e-05,0.5,0
224.02,83.41,-3.161e-05,0.5,0
224.84,83.2,-3.1535e-05,0.5,0
225.64,82.99,-3.2303e-05,0.5,0
226.42,82.78,-3.1209e-05,0.5,0
227.3,82.58,-3.194e-05,0.5,0
228.08,82.38,-3.1063e-05,0.5,0
228.88,82.16,-3.1595e-05,0.5,0
229.7,81.96,-3.1745e-05,0.5,0
230.5,81.76,-3.215e-05,0.5,0
231.33,81.55,-3.2524e-05,0.5,0
232.16,81.35,-3.2002e-05,0.5,0
232.95,81.14,-3.2034e-05,0.5,0
233.73,80.94,-3.2707e-05,0.5,0
234.61,80.74,-3.2766e-05,0.5,0
235.41,80.54,-3.2528e-05,0.5,0
236.19,80.33,-3.2512e-05,0.5,0
237.03,80.13,-3.262e-05,0.5,0
237.81,79.95,-3.2838e-05,0.5,0
238.64,79.74,-3.2426e-05,0.5,0
239.47,79.55,-3.3146e-05,0.5,0
240.27,79.36,-3.2998e-05,0.5,0
241.06,79.15,-3.255e-05,0.5,0
241.92,78.94,-3.2702e-05,0.5,0
242.72,78.74,-3.256e-05,0.5,0
243.55,78.55,-3.2667e-05,0.5,0
244.34,78.36,-3.3038e-05,0.5,0
245.13,78.15,-3.2849e-05,0.5,0
246,77.97,-3.2899e-05,0.5,0
246.8,77.78,-3.3358e-05,0.5,0
247.58,77.59,-3.3178e-05,0.5,0
248.42,77.4,-3.4843e-05,0.5,0
249.2,77.2,-3.2948e-05,0.5,0
250.03,77.01,-3.3148e-05,0.5,0
250.88,76.82,-3.3449e-05,0.5,0
251.66,76.63,-3.3665e-05,0.5,0
252.45,76.44,-3.3248e-05,0.5,0
253.28,76.27,-3.3468e-05,0.5,0
254.11,76.07,-3.3898e-05,0.5,0
254.91,75.89,-3.2817e-05,0.5,0
255.73,75.69,-3.3429e-05,0.5,0
256.52,75.5,-3.3393e-05,0.5,0
257.39,75.32,-3.3124e-05,0.5,0
258.19,75.14,-3.376e-05,0.5,0
258.97,74.96,-3.3684e-05,0.5,0
259.77,74.82,-3.4126e-05,0.5,0
260.52,74.64,-3.3175e-05,0.5,0
261.27,74.47,-3.445e-05,0.5,0
262.02,74.28,-3.3105e-05,0.5,0
262.81,74.09,-3.3249e-05,0.5,0
263.69,73.92,-3.3542e-05,0.5,0
264.47,73.74,-3.3246e-05,0.5,0
265.27,73.56,-3.3672e-05,0.5,0
266.09,73.38,-3.3236e-05,0.5,0
266.89,73.21,-3.3569e-05,0.5,0
267.72,73.04,-3.3909e-05,0.5,0
268.55,72.87,-3.3264e-05,0.5,0
269.34,72.7,-3.3886e-05,0.5,0
270.13,72.52,-3.3262e-05,0.5,0
270.95,72.33,-3.3473e-05,0.5,0
271.8,72.17,-3.3197e-05,0.5,0
272.58,72.03,-3.3109e-05,0.5,0
273.3,71.87,-3.2927e-05,0.5,0
274.05,71.69,-3.2073e-05,0.5,0
274.84,71.52,-3.2448e-05,0.5,0
275.63,71.37,-3.2711e-05,0.5,0
276.42,71.2,-3.2352e-05,0.5,0
277.28,71.02,-3.2487e-05,0.5,0
278.08,70.87,-3.2074e-05,0.5,0
278.88,70.69,-3.2104e-05,0.5,0
279.7,70.53,-3.2786e-05,0.5,0
280.53,70.38,-3.234e-05,0.5,0
281.33,70.2,-3.2205e-05,0.5,0
282.16,70.05,-3.1994e-05,0.5,0
282.94,69.88,-3.2037e-05,0.5,0
283.73,69.73,-3.2185e-05,0.5,0
284.61,69.56,-3.1286e-05,0.5,0
285.39,69.41,-3.198e-05,0.5,0
286.22,69.25,-3.1809e-05,0.5,0
287.02,69.07,-3.0829e-05,0.5,0
287.81,68.92,-3.097e-05,0.5,0
288.67,68.76,-3.164e-05,0.5,0
289.47,68.61,-3.0754e-05,0.5,0
290.27,68.46,-3.0837e-05,0.5,0
291.09,68.31,-3.0609e-05,0.5,0
291.92,68.15,-3.0083e-05,0.5,0
292.7,68,-3.0053e-05,0.5,0
293.5,67.85,-3.0859e-05,0.5,0
