file, i_coil, i_int, i_ext, i_int_sign, i_ext_sign, v_mean_on, v_std_on, v_mean_off, v_std_off, v_shift, v_shift_err
00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,
