
Bin,Number,Channel Y0,Channel Y1,Channel Y2
---,---,Time,Resistance,Voltage
0,1,0.1484999999997854,43.165,3.127e-06
3,1,0.8020000000002862,43.15333333333333,3.012e-06
6,1,1.320000000000164,43.125,2.856e-06
8,1,1.859000000000378,43.11499999999999,2.856e-06
11,1,2.437000000000201,43.09333333333333,2.845e-06
13,1,3.015000000000327,43.065,2.991e-06
16,1,3.561999999999898,43.04,3.075e-06
18,1,4.092999999999847,43.02500000000001,2.981e-06
21,1,4.640000000000327,42.98999999999999,3.075e-06
23,1,5.179499999999734,42.955,3.075e-06
26,1,5.726000000000113,42.94,2.772e-06
28,1,6.273000000000138,42.915,3.116e-06
31,1,6.811999999999898,42.895,2.971e-06
33,1,7.359000000000378,42.86499999999999,3.231e-06
35,1,7.905999999999949,42.845,2.793e-06
38,1,8.436999999999898,42.825,3.262e-06
40,1,8.984000000000378,42.81,3.148e-06
43,1,9.515000000000327,42.78,3.054e-06
45,1,10.05449999999973,42.755,2.877e-06
48,1,10.60100000000011,42.745,3.44e-06
50,1,11.14000000000033,42.715,3.054e-06
53,1,11.67949999999973,42.695,3.012e-06
55,1,12.21799999999985,42.665,3.148e-06
58,1,12.76549999999997,42.645,3.189e-06
60,1,13.3119999999999,42.61499999999999,2.877e-06
63,1,13.85100000000011,42.595,3.158e-06
65,1,14.39000000000033,42.565,2.835e-06
67,1,14.9369999999999,42.545,3.158e-06
70,1,15.46799999999985,42.52500000000001,3.023e-06
72,1,16.00750000000016,42.505,3.043e-06
75,1,16.55449999999973,42.48,3.252e-06
77,1,17.10100000000011,42.455,2.731e-06
80,1,17.625,42.43666666666667,3.085e-06
82,1,18.20300000000043,42.41,2.877e-06
85,1,18.73400000000038,42.38500000000001,2.929e-06
87,1,19.28099999999995,42.355,2.877e-06
90,1,19.82000000000016,42.34,3.002e-06
92,1,20.36700000000019,42.315,2.981e-06
95,1,20.89800000000014,42.295,2.845e-06
97,1,21.4369999999999,42.285,2.981e-06
100,1,21.97600000000011,42.265,2.918e-06
102,1,22.52300000000014,42.255,3.033e-06
104,1,23.0619999999999,42.245,2.96e-06
107,1,23.60900000000038,42.235,2.762e-06
109,1,24.14000000000033,42.215,2.991e-06
112,1,24.67949999999973,42.21,3.012e-06
114,1,25.21799999999985,42.205,2.877e-06
117,1,25.75750000000016,42.2,2.991e-06
119,1,26.30449999999973,42.195,2.96e-06
122,1,26.84299999999985,42.19,2.825e-06
124,1,27.375,42.17,2.835e-06
127,1,27.92199999999957,42.16,2.731e-06
129,1,28.46050000000014,42.16,3.075e-06
132,1,29.00750000000016,42.15,3.054e-06
134,1,29.55449999999973,42.145,2.877e-06
136,1,30.09299999999985,42.14,2.835e-06
139,1,30.625,42.14,2.835e-06
141,1,31.16399999999976,42.14,3.033e-06
144,1,31.71050000000014,42.13,3.023e-06
146,1,32.25,42.13,2.845e-06
149,1,32.89066666666653,42.97333333333334,2.856e-06
151,1,33.39800000000014,42.13,2.918e-06
154,1,33.94500000000016,42.13,3.012e-06
156,1,34.48400000000038,42.12,3.335e-06
159,1,35.01500000000033,42.12,2.7e-06
161,1,35.5619999999999,42.12,2.971e-06
164,1,36.10100000000011,42.12,3.023e-06
166,1,36.64800000000014,42.12,2.991e-06
169,1,37.19500000000016,42.12,2.658e-06
171,1,37.73400000000038,42.12,2.804e-06
174,1,38.28099999999995,42.12,2.991e-06
176,1,38.82000000000016,42.12,3.127e-06
179,1,39.35900000000038,42.12,3.096e-06
181,1,39.90599999999995,42.12,3.064e-06
184,1,40.4369999999999,42.125,3.137e-06
186,1,40.98400000000038,42.13,3.179e-06
188,1,41.52300000000014,42.13,3.033e-06
191,1,42.05449999999973,42.13,3.158e-06
193,1,42.60100000000011,42.13,2.908e-06
196,1,43.15599999999995,42.13,3.106e-06
198,1,43.70300000000043,42.13,2.939e-06
201,1,44.25,42.13,2.866e-06
203,1,44.78899999999976,42.13500000000001,2.991e-06
206,1,45.33550000000014,42.14,3.075e-06
208,1,45.875,42.14,0.000603086
211,1,46.42199999999957,42.14,0.0007477230000000001
213,1,46.96050000000014,42.14,0.001162427
216,1,47.50750000000016,42.14,0.001159185
218,1,48.05449999999973,42.15,0.001155756
221,1,48.59299999999985,42.15,0.001152192
223,1,49.14000000000033,42.15,0.001148283
226,1,49.67199999999957,42.155,0.001144541
228,1,50.23400000000038,42.16,0.001140674
231,1,50.76500000000033,42.16,0.001136849
233,1,51.3119999999999,42.16,0.001132743
236,1,51.85900000000038,42.17,0.001129022
238,1,52.39800000000014,42.17,0.001125374
240,1,52.95300000000043,42.18,0.001121444
243,1,53.5,42.185,0.001117619
245,1,54.04699999999957,42.19,0.001113856
248,1,54.57800000000043,42.19,0.001110698
250,1,55.13250000000016,42.19,0.001106811
253,1,55.67199999999957,42.2,0.00110359
255,1,56.21050000000014,42.2,0.001099786
258,1,56.75,42.2,0.001096596
260,1,57.28899999999976,42.205,0.001093438
263,1,57.83550000000014,42.21,0.001090343
265,1,58.38250000000016,42.21,0.00108684
268,1,58.92199999999957,42.21,0.001083943
270,1,59.46799999999985,42.21,0.001080701
273,1,60.00750000000016,42.21,0.001077627
275,1,60.55449999999973,42.215,0.001074948
278,1,61.09299999999985,42.22,0.00107205
280,1,61.66666666666666,43.06999999999999,0.001068892
283,1,62.23400000000038,42.24,0.001065369
285,1,62.78099999999995,42.24,0.001063066
288,1,63.32000000000016,42.24,0.001060273
289,1,63.71849999999995,42.24,0.001058344
292,1,64.20300000000043,42.24,0.001056239
294,1,64.74200000000019,42.25,0.001053654
297,1,65.31733333333341,42.25,0.00105134
299,1,65.89049999999997,42.25,0.001048735
302,1,66.42949999999973,42.255,0.001046254
304,1,66.97600000000011,42.26,0.001044034
307,1,67.52300000000014,42.26,0.001041845
309,1,68.0625,42.265,0.001039583
312,1,68.60100000000011,42.27,0.001037561
314,1,69.15599999999995,42.27500000000001,0.001035466
317,1,69.6875,42.28,0.001033528
319,1,70.22600000000011,42.285,0.001031443
322,1,70.77300000000014,42.29,0.001029838
324,1,71.3119999999999,42.29,0.001027806
327,1,71.85100000000011,42.295,0.001026002
329,1,72.38250000000016,42.3,0.001024283
331,1,72.94500000000016,42.3,0.001022469
334,1,73.48399999999992,42.3,0.00102076
336,1,74.03099999999995,42.31,0.001019301
339,1,74.57000000000016,42.31,0.001017914
341,1,75.10899999999992,42.31,0.001016413
344,1,75.66399999999976,42.31,0.001014756
346,1,76.20300000000043,42.32,0.001013516
349,1,76.74950000000035,42.32,0.0010119
351,1,77.29649999999992,42.33,0.001010639
354,1,77.8435000000004,42.335,0.001008992
356,1,78.375,42.34,0.00100795
359,1,78.92199999999957,42.34,0.00100646
361,1,79.45249999999987,42.345,0.001005355
364,1,79.99950000000035,42.35,0.0010045
366,1,80.53899999999976,42.35,0.001003187
368,1,81.07749999999987,42.35,0.001002207
371,1,81.625,42.355,0.001001186
373,1,82.16399999999976,42.36,0.001000102
376,1,82.7185000000004,42.36,0.0009992569999999999
378,1,83.25750000000016,42.36,0.000998173
381,1,83.79699999999957,42.36499999999999,0.000997663
383,1,84.34299999999985,42.37,0.0009969639999999999
386,1,84.88250000000016,42.375,0.0009959330000000001
388,1,85.42949999999973,42.38,0.0009954219999999999
391,1,85.97600000000011,42.39,0.0009945150000000001
393,1,86.50750000000016,42.39,0.0009940459999999999
396,1,87.04699999999957,42.39,0.0009935670000000001
398,1,87.59299999999985,42.395,0.000992754
401,1,88.12450000000035,42.4,0.000992253
403,1,88.66399999999976,42.405,0.0009915340000000001
406,1,89.21050000000014,42.41,0.000991086
408,1,89.75,42.41,0.000990346
410,1,90.29699999999957,42.41,0.000990033
413,1,90.83550000000014,42.415,0.0009896480000000001
415,1,91.38250000000016,42.42,0.0009895119999999999
418,1,91.95833333333333,43.27,0.000989116
421,1,92.52300000000014,42.425,0.000481264
423,1,93.07000000000016,42.43,1.699e-06
426,1,93.61700000000019,42.43,1.845e-06
428,1,94.15599999999995,42.44,1.761e-06
431,1,94.70300000000043,42.44,1.782e-06
433,1,95.24200000000019,42.44,1.876e-06
435,1,95.77300000000014,42.44,2.147e-06
438,1,96.32000000000016,42.45,2.189e-06
440,1,96.85899999999992,42.45,2.022e-06
443,1,97.39800000000014,42.45,2.251e-06
445,1,97.9369999999999,42.46,2.627e-06
448,1,98.47600000000011,42.46,2.491e-06
450,1,99.02349999999979,42.46,2.501e-06
