16,0.11,35.74,0,10,1.5
,,,,30,1.5
,,,,60,1.5
,,,,100,1.5
,,,,200,1.5
,,,,400,1.3
,,,,600,0.8
,,35.71,,800,0.5
,,,,1000,1
,,,,10,0.6
,,,,30,1
