21.3,0.147,41.63,0,0,3
,,,,1,3
,,,,2,3
,,,,7,3.7
,,,,15,4.3
,,,,30,7.1
,,,,60,14
,,41.67,,100,26.2
,,,,200,68.6
,,,,400,192
,,,,1000,900
,,,,2,2.6
,,,,3,3
,,,,4,3.3
,,,,5,3.4
,,,,6,3.6
,,,,7,3.9
,,,,15,5.2
,,,,300,147
,,,,500,310
