20,0.138,40.6,0,0,3.9
,,,,5,3.8
,,,,10,3.8
,,,,15,3.8
,,,,30,3
,,,,60,2.9
,,,,100,3
,,,,200,2.3
,,40.36,,400,6
,,,,600,17.1
,,,,800,38.7
,,,,1000,73.7
,,,,0,1
,,40.28,,5,2.1
,,,,10,2.2
,,,,15,2.4
,,,,30,2.6
