Time(sec),TempRes(Ohm),SampVolt(V),extCurr(A),CoilCurr(A),intCurr(A),SampCurr_order(A),intCurr_sign,extCurr_sign0.547,99.51,-6.031e-06,3.4364e-09,7,0.16,0,1,1
1.015,99.51,-4.9881e-06,2.9989e-09,7,0.16,0,1,1
1.547,99.51,-4.4075e-06,1.1306e-09,7,0.16,0,1,1
1.953,99.51,-4.0156e-06,2.888e-09,7,0.16,0,1,1
2.375,99.51,-4.7281e-06,1.7782e-09,7,0.16,0,1,1
2.922,99.51,-4.6185e-06,2.9939e-09,7,0.16,0,1,1
3.453,99.51,-4.0069e-06,1.7989e-09,7,0.16,0,1,1
3.984,99.51,-4.328e-06,7.5565e-12,7,0.16,0,1,1
4.39,99.51,-4.5833e-06,2.2066e-09,7,0.16,0,1,1
4.875,99.51,-4.3153e-06,2.3389e-09,7,0.16,0,1,1
5.422,99.51,-4.5056e-06,2.5217e-09,7,0.16,0.4,1,1
5.969,99.51,-4.182e-06,2.1446e-09,7,0.16,0.4,1,1
6.515,99.52,-4.4986e-06,1.172e-09,7,0.16,0.4,1,1
7.047,99.52,-4.4477e-06,1.994e-09,7,0.16,0.4,1,1
7.594,99.52,-4.3838e-06,2.4017e-09,7,0.16,0.4,1,1
8.14,99.52,-5.1876e-06,2.8922e-09,7,0.16,0.4,1,1
8.687,99.52,-4.5453e-06,8.6138e-11,7,0.16,0.4,1,1
9.219,99.52,-5.1383e-06,5.5172e-10,7,0.16,0.4,1,1
9.765,99.52,-5.2376e-06,3.2718e-09,7,0.16,0.4,1,1
10.297,99.53,-5.7928e-06,2.2024e-09,7,0.16,0.4,1,1
10.703,99.53,-5.6077e-06,1.9593e-09,7,0.16,0.8,1,1
11.125,99.53,-5.5737e-06,3.457e-09,7,0.16,0.8,1,1
11.656,99.53,-6.2646e-06,1.7782e-09,7,0.16,0.8,1,1
12.062,99.53,-6.422e-06,1.0257e-09,7,0.16,0.8,1,1
12.484,99.53,-6.0059e-06,4.3348e-10,7,0.16,0.8,1,1
13.031,99.53,-6.6555e-06,7.8575e-10,7,0.16,0.8,1,1
13.562,99.53,-7.1153e-06,2.5126e-09,7,0.16,0.8,1,1
14.109,99.53,-6.9019e-06,6.7661e-10,7,0.16,0.8,1,1
14.656,99.53,-6.6208e-06,1.8179e-09,7,0.16,0.8,1,1
15.187,99.53,-7.594e-06,1.7947e-09,7,0.16,0.8,1,1
15.734,99.53,-7.1671e-06,1.1348e-09,7,0.16,1.2,1,1
16.265,99.53,-7.3035e-06,-4.6961e-10,7,0.16,1.2,1,1
16.672,99.53,-7.4929e-06,2.2414e-09,7,0.16,1.2,1,1
17.094,99.53,-7.7146e-06,3.1213e-09,7,0.16,1.2,1,1
17.64,99.53,-7.4769e-06,4.2833e-09,7,0.16,1.2,1,1
18.172,99.53,-8.1631e-06,4.0335e-09,7,0.16,1.2,1,1
18.719,99.53,-8.0896e-06,2.1239e-09,7,0.16,1.2,1,1
19.25,99.53,-7.5307e-06,4.3271e-09,7,0.16,1.2,1,1
19.797,99.53,-8.1673e-06,9.8011e-10,7,0.16,1.2,1,1
20.344,99.53,-8.5834e-06,2.8525e-09,7,0.16,1.2,1,1
20.875,99.53,-8.2145e-06,2.4266e-09,7,0.16,1.6,1,1
21.406,99.53,-7.4853e-06,2.5589e-09,7,0.16,1.6,1,1
21.812,99.53,-7.9073e-06,2.2049e-09,7,0.16,1.6,1,1
22.219,99.53,-7.9681e-06,2.2827e-09,7,0.16,1.6,1,1
22.625,99.53,-8.5196e-06,2.6771e-09,7,0.16,1.6,1,1
23.047,99.53,-9.1194e-06,2.8873e-09,7,0.16,1.6,1,1
23.594,99.53,-8.59e-06,1.2853e-09,7,0.16,1.6,1,1
24.125,99.53,-8.5486e-06,1.545e-09,7,0.16,1.6,1,1
24.672,99.53,-9.0326e-06,1.7947e-09,7,0.16,1.6,1,1
25.219,99.53,-9.0396e-06,1.3688e-09,7,0.16,1.6,1,1
25.75,99.53,-9.6381e-06,2.8244e-09,7,0.16,2,1,1
26.156,99.53,-9.0255e-06,1.8295e-09,7,0.16,2,1,1
26.578,99.53,-9.4972e-06,-1.9765e-09,7,0.16,2,1,1
26.984,99.53,-9.5575e-06,-6.6397e-10,7,0.16,2,1,1
27.406,99.53,-9.6652e-06,2.7326e-09,7,0.16,2,1,1
27.937,99.53,-9.19e-06,-5.1838e-10,7,0.16,2,1,1
28.484,99.53,-1.0144e-05,5.6083e-10,7,0.16,2,1,1
29.031,99.53,-1.0026e-05,7.1553e-10,7,0.16,2,1,1
29.562,99.53,-1.0095e-05,4.8829e-09,7,0.16,2,1,1
30.109,99.53,-1.0122e-05,2.1446e-09,7,0.16,2,1,1
30.656,99.53,-1.0136e-05,4.1328e-09,7,0.16,2.4,1,1
31.187,99.53,-1.0349e-05,1.7186e-09,7,0.16,2.4,1,1
31.734,99.53,-1.0036e-05,7.8254e-10,7,0.16,2.4,1,1
32.281,99.53,-1.042e-05,3.3115e-09,7,0.16,2.4,1,1
32.812,99.53,-1.087e-05,4.7314e-10,7,0.16,2.4,1,1
33.359,99.54,-1.1717e-05,1.1415e-09,7,0.16,2.4,1,1
33.89,99.54,-1.1191e-05,2.3961e-09,7,0.16,2.4,1,1
34.437,99.53,-1.2099e-05,1.2646e-09,7,0.16,2.4,1,1
34.984,99.54,-1.1984e-05,1.9105e-09,7,0.16,2.4,1,1
35.39,99.54,-1.2673e-05,-1.1783e-09,7,0.16,2.4,1,1
35.812,99.54,-1.1771e-05,3.0476e-09,7,0.16,2.8,1,1
36.359,99.54,-1.2985e-05,1.9288e-09,7,0.16,2.8,1,1
36.906,99.54,-1.2439e-05,2.8897e-09,7,0.16,2.8,1,1
37.453,99.54,-1.33e-05,9.2394e-10,7,0.16,2.8,1,1
37.984,99.54,-1.3702e-05,1.1025e-09,7,0.16,2.8,1,1
38.531,99.54,-1.314e-05,1.5285e-09,7,0.16,2.8,1,1
39.062,99.54,-1.4082e-05,1.9428e-09,7,0.16,2.8,1,1
39.609,99.54,-1.3693e-05,1.1001e-09,7,0.16,2.8,1,1
40.156,99.54,-1.426e-05,3.714e-10,7,0.16,2.8,1,1
40.687,99.54,-1.4459e-05,2.0354e-09,7,0.16,2.8,1,1
41.234,99.54,-1.4132e-05,2.6821e-09,7,0.16,3.2,1,1
41.765,99.54,-1.4802e-05,1.6474e-09,7,0.16,3.2,1,1
42.312,99.54,-1.4227e-05,3.1378e-09,7,0.16,3.2,1,1
42.719,99.54,-1.4858e-05,1.1562e-09,7,0.16,3.2,1,1
43.14,105.93,-1.5787e-05,3.5216e-09,7,0.16,3.2,1,1
43.547,99.54,-1.6163e-05,2.7139e-10,7,0.16,3.2,1,1
44.015,99.54,-1.6802e-05,1.6144e-09,7,0.16,3.2,1,1
44.422,99.54,-1.66e-05,2.568e-09,7,0.16,3.2,1,1
44.844,99.54,-1.6542e-05,2.0453e-09,7,0.16,3.2,1,1
45.39,99.54,-1.6606e-05,1.3068e-09,7,0.16,3.2,1,1
45.922,99.55,-1.5258e-05,1.8551e-09,7,0.16,3.6,1,1
46.453,99.55,-1.626e-05,3.9549e-09,7,0.16,3.6,1,1
46.859,99.55,-1.6013e-05,2.4823e-10,7,0.16,3.6,1,1
47.344,99.55,-1.7108e-05,5.2211e-09,7,0.16,3.6,1,1
47.89,99.55,-1.8031e-05,1.8435e-09,7,0.16,3.6,1,1
48.422,99.55,-1.9069e-05,1.8063e-09,7,0.16,3.6,1,1
48.969,99.55,-1.9437e-05,3.1523e-10,7,0.16,3.6,1,1
49.515,99.55,-1.867e-05,2.8922e-09,7,0.16,3.6,1,1
50.062,99.55,-1.8853e-05,-1.0162e-09,7,0.16,3.6,1,1
50.609,99.55,-1.9344e-05,-1.5599e-11,7,0.16,3.6,1,1
