
Bin,Number,Channel Y0,Channel Y1,Channel Y2
---,---,Time,Resistance,Voltage
1,1,0.1480000000001382,30.98,-2.981e-06
5,1,0.7569999999996071,30.98,-3.314e-06
8,1,1.25,30.98,-3.325e-06
12,1,1.788499999999658,30.98,-3.492e-06
15,1,2.32799999999952,30.98,-3.492e-06
19,1,2.86699999999928,30.98,-3.043e-06
23,1,3.421499999999469,30.98,-3.523e-06
27,1,3.967999999998938,30.98,-3.387e-06
30,1,4.507499999999709,30.98,-3.533e-06
34,1,5.046000000000276,30.975,-3.648e-06
38,1,5.585499999999229,30.975,-3.398e-06
41,1,6.125,30.97,-3.617e-06
45,1,6.671000000000276,30.97,-3.752e-06
49,1,7.210499999999229,30.975,-3.252e-06
52,1,7.757499999999709,30.97,-3.304e-06
56,1,8.342999999999543,30.97333333333333,-3.44e-06
60,1,8.913499999999658,30.975,-3.585e-06
64,1,9.444999999999709,30.975,-3.658e-06
68,1,9.983999999998559,30.975,-3.69e-06
71,1,10.53099999999904,30.975,-3.377e-06
75,1,11.06999999999971,30.98,-3.554e-06
79,1,11.61699999999928,30.98,-3.46e-06
82,1,12.14799999999923,30.98,-3.648e-06
86,1,12.6869999999999,30.98,-3.356e-06
90,1,13.22599999999875,30.98,-3.45e-06
94,1,13.77299999999923,30.98,-3.346e-06
97,1,14.3119999999999,30.98,-3.721e-06
101,1,14.91599999999926,30.98,-3.408e-06
105,1,15.39799999999923,30.98,-3.356e-06
108,1,15.94499999999971,30.985,-3.606e-06
112,1,16.48399999999856,30.99,-3.554e-06
116,1,17.02299999999923,30.99,-3.325e-06
119,1,17.56999999999971,30.99,-3.398e-06
123,1,18.11699999999928,30.99,-3.45e-06
127,1,18.64799999999923,30.99,-3.554e-06
130,1,19.1869999999999,30.99,-3.44e-06
134,1,19.72599999999875,30.995,-3.429e-06
138,1,20.26499999999942,31,-3.481e-06
142,1,20.81999999999971,31,-3.252e-06
145,1,21.35899999999856,31,-3.273e-06
149,1,21.89799999999923,31,-3.419e-06
153,1,22.4369999999999,31.005,-3.137e-06
156,1,22.98399999999856,31.01,-3.669e-06
160,1,23.52299999999923,31.01,-3.408e-06
164,1,24.0619999999999,31.02,-3.669e-06
167,1,24.59299999999894,31.03,-3.711e-06
171,1,25.14799999999923,31.03,-3.627e-06
175,1,25.6869999999999,31.04,-3.648e-06
179,1,26.22599999999875,31.04,-3.502e-06
182,1,26.76499999999942,31.04,-3.419e-06
186,1,27.3119999999999,31.045,-3.544e-06
190,1,27.84299999999894,31.05,-3.763e-06
193,1,28.38249999999971,31.05,-3.742e-06
197,1,28.92900000000009,31.05,-3.721e-06
201,1,29.46799999999894,31.06,-3.523e-06
204,1,30.00749999999971,31.06,-3.596e-06
208,1,30.54600000000028,31.06,-3.544e-06
212,1,31.08549999999923,31.07,-3.711e-06
215,1,31.63249999999971,31.075,-3.742e-06
219,1,32.17100000000028,31.08,-3.419e-06
223,1,32.70299999999952,31.08,-3.679e-06
226,1,33.25,31.085,-3.7e-06
230,1,33.78849999999966,31.09,-3.627e-06
234,1,34.33549999999923,31.09,-3.742e-06
238,1,34.875,31.1,-3.773e-06
241,1,35.42100000000028,31.1,-3.711e-06
245,1,35.95299999999952,31.105,-3.919e-06
249,1,36.50749999999971,31.11,-3.481e-06
252,1,37.05400000000009,31.13,-3.773e-06
256,1,37.58549999999923,31.13,-3.721e-06
260,1,38.125,31.135,-3.471e-06
263,1,38.66349999999966,31.14,-3.846e-06
267,1,39.21049999999923,31.145,-3.731e-06
271,1,39.75,31.15,-3.846e-06
275,1,40.28849999999966,31.15,-3.94e-06
278,1,40.82799999999952,31.155,-3.909e-06
282,1,41.36699999999928,31.155,-3.627e-06
286,1,41.90599999999904,31.16,-3.825e-06
289,1,42.45299999999952,31.17,-3.606e-06
293,1,42.99199999999928,31.18,-3.846e-06
297,1,43.53099999999904,31.18,-3.804e-06
300,1,44.06999999999971,31.19,-3.825e-06
304,1,44.60099999999875,31.19,-3.877e-06
308,1,45.14799999999923,31.2,-3.898e-06
311,1,45.70299999999952,31.21,-3.971e-06
315,1,46.23399999999856,31.21,-3.721e-06
319,1,46.78099999999904,31.23,-3.492e-06
322,1,47.3119999999999,31.235,-3.815e-06
326,1,47.86699999999928,31.24,-3.888e-06
330,1,48.40599999999904,31.245,-3.648e-06
334,1,48.94499999999971,31.25,-3.794e-06
337,1,49.48399999999856,31.255,-3.711e-06
341,1,50.03849999999966,31.26,-3.7e-06
