Time(sec),TempRes(Ohm),SampVolt(V),SampCurr(A),CoilCurr(A)
0.265,110.5,7.218e-06,0.03,0
2.187,110.5,8.3545e-06,0.03,0
2.937,110.5,7.0806e-06,0.03,0
3.719,110.5,7.5247e-06,0.03,0
4.515,110.5,7.7276e-06,0.03,0
5.344,110.5,7.6932e-06,0.03,0
6.172,110.5,7.3979e-06,0.03,0
6.969,110.5,6.6747e-06,0.03,0
7.75,110.5,7.201e-06,0.03,0
8.578,110.5,6.0828e-06,0.03,0
9.375,110.5,8.0207e-06,0.03,0
10.25,110.5,4.2458e-06,0.03,0
11.031,110.4,6.1931e-06,0.03,0
11.828,110.4,8.1034e-06,0.03,0
12.625,110.4,7.4488e-06,0.03,0
13.453,110.4,7.8293e-06,0.03,0
14.281,110.3,7.0295e-06,0.03,0
15.109,110.3,6.6972e-06,0.03,0
15.906,110.3,7.2109e-06,0.03,0
16.687,110.2,6.6995e-06,0.03,0
17.484,110.2,6.9429e-06,0.03,0
18.359,110.2,7.6589e-06,0.03,0
19.219,110.1,6.299e-06,0.03,0
20.015,110,6.2792e-06,0.03,0
20.812,110,6.1255e-06,0.03,0
21.515,110,6.394e-06,0.03,0
22.265,110,4.3549e-06,0.03,0
23.062,109.9,5.5414e-06,0.03,0
23.89,109.8,6.3919e-06,0.03,0
24.765,109.8,5.8744e-06,0.03,0
25.562,109.7,5.7623e-06,0.03,0
26.375,109.7,5.4105e-06,0.03,0
27.203,109.7,6.4106e-06,0.03,0
28,109.5,5.0401e-06,0.03,0
28.828,109.5,5.4189e-06,0.03,0
29.625,109.4,4.2547e-06,0.03,0
30.453,109.4,3.5551e-06,0.03,0
31.281,109.3,4.0242e-06,0.03,0
32.078,109.3,4.142e-06,0.03,0
32.859,109.2,3.9073e-06,0.03,0
33.687,109.2,1.3829e-06,0.03,0
34.453,109,2.8071e-06,0.03,0
35.203,108.9,3.0212e-06,0.03,0
35.953,108.9,1.6648e-06,0.03,0
36.703,108.9,1.4958e-06,0.03,0
37.578,108.8,6.8501e-07,0.03,0
38.359,108.7,4.3106e-07,0.03,0
39.187,108.7,-1.7193e-08,0.03,0
39.984,112.9,-5.9824e-07,0.03,0
40.703,108.5,-7.8502e-07,0.03,0
41.453,108.4,-1.5321e-06,0.03,0
42.25,108.2,-8.4183e-07,0.03,0
43.031,108.2,-1.7118e-06,0.03,0
43.859,108,-4.8452e-06,0.03,0
44.656,108,-1.4393e-06,0.03,0
45.406,107.9,-6.6668e-06,0.03,0
46.125,107.8,-1.5898e-06,0.03,0
46.875,107.8,-3.4672e-06,0.03,0
47.703,107.7,-2.3064e-06,0.03,0
48.531,107.4,-1.3246e-06,0.03,0
49.406,107.3,-1.5867e-06,0.03,0
50.187,107.2,-6.3418e-07,0.03,0
51.031,107.1,4.8504e-07,0.03,0
51.812,107,7.7928e-07,0.03,0
52.64,106.9,1.7816e-06,0.03,0
53.484,106.8,2.3277e-06,0.03,0
54.265,106.7,3.1881e-06,0.03,0
54.984,106.6,2.757e-06,0.03,0
55.734,106.4,3.4105e-06,0.03,0
56.562,106.3,4.2589e-06,0.03,0
57.39,106.2,3.5454e-06,0.03,0
58.265,106.1,4.1026e-06,0.03,0
59.062,105.9,5.3476e-06,0.03,0
59.844,105.8,4.2159e-06,0.03,0
60.719,105.8,4.7601e-06,0.03,0
61.515,105.7,3.687e-06,0.03,0
62.297,105.6,3.7579e-06,0.03,0
63.125,105.4,2.3416e-06,0.03,0
63.922,105.3,3.9517e-06,0.03,0
64.75,105.1,3.8651e-06,0.03,0
65.578,105,4.0268e-06,0.03,0
66.375,104.9,5.482e-06,0.03,0
67.172,104.8,4.6297e-06,0.03,0
68,104.7,4.4785e-06,0.03,0
68.859,104.6,3.7832e-06,0.03,0
69.687,104.3,4.1885e-06,0.03,0
70.531,104.2,2.5971e-06,0.03,0
71.281,104.1,3.2575e-06,0.03,0
72.109,104,3.7893e-06,0.03,0
72.937,103.9,4.8245e-06,0.03,0
73.765,103.7,4.6083e-06,0.03,0
74.64,103.6,7.2973e-06,0.03,0
75.469,103.4,8.5788e-06,0.03,0
76.219,103.2,7.6652e-06,0.03,0
77.047,103.1,7.0203e-06,0.03,0
77.844,102.8,6.3083e-06,0.03,0
78.703,102.7,4.8305e-06,0.03,0
79.5,102.6,5.2892e-06,0.03,0
80.297,102.3,4.908e-06,0.03,0
81.125,102.1,5.6501e-06,0.03,0
81.922,101.8,4.6151e-06,0.03,0
82.703,101.7,4.5433e-06,0.03,0
83.578,101.4,5.3975e-06,0.03,0
84.359,101.1,5.8064e-06,0.03,0
85.203,101,6.9337e-06,0.03,0
86.062,100.8,7.4292e-06,0.03,0
86.844,100.5,7.9808e-06,0.03,0
87.687,100.2,8.7196e-06,0.03,0
88.515,100.1,6.9469e-06,0.03,0
89.297,99.8,7.6251e-06,0.03,0
90.172,99.47,8.4421e-06,0.03,0
90.922,99.26,7.9049e-06,0.03,0
91.75,99.04,9.2064e-06,0.03,0
92.547,98.82,9.6152e-06,0.03,0
93.375,98.59,1.0031e-05,0.03,0
94.172,98.37,9.3223e-06,0.03,0
95,98.15,1.1081e-05,0.03,0
95.828,97.93,1.1454e-05,0.03,0
96.656,97.71,1.1036e-05,0.03,0
97.453,97.49,1.1104e-05,0.03,0
98.234,97.28,1.1919e-05,0.03,0
99.078,97.06,1.1963e-05,0.03,0
99.906,96.84,1.1587e-05,0.03,0
100.69,96.6,1.1669e-05,0.03,0
101.53,96.38,1.1831e-05,0.03,0
102.31,96.14,1.2079e-05,0.03,0
103.14,95.93,1.1919e-05,0.03,0
103.94,95.69,1.2426e-05,0.03,0
104.77,95.47,1.2275e-05,0.03,0
105.59,95.23,1.2757e-05,0.03,0
106.39,95,1.2613e-05,0.03,0
107.17,94.79,1.2209e-05,0.03,0
108.02,94.55,1.2587e-05,0.03,0
108.84,94.33,1.2377e-05,0.03,0
109.67,94.12,1.1488e-05,0.03,0
110.47,93.89,1.2619e-05,0.03,0
111.25,93.66,1.2345e-05,0.03,0
112.08,93.45,1.395e-05,0.03,0
112.91,93.22,1.3143e-05,0.03,0
113.7,93,1.1681e-05,0.03,0
114.53,92.77,1.3641e-05,0.03,0
115.33,92.56,1.4203e-05,0.03,0
116.13,92.34,1.4378e-05,0.03,0
116.98,92.09,1.3134e-05,0.03,0
117.78,91.88,1.4183e-05,0.03,0
118.56,91.67,1.4583e-05,0.03,0
119.41,91.45,1.4627e-05,0.03,0
120.19,91.23,1.4556e-05,0.03,0
121.06,91.01,1.4814e-05,0.03,0
121.86,90.8,1.3675e-05,0.03,0
122.64,90.57,1.5059e-05,0.03,0
123.44,90.34,1.455e-05,0.03,0
124.27,90.13,1.4764e-05,0.03,0
125.06,89.91,1.4491e-05,0.03,0
125.89,89.69,1.5775e-05,0.03,0
126.72,89.47,1.595e-05,0.03,0
127.5,89.26,1.538e-05,0.03,0
128.3,89.04,1.5215e-05,0.03,0
129.13,88.81,1.4989e-05,0.03,0
129.95,88.59,1.6138e-05,0.03,0
130.8,88.37,1.5187e-05,0.03,0
131.58,88.16,1.5296e-05,0.03,0
132.41,87.94,1.566e-05,0.03,0
133.2,87.73,1.5682e-05,0.03,0
134.03,87.5,1.6054e-05,0.03,0
134.86,87.29,1.4913e-05,0.03,0
135.66,87.06,1.5192e-05,0.03,0
136.45,86.85,1.5729e-05,0.03,0
137.28,86.65,1.6119e-05,0.03,0
138.11,86.43,1.6338e-05,0.03,0
138.89,86.21,1.6498e-05,0.03,0
139.69,86,1.6145e-05,0.03,0
140.51,85.79,1.6423e-05,0.03,0
141.31,85.58,1.5694e-05,0.03,0
142.14,85.34,1.6392e-05,0.03,0
142.97,85.13,1.6519e-05,0.03,0
143.76,84.92,1.5739e-05,0.03,0
144.55,84.7,1.5832e-05,0.03,0
145.39,84.5,1.6006e-05,0.03,0
146.2,84.29,1.5966e-05,0.03,0
147.03,84.09,1.7101e-05,0.03,0
147.83,83.86,1.6467e-05,0.03,0
148.63,83.66,1.6426e-05,0.03,0
149.41,83.45,1.602e-05,0.03,0
150.28,83.25,1.6812e-05,0.03,0
151.08,83.03,1.6538e-05,0.03,0
151.91,82.83,1.6807e-05,0.03,0
152.69,82.62,1.6437e-05,0.03,0
153.48,82.42,1.6191e-05,0.03,0
154.31,82.2,1.6587e-05,0.03,0
155.14,81.99,1.609e-05,0.03,0
155.94,81.79,1.6318e-05,0.03,0
156.76,81.59,1.6646e-05,0.03,0
157.56,81.38,1.6455e-05,0.03,0
158.39,81.18,1.6533e-05,0.03,0
159.22,80.97,1.6154e-05,0.03,0
160.01,80.78,1.585e-05,0.03,0
160.84,80.56,1.6824e-05,0.03,0
161.63,80.36,1.6695e-05,0.03,0
162.47,80.17,1.6832e-05,0.03,0
163.3,79.97,1.6053e-05,0.03,0
164.08,79.76,1.693e-05,0.03,0
164.92,79.56,1.695e-05,0.03,0
165.7,79.37,1.6113e-05,0.03,0
166.53,79.17,1.6429e-05,0.03,0
167.36,78.96,1.7162e-05,0.03,0
168.16,78.76,1.6778e-05,0.03,0
168.95,78.56,1.5935e-05,0.03,0
169.78,78.37,1.5785e-05,0.03,0
170.58,78.17,1.6045e-05,0.03,0
171.44,77.97,1.5822e-05,0.03,0
172.23,77.78,1.6482e-05,0.03,0
173.06,77.59,1.6113e-05,0.03,0
173.81,77.4,1.5948e-05,0.03,0
174.64,77.2,1.5936e-05,0.03,0
175.47,77,1.6066e-05,0.03,0
176.31,76.81,1.6215e-05,0.03,0
177.09,76.62,1.6252e-05,0.03,0
177.92,76.43,1.5733e-05,0.03,0
178.72,76.24,1.6047e-05,0.03,0
179.51,76.06,1.6813e-05,0.03,0
180.38,75.87,1.6381e-05,0.03,0
181.17,75.66,1.6085e-05,0.03,0
182,75.47,1.6615e-05,0.03,0
182.8,75.29,1.6407e-05,0.03,0
183.58,75.1,1.5867e-05,0.03,0
184.45,74.91,1.5987e-05,0.03,0
185.25,74.74,1.572e-05,0.03,0
186.03,74.55,1.5961e-05,0.03,0
186.86,74.37,1.6275e-05,0.03,0
187.66,74.18,1.6168e-05,0.03,0
188.48,73.98,1.6188e-05,0.03,0
189.31,73.82,1.6834e-05,0.03,0
190.11,73.63,1.6244e-05,0.03,0
190.94,73.45,1.6541e-05,0.03,0
191.73,73.26,1.6197e-05,0.03,0
192.56,73.09,1.604e-05,0.03,0
193.39,72.91,1.5753e-05,0.03,0
194.19,72.73,1.565e-05,0.03,0
194.97,72.55,1.5497e-05,0.03,0
195.8,72.34,1.6044e-05,0.03,0
196.63,72.18,1.6181e-05,0.03,0
197.47,71.99,1.5646e-05,0.03,0
198.25,71.82,1.5649e-05,0.03,0
199.05,71.65,1.637e-05,0.03,0
199.88,71.47,1.5413e-05,0.03,0
200.67,71.3,1.5112e-05,0.03,0
201.5,71.12,1.5745e-05,0.03,0
202.33,70.96,1.6041e-05,0.03,0
203.16,70.76,1.556e-05,0.03,0
203.95,70.59,1.5503e-05,0.03,0
204.73,70.43,1.6064e-05,0.03,0
205.61,70.25,1.5503e-05,0.03,0
206.39,70.09,1.5917e-05,0.03,0
207.19,69.91,1.5048e-05,0.03,0
208.01,69.74,1.5712e-05,0.03,0
208.84,69.57,1.5379e-05,0.03,0
209.64,69.41,1.609e-05,0.03,0
210.47,69.24,1.5726e-05,0.03,0
211.26,69.06,1.5615e-05,0.03,0
212.05,68.9,1.5171e-05,0.03,0
212.88,68.72,1.5044e-05,0.03,0
213.72,68.56,1.496e-05,0.03,0
214.5,68.44,1.5214e-05,0.03,0
215.22,68.27,1.4827e-05,0.03,0
215.94,68.1,1.4421e-05,0.03,0
216.76,67.94,1.4918e-05,0.03,0
217.55,67.78,1.4775e-05,0.03,0
218.34,67.65,1.46e-05,0.03,0
219.06,67.48,1.4897e-05,0.03,0
219.81,67.33,1.4705e-05,0.03,0
220.59,67.16,1.4806e-05,0.03,0
221.39,67,1.5417e-05,0.03,0
222.22,66.85,1.396e-05,0.03,0
223.05,66.68,1.4846e-05,0.03,0
223.84,66.51,1.5303e-05,0.03,0
224.67,66.36,1.4851e-05,0.03,0
225.47,66.2,1.4754e-05,0.03,0
226.25,66.05,1.4889e-05,0.03,0
227.08,65.86,1.5543e-05,0.03,0
227.92,65.71,1.4301e-05,0.03,0
228.7,65.56,1.4735e-05,0.03,0
229.53,65.41,1.5668e-05,0.03,0
230.33,65.24,1.47e-05,0.03,0
231.16,65.08,1.5227e-05,0.03,0
231.98,64.93,1.5627e-05,0.03,0
232.78,64.77,1.5079e-05,0.03,0
233.61,64.62,1.4913e-05,0.03,0
234.44,64.47,1.4836e-05,0.03,0
235.23,64.32,1.546e-05,0.03,0
236.06,64.15,1.4031e-05,0.03,0
236.89,64.01,1.4444e-05,0.03,0
237.69,63.85,1.4693e-05,0.03,0
238.47,63.7,1.4974e-05,0.03,0
239.31,63.55,1.4128e-05,0.03,0
240.14,63.4,1.4423e-05,0.03,0
240.92,63.25,1.463e-05,0.03,0
241.76,63.11,1.4496e-05,0.03,0
242.55,62.96,1.4157e-05,0.03,0
243.34,62.81,1.4269e-05,0.03,0
244.17,62.67,1.4834e-05,0.03,0
245,62.5,1.4578e-05,0.03,0
245.8,62.36,1.5065e-05,0.03,0
246.58,62.21,1.499e-05,0.03,0
247.42,62.07,1.4555e-05,0.03,0
248.25,61.93,1.4235e-05,0.03,0
249.08,61.78,1.4986e-05,0.03,0
249.83,61.67,1.4079e-05,0.03,0
250.55,61.53,1.4737e-05,0.03,0
251.3,61.38,1.5322e-05,0.03,0
252.08,61.25,1.4893e-05,0.03,0
252.92,61.1,1.46e-05,0.03,0
253.7,60.94,1.4927e-05,0.03,0
254.5,60.81,1.4801e-05,0.03,0
255.33,60.67,1.4545e-05,0.03,0
256.16,60.52,1.4308e-05,0.03,0
257.03,60.37,1.4696e-05,0.03,0
257.81,60.25,1.4365e-05,0.03,0
258.61,60.1,1.4056e-05,0.03,0
259.44,59.96,1.4803e-05,0.03,0
260.26,59.83,1.476e-05,0.03,0
261.06,59.69,1.4895e-05,0.03,0
261.89,59.55,1.4119e-05,0.03,0
262.69,59.42,1.4309e-05,0.03,0
263.47,59.27,1.3861e-05,0.03,0
264.34,59.12,1.4338e-05,0.03,0
265.14,58.99,1.4331e-05,0.03,0
265.92,58.86,1.3894e-05,0.03,0
266.75,58.72,1.3269e-05,0.03,0
267.58,58.59,1.4777e-05,0.03,0
268.38,58.46,1.3776e-05,0.03,0
269.2,58.31,1.3863e-05,0.03,0
270,58.18,1.4444e-05,0.03,0
270.83,58.05,1.3568e-05,0.03,0
271.61,57.91,1.3819e-05,0.03,0
272.45,57.79,1.342e-05,0.03,0
273.28,57.65,1.4281e-05,0.03,0
274.06,57.51,1.4354e-05,0.03,0
274.86,57.38,1.4614e-05,0.03,0
275.69,57.26,1.3855e-05,0.03,0
276.51,57.13,1.413e-05,0.03,0
277.31,56.99,1.2984e-05,0.03,0
278.14,56.87,1.3716e-05,0.03,0
278.94,56.74,1.3929e-05,0.03,0
279.72,56.62,1.3734e-05,0.03,0
280.59,56.48,1.3467e-05,0.03,0
281.39,56.36,1.3614e-05,0.03,0
282.17,56.23,1.4104e-05,0.03,0
283,56.11,1.3993e-05,0.03,0
283.83,55.97,1.3966e-05,0.03,0
284.63,55.84,1.4218e-05,0.03,0
285.45,55.72,1.354e-05,0.03,0
286.28,55.6,1.4384e-05,0.03,0
287.08,55.46,1.362e-05,0.03,0
287.88,55.35,1.3868e-05,0.03,0
288.7,55.21,1.3757e-05,0.03,0
289.53,55.1,1.443e-05,0.03,0
290.36,54.98,1.3263e-05,0.03,0
291.16,54.85,1.3373e-05,0.03,0
291.94,54.73,1.331e-05,0.03,0
292.73,54.62,1.4151e-05,0.03,0
293.61,54.49,1.4324e-05,0.03,0
294.39,54.37,1.3147e-05,0.03,0
295.19,54.23,1.3266e-05,0.03,0
296.01,54.12,1.3549e-05,0.03,0
296.81,54,1.3132e-05,0.03,0
297.64,53.88,1.3584e-05,0.03,0
298.47,53.77,1.2939e-05,0.03,0
299.26,53.65,1.2696e-05,0.03,0
300.05,53.53,1.3477e-05,0.03,0
300.84,53.41,1.3446e-05,0.03,0
301.67,53.3,1.3345e-05,0.03,0
302.5,53.18,1.2921e-05,0.03,0
303.33,53.06,1.2714e-05,0.03,0
304.13,52.96,1.4152e-05,0.03,0
304.92,52.84,1.3584e-05,0.03,0
305.75,52.7,1.3451e-05,0.03,0
306.58,52.59,1.2953e-05,0.03,0
307.41,52.47,1.345e-05,0.03,0
308.2,52.36,1.3921e-05,0.03,0
308.98,52.25,1.3223e-05,0.03,0
309.83,52.14,1.2947e-05,0.03,0
310.66,52.03,1.3071e-05,0.03,0
311.44,51.91,1.309e-05,0.03,0
312.26,51.8,1.2831e-05,0.03,0
313.06,51.68,1.3078e-05,0.03,0
313.86,51.57,1.3594e-05,0.03,0
314.72,51.46,1.2998e-05,0.03,0
315.51,51.35,1.3356e-05,0.03,0
316.34,51.24,1.3481e-05,0.03,0
317.14,51.13,1.3489e-05,0.03,0
317.92,51.01,1.311e-05,0.03,0
318.76,50.9,1.2847e-05,0.03,0
319.59,50.8,1.314e-05,0.03,0
320.38,50.69,1.3611e-05,0.03,0
321.2,50.58,1.3031e-05,0.03,0
322,50.48,1.3115e-05,0.03,0
322.83,50.38,1.2524e-05,0.03,0
323.66,50.26,1.2663e-05,0.03,0
324.45,50.15,1.1694e-05,0.03,0
325.28,50.04,1.2635e-05,0.03,0
326.06,49.93,1.2394e-05,0.03,0
326.91,49.84,1.2659e-05,0.03,0
327.73,49.73,1.2216e-05,0.03,0
328.51,49.63,1.3064e-05,0.03,0
329.34,49.51,1.2693e-05,0.03,0
330.14,49.4,1.2366e-05,0.03,0
330.97,49.3,1.1944e-05,0.03,0
331.8,49.2,1.2572e-05,0.03,0
332.59,49.09,1.2081e-05,0.03,0
333.42,48.99,1.3553e-05,0.03,0
334.22,48.9,1.1962e-05,0.03,0
335,48.79,1.219e-05,0.03,0
335.88,48.68,1.2443e-05,0.03,0
336.67,48.59,1.2623e-05,0.03,0
337.45,48.48,1.2722e-05,0.03,0
338.28,48.38,1.2512e-05,0.03,0
339.08,48.28,1.233e-05,0.03,0
339.91,48.18,1.1408e-05,0.03,0
340.73,48.08,1.2423e-05,0.03,0
341.53,47.99,1.1547e-05,0.03,0
342.33,47.87,1.2003e-05,0.03,0
343.16,47.78,1.247e-05,0.03,0
343.98,47.68,1.2145e-05,0.03,0
344.81,47.58,1.2141e-05,0.03,0
345.61,47.49,1.142e-05,0.03,0
346.44,47.4,1.1831e-05,0.03,0
347.23,47.3,1.1613e-05,0.03,0
348.01,47.2,1.2714e-05,0.03,0
348.89,47.11,1.2049e-05,0.03,0
349.69,47.01,1.2781e-05,0.03,0
350.51,46.91,1.2062e-05,0.03,0
351.3,46.82,1.2152e-05,0.03,0
352.09,46.72,1.1735e-05,0.03,0
352.92,46.62,1.1068e-05,0.03,0
353.75,46.53,1.1448e-05,0.03,0
354.55,46.44,1.2276e-05,0.03,0
355.38,46.35,1.0839e-05,0.03,0
356.17,46.23,1.207e-05,0.03,0
357,46.14,1.0808e-05,0.03,0
357.83,46.04,1.2284e-05,0.03,0
358.63,45.96,1.0816e-05,0.03,0
359.48,45.87,1.1832e-05,0.03,0
