Time(sec),TempRes(Ohm),SampVolt(V),SampCurr(A),CoilCurr(A)
360.31,45.77,1.1419e-05,0.03,0
361.11,45.68,1.1477e-05,0.03,0
361.94,45.59,1.0759e-05,0.03,0
362.76,45.5,1.2126e-05,0.03,0
363.56,45.41,1.1444e-05,0.03,0
364.36,45.31,1.0767e-05,0.03,0
365.19,45.23,1.1126e-05,0.03,0
366.01,45.15,1.1126e-05,0.03,0
366.84,45.05,1.2225e-05,0.03,0
367.64,44.96,1.1083e-05,0.03,0
368.47,44.87,1.1089e-05,0.03,0
369.22,44.79,1.0939e-05,0.03,0
370.05,44.7,1.0921e-05,0.03,0
370.92,44.6,1.0828e-05,0.03,0
371.7,44.51,1.1362e-05,0.03,0
372.5,44.43,1.095e-05,0.03,0
373.33,44.35,1.1024e-05,0.03,0
374.13,44.26,1.0958e-05,0.03,0
374.98,44.17,1.1541e-05,0.03,0
375.75,44.09,1.1099e-05,0.03,0
376.58,44,1.0607e-05,0.03,0
377.36,43.93,1.1123e-05,0.03,0
378.19,43.84,1.0842e-05,0.03,0
379.03,43.74,1.0932e-05,0.03,0
379.81,43.67,1.1322e-05,0.03,0
380.61,43.58,1.0623e-05,0.03,0
381.44,43.49,1.031e-05,0.03,0
382.23,43.42,1.0865e-05,0.03,0
383.06,43.33,1.0147e-05,0.03,0
383.89,43.25,1.0424e-05,0.03,0
384.69,43.16,1.1041e-05,0.03,0
385.51,43.08,1.0085e-05,0.03,0
386.3,43.01,1.0327e-05,0.03,0
387.13,42.91,9.9923e-06,0.03,0
387.95,42.82,9.5372e-06,0.03,0
388.75,42.75,1.0166e-05,0.03,0
389.58,42.66,9.5961e-06,0.03,0
390.38,42.6,1.0246e-05,0.03,0
391.13,42.52,1.005e-05,0.03,0
391.88,42.45,1.0073e-05,0.03,0
392.59,42.36,8.9846e-06,0.03,0
393.42,42.29,9.5617e-06,0.03,0
394.25,42.21,1.0019e-05,0.03,0
395.08,42.13,1.0225e-05,0.03,0
395.88,42.04,9.7161e-06,0.03,0
396.66,41.97,1.0106e-05,0.03,0
397.48,41.89,9.4028e-06,0.03,0
398.28,41.82,8.9217e-06,0.03,0
399.11,41.74,9.3742e-06,0.03,0
399.94,41.66,9.4587e-06,0.03,0
400.73,41.59,9.4425e-06,0.03,0
401.56,41.51,8.9783e-06,0.03,0
402.36,41.43,9.0878e-06,0.03,0
403.19,41.34,8.3937e-06,0.03,0
404.01,41.28,8.5159e-06,0.03,0
404.81,41.19,9.2291e-06,0.03,0
405.59,41.12,7.5444e-06,0.03,0
406.42,41.04,7.6629e-06,0.03,0
407.26,40.97,8.3042e-06,0.03,0
408.05,40.9,8.1766e-06,0.03,0
408.88,40.82,7.9621e-06,0.03,0
409.67,40.75,7.5481e-06,0.03,0
410.5,40.68,8.0935e-06,0.03,0
411.33,40.6,7.6603e-06,0.03,0
412.13,40.52,7.3864e-06,0.03,0
412.95,40.45,6.7791e-06,0.03,0
413.75,40.37,7.7753e-06,0.03,0
414.53,40.3,7.7879e-06,0.03,0
415.38,40.26,5.907e-06,0.03,0
416.13,40.18,7.6139e-06,0.03,0
416.88,40.11,6.742e-06,0.03,0
417.63,40.04,7.0576e-06,0.03,0
418.42,39.97,6.6493e-06,0.03,0
419.25,39.9,6.1626e-06,0.03,0
420.08,39.82,5.7998e-06,0.03,0
420.88,39.76,5.9464e-06,0.03,0
421.66,39.67,4.993e-06,0.03,0
422.48,39.6,5.6587e-06,0.03,0
423.31,39.53,4.9411e-06,0.03,0
424.11,39.46,5.6163e-06,0.03,0
424.98,39.39,6.1255e-06,0.03,0
425.73,39.32,4.8648e-06,0.03,0
426.56,39.26,5.4574e-06,0.03,0
427.39,39.18,5.3023e-06,0.03,0
428.22,39.13,4.9223e-06,0.03,0
429.01,39.05,4.8214e-06,0.03,0
429.81,38.98,4.763e-06,0.03,0
430.64,38.92,4.8423e-06,0.03,0
431.42,38.85,4.3332e-06,0.03,0
432.3,38.78,4.0798e-06,0.03,0
433.09,38.71,4.4145e-06,0.03,0
433.88,38.65,5.1523e-06,0.03,0
434.7,38.57,3.8569e-06,0.03,0
435.5,38.52,4.4633e-06,0.03,0
436.38,38.45,4.5454e-06,0.03,0
437.16,38.39,3.3563e-06,0.03,0
437.95,38.32,3.4354e-06,0.03,0
438.78,38.26,3.1315e-06,0.03,0
439.58,38.2,3.3793e-06,0.03,0
440.36,38.13,3.1531e-06,0.03,0
441.23,38.05,2.7698e-06,0.03,0
442.03,37.99,3.595e-06,0.03,0
442.81,37.93,3.447e-06,0.03,0
443.66,37.86,3.0395e-06,0.03,0
444.44,37.8,2.9904e-06,0.03,0
445.26,37.74,3.1427e-06,0.03,0
446.09,37.68,3.0634e-06,0.03,0
446.89,37.61,2.9104e-06,0.03,0
447.72,37.55,3.1683e-06,0.03,0
448.55,37.49,3.6377e-06,0.03,0
449.34,37.43,2.6629e-06,0.03,0
450.13,37.37,3.4875e-06,0.03,0
450.95,37.3,2.5422e-06,0.03,0
451.75,37.24,2.3317e-06,0.03,0
452.63,37.18,2.8653e-06,0.03,0
453.41,37.12,2.9377e-06,0.03,0
454.2,37.06,2.1611e-06,0.03,0
455.03,37,2.2362e-06,0.03,0
455.83,36.94,2.6785e-06,0.03,0
456.66,36.88,2.8689e-06,0.03,0
457.48,36.82,1.8469e-06,0.03,0
458.28,36.77,2.067e-06,0.03,0
459.11,36.71,1.6718e-06,0.03,0
459.89,36.64,2.3479e-06,0.03,0
460.69,36.59,2.9907e-06,0.03,0
461.56,36.53,2.0315e-06,0.03,0
462.34,36.48,1.3705e-06,0.03,0
463.17,36.4,2.6577e-06,0.03,0
463.97,36.35,1.9543e-06,0.03,0
464.76,36.29,2.7116e-06,0.03,0
465.59,36.22,2.4688e-06,0.03,0
466.42,36.17,2.1864e-06,0.03,0
467.22,36.11,2.3174e-06,0.03,0
468.05,36.06,2.472e-06,0.03,0
468.83,36,2.5141e-06,0.03,0
469.67,35.95,2.6858e-06,0.03,0
470.5,35.89,2.0062e-06,0.03,0
471.28,35.83,2.2456e-06,0.03,0
472.11,35.78,1.7082e-06,0.03,0
472.91,35.73,2.496e-06,0.03,0
473.73,35.67,1.4239e-06,0.03,0
474.53,35.61,2.3862e-06,0.03,0
475.36,35.55,1.9663e-06,0.03,0
476.16,35.5,2.6727e-06,0.03,0
476.94,35.45,3.5748e-06,0.03,0
477.81,35.39,1.8236e-06,0.03,0
478.61,35.34,2.5664e-06,0.03,0
479.39,35.29,2.0372e-06,0.03,0
480.22,35.23,2.4404e-06,0.03,0
481.01,35.18,1.4106e-06,0.03,0
481.84,35.13,2.6488e-06,0.03,0
482.67,35.07,2.7116e-06,0.03,0
483.47,35.03,1.5289e-06,0.03,0
484.3,34.97,2.3799e-06,0.03,0
485.09,34.92,1.8354e-06,0.03,0
485.88,34.87,1.9428e-06,0.03,0
486.75,34.82,1.7515e-06,0.03,0
487.55,34.75,2.5729e-06,0.03,0
488.38,34.71,2.1074e-06,0.03,0
489.16,34.65,1.6857e-06,0.03,0
489.95,34.61,1.6774e-06,0.03,0
490.83,34.54,2.4477e-06,0.03,0
491.61,34.5,1.9823e-06,0.03,0
492.44,34.45,1.4507e-06,0.03,0
493.23,34.39,1.9848e-06,0.03,0
494.03,34.34,2.4821e-06,0.03,0
494.89,34.29,2.2435e-06,0.03,0
495.69,34.24,2.3744e-06,0.03,0
496.48,34.2,1.688e-06,0.03,0
497.31,34.15,2.1893e-06,0.03,0
498.09,34.11,1.879e-06,0.03,0
498.97,34.05,1.9947e-06,0.03,0
499.76,34,2.0677e-06,0.03,0
500.55,33.95,1.6143e-06,0.03,0
501.39,33.9,2.2076e-06,0.03,0
502.17,33.85,1.2958e-06,0.03,0
502.97,33.81,1.0893e-06,0.03,0
503.83,33.75,6.0757e-07,0.03,0
504.63,33.71,1.439e-06,0.03,0
505.42,33.65,1.8499e-06,0.03,0
506.23,33.61,1.4648e-06,0.03,0
507.08,33.56,1.1456e-06,0.03,0
507.91,33.52,6.6106e-07,0.03,0
508.69,33.47,1.1586e-06,0.03,0
509.48,33.42,1.4515e-06,0.03,0
510.31,33.37,1.1907e-06,0.03,0
511.14,33.33,1.1863e-06,0.03,0
511.94,33.3,2.3291e-06,0.03,0
512.76,33.24,1.8182e-06,0.03,0
513.56,33.2,7.5566e-07,0.03,0
514.39,33.13,1.48e-06,0.03,0
515.19,33.08,2.1386e-06,0.03,0
516.05,33.04,1.1519e-06,0.03,0
516.84,32.99,1.3632e-06,0.03,0
